 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Location Description
071014G,*SPRUE SAFETY PRODUCTS LTD====,1065918,1,"1,730.40",FIRE DETECTORS,13/10/14,"1,730.40",CFS - CROYDON
071014G,*SPRUE SAFETY PRODUCTS LTD====,1065919,1,988.80,FIRE DETECTORS,13/10/14,988.80,CFS - LEWISHAM
071014G,*SPRUE SAFETY PRODUCTS LTD====,1065921,1,"1,730.40",FIRE DETECTORS,13/10/14,"1,730.40",CFS - SOUTHWARK
071014G,*SPRUE SAFETY PRODUCTS LTD====,1065922,1,988.80,FIRE DETECTORS,13/10/14,988.80,CFS - LEWISHAM
071014G,*SPRUE SAFETY PRODUCTS LTD====,1065923,1,"1,730.40",FIRE DETECTORS,13/10/14,"1,730.40",CFS - BROMLEY
071014G,*SPRUE SAFETY PRODUCTS LTD====,1065924,1,"1,730.40",FIRE DETECTORS,13/10/14,"1,730.40",CFS - BEXLEY
081014G,ROYAL COLLEGE OF MUSIC========,11043830,1,370.00,PRESS OFFICE,13/10/14,370.00,COMMS MARKETING
081014G,VISTA LANDSCAPE MANAGEMENT LTD,120189,1,144.25,GROUNDS MAINTENANCE,13/10/14,"2,955.91",ADDINGTON FS
081014G,VISTA LANDSCAPE MANAGEMENT LTD,120189,2,26.71,GROUNDS MAINTENANCE,13/10/14,,BATTERSEA FIRE STATION
081014G,VISTA LANDSCAPE MANAGEMENT LTD,120189,3,29.23,GROUNDS MAINTENANCE,13/10/14,,BECKENHAM FS
081014G,VISTA LANDSCAPE MANAGEMENT LTD,120189,4,32.26,GROUNDS MAINTENANCE,13/10/14,,BEXLEY FS
081014G,VISTA LANDSCAPE MANAGEMENT LTD,120189,5,113.22,GROUNDS MAINTENANCE,13/10/14,,BIGGIN HILL FS
081014G,VISTA LANDSCAPE MANAGEMENT LTD,120189,6,25.42,GROUNDS MAINTENANCE,13/10/14,,BRIXTON FS
081014G,VISTA LANDSCAPE MANAGEMENT LTD,120189,7,33.14,GROUNDS MAINTENANCE,13/10/14,,BROMLEY FS
081014G,VISTA LANDSCAPE MANAGEMENT LTD,120189,8,26.46,GROUNDS MAINTENANCE,13/10/14,,CLAPHAM FS
081014G,VISTA LANDSCAPE MANAGEMENT LTD,120189,9,23.05,GROUNDS MAINTENANCE,13/10/14,,CROYDON FS
081014G,VISTA LANDSCAPE MANAGEMENT LTD,120189,10,23.14,GROUNDS MAINTENANCE,13/10/14,,DEPTFORD FS
081014G,VISTA LANDSCAPE MANAGEMENT LTD,120189,11,26.68,GROUNDS MAINTENANCE,13/10/14,,DOCKHEAD FS
081014G,VISTA LANDSCAPE MANAGEMENT LTD,120189,12,124.13,GROUNDS MAINTENANCE,13/10/14,,EAST GREENWICH FS
081014G,VISTA LANDSCAPE MANAGEMENT LTD,120189,13,22.46,GROUNDS MAINTENANCE,13/10/14,,ELTHAM FS
081014G,VISTA LANDSCAPE MANAGEMENT LTD,120189,14,94.00,GROUNDS MAINTENANCE,13/10/14,,ERITH FS
081014G,VISTA LANDSCAPE MANAGEMENT LTD,120189,15,29.15,GROUNDS MAINTENANCE,13/10/14,,FOREST HILL FS
081014G,VISTA LANDSCAPE MANAGEMENT LTD,120189,16,23.91,GROUNDS MAINTENANCE,13/10/14,,GREENWICH FS
081014G,VISTA LANDSCAPE MANAGEMENT LTD,120189,17,141.74,GROUNDS MAINTENANCE,13/10/14,,KINGSTON FS
081014G,VISTA LANDSCAPE MANAGEMENT LTD,120189,18,24.27,GROUNDS MAINTENANCE,13/10/14,,LEE GREEN FS
081014G,VISTA LANDSCAPE MANAGEMENT LTD,120189,19,25.81,GROUNDS MAINTENANCE,13/10/14,,LEWISHAM FS
081014G,VISTA LANDSCAPE MANAGEMENT LTD,120189,20,19.47,GROUNDS MAINTENANCE,13/10/14,,MITCHAM FIRE STATION
081014G,VISTA LANDSCAPE MANAGEMENT LTD,120189,21,24.94,GROUNDS MAINTENANCE,13/10/14,,NEW CROSS FS
081014G,VISTA LANDSCAPE MANAGEMENT LTD,120189,22,25.79,GROUNDS MAINTENANCE,13/10/14,,NEW MALDEN FS
081014G,VISTA LANDSCAPE MANAGEMENT LTD,120189,23,29.49,GROUNDS MAINTENANCE,13/10/14,,NORBURY FS
081014G,VISTA LANDSCAPE MANAGEMENT LTD,120189,24,23.35,GROUNDS MAINTENANCE,13/10/14,,PECKHAM FS
081014G,VISTA LANDSCAPE MANAGEMENT LTD,120189,25,23.22,GROUNDS MAINTENANCE,13/10/14,,PLUMSTEAD FS
081014G,VISTA LANDSCAPE MANAGEMENT LTD,120189,26,20.92,GROUNDS MAINTENANCE,13/10/14,,PURLEY FS
081014G,VISTA LANDSCAPE MANAGEMENT LTD,120189,27,91.14,GROUNDS MAINTENANCE,13/10/14,,RICHMOND FS
081014G,VISTA LANDSCAPE MANAGEMENT LTD,120189,28,96.04,GROUNDS MAINTENANCE,13/10/14,,SIDCUP FS
081014G,VISTA LANDSCAPE MANAGEMENT LTD,120189,29,24.52,GROUNDS MAINTENANCE,13/10/14,,SURBITON FS
081014G,VISTA LANDSCAPE MANAGEMENT LTD,120189,30,280.25,GROUNDS MAINTENANCE,13/10/14,,SUTTON FS
081014G,VISTA LANDSCAPE MANAGEMENT LTD,120189,31,24.01,GROUNDS MAINTENANCE,13/10/14,,TOOTING FIRE STATION
081014G,VISTA LANDSCAPE MANAGEMENT LTD,120189,32,73.23,GROUNDS MAINTENANCE,13/10/14,,TWICKENHAM FS
081014G,VISTA LANDSCAPE MANAGEMENT LTD,120189,33,22.53,GROUNDS MAINTENANCE,13/10/14,,WALLINGTON FS
081014G,VISTA LANDSCAPE MANAGEMENT LTD,120189,34,24.02,GROUNDS MAINTENANCE,13/10/14,,WANDSWORTH FIRE STATION
081014G,VISTA LANDSCAPE MANAGEMENT LTD,120189,35,23.34,GROUNDS MAINTENANCE,13/10/14,,WEST NORWOOD FS
081014G,VISTA LANDSCAPE MANAGEMENT LTD,120189,36,90.84,GROUNDS MAINTENANCE,13/10/14,,WIMBLEDON FIRE STATION
081014G,VISTA LANDSCAPE MANAGEMENT LTD,120189,37,132.30,GROUNDS MAINTENANCE,13/10/14,,WOODSIDE FS
081014G,VISTA LANDSCAPE MANAGEMENT LTD,120189,38,751.76,GROUNDS MAINTENANCE,13/10/14,,PREMISES HOLDING A/C STC
081014G,VISTA LANDSCAPE MANAGEMENT LTD,120189,39,72.18,GROUNDS MAINTENANCE,13/10/14,,PREMISES HOLDING A/C HQ
081014G,VISTA LANDSCAPE MANAGEMENT LTD,120189,40,64.28,GROUNDS MAINTENANCE,13/10/14,,LAMBETH FS
081014G,VISTA LANDSCAPE MANAGEMENT LTD,120189,41,29.26,GROUNDS MAINTENANCE,13/10/14,,UNION STREET HQ HOLDING A/C
081014G,VISTA LANDSCAPE MANAGEMENT LTD,120190,1,250.00,GROUNDS MAINTENANCE,13/10/14,"2,537.50",ADDINGTON FS
081014G,VISTA LANDSCAPE MANAGEMENT LTD,120190,2,937.50,GROUNDS MAINTENANCE,13/10/14,,ADDINGTON FS
081014G,VISTA LANDSCAPE MANAGEMENT LTD,120190,3,437.50,GROUNDS MAINTENANCE,13/10/14,,ADDINGTON FS
081014G,VISTA LANDSCAPE MANAGEMENT LTD,120190,4,62.50,GROUNDS MAINTENANCE,13/10/14,,ADDINGTON FS
081014G,VISTA LANDSCAPE MANAGEMENT LTD,120190,5,187.50,GROUNDS MAINTENANCE,13/10/14,,ADDINGTON FS
081014G,VISTA LANDSCAPE MANAGEMENT LTD,120190,6,562.50,GROUNDS MAINTENANCE,13/10/14,,ADDINGTON FS
081014G,VISTA LANDSCAPE MANAGEMENT LTD,120190,7,100.00,GROUNDS MAINTENANCE,13/10/14,,ADDINGTON FS
081014G,VISTA LANDSCAPE MANAGEMENT LTD,120193,1,100.00,GROUNDS MAINTENANCE,13/10/14,837.50,WOODSIDE FS
081014G,VISTA LANDSCAPE MANAGEMENT LTD,120193,2,562.50,GROUNDS MAINTENANCE,13/10/14,,WOODSIDE FS
081014G,VISTA LANDSCAPE MANAGEMENT LTD,120193,3,50.00,GROUNDS MAINTENANCE,13/10/14,,WOODSIDE FS
081014G,VISTA LANDSCAPE MANAGEMENT LTD,120193,4,125.00,GROUNDS MAINTENANCE,13/10/14,,WOODSIDE FS
081014G,VISTA LANDSCAPE MANAGEMENT LTD,120194,1,187.50,GROUNDS MAINTENANCE,13/10/14,750.00,NORBURY FS
081014G,VISTA LANDSCAPE MANAGEMENT LTD,120194,2,562.50,GROUNDS MAINTENANCE,13/10/14,,NORBURY FS
071014G,BUSINESS IMAGE LTD============,127714,1,"26,500.00",UNIFORMS - POMS,13/10/14,"26,500.00",
071014G,BUREAU VERITAS HS&E LTD=======,14014853,1,"96,450.00",SCIENTIFIC SERVICES,13/10/14,"96,450.00",CLOTHING/VEHICLE INSURANCE
071014G,SURREY BLIND & CURTAIN CO=====,14341,1,"1,068.00",FIXTURES & FITTINGS,13/10/14,"1,068.00",PREMISES HOLDING A/C STC
081014G,SAFEGUARD PEST CON. & ENV.LTD,17749,1,886.00,STRATEGIC (NON CYCLICAL),13/10/14,886.00,SURBITON FS
081014G,SAFEGUARD PEST CON. & ENV.LTD,17785,1,780.00,PEST CONTROL,13/10/14,780.00,GREENWICH FS
140830,EDF ENERGY===================,1785676853,1,"1,169.45",ELECTRICITY,13/10/14,"1,169.45",DOWGATE FIRE STATION
140830,EDF ENERGY===================,1785907948,1,"2,325.83",ELECTRICITY,13/10/14,"2,325.83",LAMBETH FS
140830,EDF ENERGY===================,1786209549,1,"7,529.01",ELECTRICITY,13/10/14,"7,529.01",UNION STREET HQ HOLDING A/C
140830,EDF ENERGY===================,1786484449,1,159.90,ELECTRICITY,13/10/14,"3,197.97",SOUTHWARK FS
140830,EDF ENERGY===================,1786484449,2,"3,038.07",ELECTRICITY,13/10/14,,PREMISES HOLDING A/C STC
140830,EDF ENERGY===================,1793376246,1,"9,967.90",ELECTRICITY,13/10/14,"9,967.90",UNION STREET HQ HOLDING A/C
140830,EDF ENERGY===================,1813823641,1,"13,800.26",ELECTRICITY,13/10/14,"13,800.26",MERTON CONTROL CENTRE
071014G,CHAIN GANG,20438,1,"1,351.43",POSTAL SERVICES,13/10/14,"2,185.85",CENTRALLY HELD BUDGETS
071014G,CHAIN GANG,20438,2,834.42,POSTAL SERVICES,13/10/14,,CENTRALLY HELD BUDGETS
081014G,GRADIENT CONSULTANTS LLP======,2130,1,55.00,ASBESTOS,13/10/14,"13,777.75",ADDINGTON FS
081014G,GRADIENT CONSULTANTS LLP======,2130,2,300.00,ASBESTOS,13/10/14,,LAMBETH FS
081014G,GRADIENT CONSULTANTS LLP======,2130,3,48.75,ASBESTOS,13/10/14,,BATTERSEA FIRE STATION
081014G,GRADIENT CONSULTANTS LLP======,2130,4,55.00,ASBESTOS,13/10/14,,BETHNAL GREEN FS
081014G,GRADIENT CONSULTANTS LLP======,2130,5,55.00,ASBESTOS,13/10/14,,BIGGIN HILL FS
081014G,GRADIENT CONSULTANTS LLP======,2130,6,300.00,ASBESTOS,13/10/14,,BROMLEY FS
081014G,GRADIENT CONSULTANTS LLP======,2130,7,290.00,ASBESTOS,13/10/14,,CHINGFORD FS
081014G,GRADIENT CONSULTANTS LLP======,2130,8,55.00,ASBESTOS,13/10/14,,CHISWICK FS
081014G,GRADIENT CONSULTANTS LLP======,2130,9,55.00,ASBESTOS,13/10/14,,CHISWICK FS
081014G,GRADIENT CONSULTANTS LLP======,2130,10,55.00,ASBESTOS,13/10/14,,CHISWICK FS
081014G,GRADIENT CONSULTANTS LLP======,2130,11,55.00,ASBESTOS,13/10/14,,CHISWICK FS
081014G,GRADIENT CONSULTANTS LLP======,2130,12,55.00,ASBESTOS,13/10/14,,CHISWICK FS
081014G,GRADIENT CONSULTANTS LLP======,2130,13,62.50,ASBESTOS,13/10/14,,CLAPHAM FS
081014G,GRADIENT CONSULTANTS LLP======,2130,14,187.50,ASBESTOS,13/10/14,,CLAPHAM FS
081014G,GRADIENT CONSULTANTS LLP======,2130,15,152.50,ASBESTOS,13/10/14,,CROYDON FS
081014G,GRADIENT CONSULTANTS LLP======,2130,16,55.00,ASBESTOS,13/10/14,,DAGENHAM FIRE STATION
081014G,GRADIENT CONSULTANTS LLP======,2130,17,48.75,ASBESTOS,13/10/14,,DEPTFORD FS
081014G,GRADIENT CONSULTANTS LLP======,2130,18,48.75,ASBESTOS,13/10/14,,DEPTFORD FS
081014G,GRADIENT CONSULTANTS LLP======,2130,19,152.50,ASBESTOS,13/10/14,,DOWGATE FIRE STATION
081014G,GRADIENT CONSULTANTS LLP======,2130,20,55.00,ASBESTOS,13/10/14,,EALING FS
081014G,GRADIENT CONSULTANTS LLP======,2130,21,55.00,ASBESTOS,13/10/14,,EAST GREENWICH FS
081014G,GRADIENT CONSULTANTS LLP======,2130,22,225.00,ASBESTOS,13/10/14,,EAST HAM FIRE STATION
081014G,GRADIENT CONSULTANTS LLP======,2130,23,187.50,ASBESTOS,13/10/14,,EAST HAM FIRE STATION
081014G,GRADIENT CONSULTANTS LLP======,2130,24,55.00,ASBESTOS,13/10/14,,EDMONTON FIRE STATION
081014G,GRADIENT CONSULTANTS LLP======,2130,25,55.00,ASBESTOS,13/10/14,,EDMONTON FIRE STATION
081014G,GRADIENT CONSULTANTS LLP======,2130,26,55.00,ASBESTOS,13/10/14,,EDMONTON FIRE STATION
081014G,GRADIENT CONSULTANTS LLP======,2130,27,290.00,ASBESTOS,13/10/14,,EDMONTON FIRE STATION
081014G,GRADIENT CONSULTANTS LLP======,2130,28,48.75,ASBESTOS,13/10/14,,EDMONTON FIRE STATION
081014G,GRADIENT CONSULTANTS LLP======,2130,29,195.00,ASBESTOS,13/10/14,,ENFIELD FIRE STATION
081014G,GRADIENT CONSULTANTS LLP======,2130,30,290.00,ASBESTOS,13/10/14,,EUSTON FS
081014G,GRADIENT CONSULTANTS LLP======,2130,31,55.00,ASBESTOS,13/10/14,,FELTHAM FS
081014G,GRADIENT CONSULTANTS LLP======,2130,32,55.00,ASBESTOS,13/10/14,,FINCHLEY FS
081014G,GRADIENT CONSULTANTS LLP======,2130,33,290.00,ASBESTOS,13/10/14,,FOREST HILL FS
081014G,GRADIENT CONSULTANTS LLP======,2130,34,55.00,ASBESTOS,13/10/14,,FULHAM FS
081014G,GRADIENT CONSULTANTS LLP======,2130,35,55.00,ASBESTOS,13/10/14,,FULHAM FS
081014G,GRADIENT CONSULTANTS LLP======,2130,36,290.00,ASBESTOS,13/10/14,,GREENWICH FS
081014G,GRADIENT CONSULTANTS LLP======,2130,37,48.75,ASBESTOS,13/10/14,,GREENWICH FS
081014G,GRADIENT CONSULTANTS LLP======,2130,38,290.00,ASBESTOS,13/10/14,,HAINAULT FIRE STATION
081014G,GRADIENT CONSULTANTS LLP======,2130,39,290.00,ASBESTOS,13/10/14,,HARROW FS
081014G,GRADIENT CONSULTANTS LLP======,2130,40,290.00,ASBESTOS,13/10/14,,HAYES FS
081014G,GRADIENT CONSULTANTS LLP======,2130,41,195.00,ASBESTOS,13/10/14,,HAYES FS
081014G,GRADIENT CONSULTANTS LLP======,2130,42,290.00,ASBESTOS,13/10/14,,HILLINGDON FS
081014G,GRADIENT CONSULTANTS LLP======,2130,43,290.00,ASBESTOS,13/10/14,,HOLLOWAY FIRE STATION
081014G,GRADIENT CONSULTANTS LLP======,2130,44,290.00,ASBESTOS,13/10/14,,HOMERTON FIRE STATION
081014G,GRADIENT CONSULTANTS LLP======,2130,45,55.00,ASBESTOS,13/10/14,,ISLINGTON FIRE STATION
081014G,GRADIENT CONSULTANTS LLP======,2130,46,97.50,ASBESTOS,13/10/14,,ISLINGTON FIRE STATION
081014G,GRADIENT CONSULTANTS LLP======,2130,47,345.00,ASBESTOS,13/10/14,,KINGSTON FS
081014G,GRADIENT CONSULTANTS LLP======,2130,48,290.00,ASBESTOS,13/10/14,,KINGSTON FS
081014G,GRADIENT CONSULTANTS LLP======,2130,49,75.00,ASBESTOS,13/10/14,,MILL HILL FS
081014G,GRADIENT CONSULTANTS LLP======,2130,50,103.75,ASBESTOS,13/10/14,,NEW CROSS FS
081014G,GRADIENT CONSULTANTS LLP======,2130,51,290.00,ASBESTOS,13/10/14,,NEW MALDEN FS
081014G,GRADIENT CONSULTANTS LLP======,2130,52,55.00,ASBESTOS,13/10/14,,NORBURY FS
081014G,GRADIENT CONSULTANTS LLP======,2130,53,55.00,ASBESTOS,13/10/14,,NORBURY FS
081014G,GRADIENT CONSULTANTS LLP======,2130,54,152.50,ASBESTOS,13/10/14,,NORTH KENSINGTON FS
081014G,GRADIENT CONSULTANTS LLP======,2130,55,290.00,ASBESTOS,13/10/14,,NORTHOLT FS
081014G,GRADIENT CONSULTANTS LLP======,2130,56,97.50,ASBESTOS,13/10/14,,PARK ROYAL FS
081014G,GRADIENT CONSULTANTS LLP======,2130,57,345.00,ASBESTOS,13/10/14,,PARK ROYAL FS
081014G,GRADIENT CONSULTANTS LLP======,2130,58,55.00,ASBESTOS,13/10/14,,PLUMSTEAD FS
081014G,GRADIENT CONSULTANTS LLP======,2130,59,55.00,ASBESTOS,13/10/14,,PLUMSTEAD FS
081014G,GRADIENT CONSULTANTS LLP======,2130,60,48.75,ASBESTOS,13/10/14,,POPLAR FS
081014G,GRADIENT CONSULTANTS LLP======,2130,61,62.50,ASBESTOS,13/10/14,,ROMFORD FIRE STATION
081014G,GRADIENT CONSULTANTS LLP======,2130,62,290.00,ASBESTOS,13/10/14,,ROMFORD FIRE STATION
081014G,GRADIENT CONSULTANTS LLP======,2130,63,300.00,ASBESTOS,13/10/14,,ROMFORD FIRE STATION
081014G,GRADIENT CONSULTANTS LLP======,2130,64,55.00,ASBESTOS,13/10/14,,RUISLIP FS
081014G,GRADIENT CONSULTANTS LLP======,2130,65,55.00,ASBESTOS,13/10/14,,RUISLIP FS
081014G,GRADIENT CONSULTANTS LLP======,2130,66,55.00,ASBESTOS,13/10/14,,SHADWELL FS
081014G,GRADIENT CONSULTANTS LLP======,2130,67,55.00,ASBESTOS,13/10/14,,SHOREDITCH FIRE STATION
081014G,GRADIENT CONSULTANTS LLP======,2130,68,55.00,ASBESTOS,13/10/14,,SHOREDITCH FIRE STATION
081014G,GRADIENT CONSULTANTS LLP======,2130,69,48.75,ASBESTOS,13/10/14,,SHOREDITCH FIRE STATION
081014G,GRADIENT CONSULTANTS LLP======,2130,70,55.00,ASBESTOS,13/10/14,,SOHO FS
081014G,GRADIENT CONSULTANTS LLP======,2130,71,290.00,ASBESTOS,13/10/14,,SOUTHGATE FIRE STATION
081014G,GRADIENT CONSULTANTS LLP======,2130,72,55.00,ASBESTOS,13/10/14,,SOUTHALL FS
081014G,GRADIENT CONSULTANTS LLP======,2130,73,290.00,ASBESTOS,13/10/14,,SOUTHALL FS
081014G,GRADIENT CONSULTANTS LLP======,2130,74,48.75,ASBESTOS,13/10/14,,SOUTHALL FS
081014G,GRADIENT CONSULTANTS LLP======,2130,75,55.00,ASBESTOS,13/10/14,,SOUTHWARK FS
081014G,GRADIENT CONSULTANTS LLP======,2130,76,290.00,ASBESTOS,13/10/14,,STANMORE FS
081014G,GRADIENT CONSULTANTS LLP======,2130,77,290.00,ASBESTOS,13/10/14,,STOKE NEWINGTON FIRE STATION
081014G,GRADIENT CONSULTANTS LLP======,2130,78,195.25,ASBESTOS,13/10/14,,STOKE NEWINGTON FIRE STATION
081014G,GRADIENT CONSULTANTS LLP======,2130,79,48.75,ASBESTOS,13/10/14,,SURBITON FS
081014G,GRADIENT CONSULTANTS LLP======,2130,80,55.00,ASBESTOS,13/10/14,,SUTTON FS
081014G,GRADIENT CONSULTANTS LLP======,2130,81,48.75,ASBESTOS,13/10/14,,TOOTING FIRE STATION
081014G,GRADIENT CONSULTANTS LLP======,2130,82,195.00,ASBESTOS,13/10/14,,TOTTENHAM FIRE STATION
081014G,GRADIENT CONSULTANTS LLP======,2130,83,195.00,ASBESTOS,13/10/14,,TOTTENHAM FIRE STATION
081014G,GRADIENT CONSULTANTS LLP======,2130,84,55.00,ASBESTOS,13/10/14,,TWICKENHAM FS
081014G,GRADIENT CONSULTANTS LLP======,2130,85,125.00,ASBESTOS,13/10/14,,TWICKENHAM FS
081014G,GRADIENT CONSULTANTS LLP======,2130,86,48.75,ASBESTOS,13/10/14,,TWICKENHAM FS
081014G,GRADIENT CONSULTANTS LLP======,2130,87,290.00,ASBESTOS,13/10/14,,WEMBLEY FS
081014G,GRADIENT CONSULTANTS LLP======,2130,88,62.50,ASBESTOS,13/10/14,,WENNINGTON FIRE STATION
081014G,GRADIENT CONSULTANTS LLP======,2130,89,55.00,ASBESTOS,13/10/14,,WEST HAMPSTEAD FS
081014G,GRADIENT CONSULTANTS LLP======,2130,90,110.00,ASBESTOS,13/10/14,,WEST HAMPSTEAD FS
081014G,GRADIENT CONSULTANTS LLP======,2130,91,62.50,ASBESTOS,13/10/14,,WHITECHAPEL FS
081014G,GRADIENT CONSULTANTS LLP======,2130,92,55.00,ASBESTOS,13/10/14,,WILLESDEN FS
081014G,GRADIENT CONSULTANTS LLP======,2130,93,55.00,ASBESTOS,13/10/14,,WILLESDEN FS
081014G,GRADIENT CONSULTANTS LLP======,2130,94,55.00,ASBESTOS,13/10/14,,WIMBLEDON FIRE STATION
081014G,GRADIENT CONSULTANTS LLP======,2130,95,55.00,ASBESTOS,13/10/14,,WOODSIDE FS
081014G,GRADIENT CONSULTANTS LLP======,2130,96,79.00,ASBESTOS,13/10/14,,EUSTON FS
081014G,GRADIENT CONSULTANTS LLP======,2130,97,79.00,ASBESTOS,13/10/14,,SHOREDITCH FIRE STATION
081014G,GRADIENT CONSULTANTS LLP======,2130,98,79.00,ASBESTOS,13/10/14,,WHITECHAPEL FS
081014G,GRADIENT CONSULTANTS LLP======,2130,99,79.00,ASBESTOS,13/10/14,,DOCKHEAD FS
081014G,GRADIENT CONSULTANTS LLP======,2130,100,79.00,ASBESTOS,13/10/14,,WEMBLEY FS
081014G,GRADIENT CONSULTANTS LLP======,2130,101,79.00,ASBESTOS,13/10/14,,CHELSEA FS
081014G,GRADIENT CONSULTANTS LLP======,2130,102,79.00,ASBESTOS,13/10/14,,HOMERTON FIRE STATION
081014G,GRADIENT CONSULTANTS LLP======,2130,103,79.00,ASBESTOS,13/10/14,,STRATFORD FIRE STATION
081014G,GRADIENT CONSULTANTS LLP======,2130,104,79.00,ASBESTOS,13/10/14,,STOKE NEWINGTON FIRE STATION
081014G,GRADIENT CONSULTANTS LLP======,2130,105,79.00,ASBESTOS,13/10/14,,BARNET FS
081014G,GRADIENT CONSULTANTS LLP======,2130,106,80.00,ASBESTOS,13/10/14,,ORPINGTON FS
140828,MISS SARAH LE FEVRE===========,232683,1,921.67,PROFESSIONAL FEES ENFORCEMENT,13/10/14,921.67,CENTRALLY HELD BUDGETS
081014G,B NOKES CONTRACTS LTD,2401,1,"3,059.00",DEVELOPMENT  EXPENSES-CONTRACT,13/10/14,"4,779.00",
081014G,B NOKES CONTRACTS LTD,2401,2,"1,720.00",DEVELOPMENT  EXPENSES-CONTRACT,13/10/14,,
081014G,B NOKES CONTRACTS LTD,2414,1,382.50,STRATEGIC (NON CYCLICAL),13/10/14,382.50,SIDCUP FS
081014G,B NOKES CONTRACTS LTD,2415,1,"8,708.50",STRATEGIC (NON CYCLICAL),13/10/14,"8,708.50",CROYDON FS
081014G,B NOKES CONTRACTS LTD,2417,1,256.00,STRATEGIC (NON CYCLICAL),13/10/14,256.00,CROYDON FS
081014G,B NOKES CONTRACTS LTD,2418,1,"1,561.50",STRATEGIC (NON CYCLICAL),13/10/14,"1,561.50",CHINGFORD FS
081014G,B NOKES CONTRACTS LTD,2419,1,"1,236.50",STRATEGIC (NON CYCLICAL),13/10/14,"1,236.50",CHINGFORD FS
081014G,B NOKES CONTRACTS LTD,2420,1,"1,782.00",DEVELOPMENT  EXPENSES-CONTRACT,13/10/14,"1,782.00",
081014G,B NOKES CONTRACTS LTD,2421,1,"1,800.00",STRATEGIC (NON CYCLICAL),13/10/14,"1,800.00",BARKING FIRE STATION
081014G,B NOKES CONTRACTS LTD,2422,1,544.00,DEVELOPMENT  EXPENSES-CONTRACT,13/10/14,544.00,
081014G,B NOKES CONTRACTS LTD,2423,1,817.90,STRATEGIC (NON CYCLICAL),13/10/14,817.90,HOMERTON FIRE STATION
081014G,B NOKES CONTRACTS LTD,2424,1,"2,121.50",STRATEGIC (NON CYCLICAL),13/10/14,"2,121.50",HAROLD HILL FIRE STATION
081014G,B NOKES CONTRACTS LTD,2425,1,"5,992.75",STRATEGIC (NON CYCLICAL),13/10/14,"5,992.75",POPLAR FS
140828,MBL SEMINARS=================,255844,1,500.00,PROFESSIONAL DEVELOPMENT,13/10/14,500.00,LEGAL SERVICES
140830,THAMES WATER UTILITIES LTD====,25599-01112I,1,370.60,WATER & SEWERAGE RATES,13/10/14,370.60,LEYTONSTONE FS
140830,THAMES WATER UTILITIES LTD====,25747-00531I,1,826.66,WATER & SEWERAGE RATES,13/10/14,826.66,DOCKHEAD FS
011014G,RS COMPONENTS LTD=============,277335190,1,55.44,RADIO,13/10/14,415.79,I&CT OPERATIONAL SUPPORT
011014G,RS COMPONENTS LTD=============,277335190,2,112.25,RADIO,13/10/14,,I&CT OPERATIONAL SUPPORT
011014G,RS COMPONENTS LTD=============,277335190,3,50.10,RADIO,13/10/14,,I&CT OPERATIONAL SUPPORT
011014G,RS COMPONENTS LTD=============,277335190,4,198.00,RADIO,13/10/14,,I&CT OPERATIONAL SUPPORT
300914G,RS COMPONENTS LTD=============,277337172,1,659.10,ACQUISITIONS,13/10/14,840.28,I&CT CONTRACT & ASSET MANGMNT
300914G,RS COMPONENTS LTD=============,277337172,2,103.10,ACQUISITIONS,13/10/14,,I&CT CONTRACT & ASSET MANGMNT
300914G,RS COMPONENTS LTD=============,277337172,3,17.30,ACQUISITIONS,13/10/14,,I&CT CONTRACT & ASSET MANGMNT
300914G,RS COMPONENTS LTD=============,277337172,4,60.78,ACQUISITIONS,13/10/14,,I&CT CONTRACT & ASSET MANGMNT
071014G,CARPETS & FLOOR COVERS DIRECT=,3138*,1,777.48,FIXTURES & FITTINGS,13/10/14,"2,467.07",EUSTON FS
071014G,CARPETS & FLOOR COVERS DIRECT=,3138*,2,"1,689.59",FIXTURES & FITTINGS,13/10/14,,EUSTON FS
300914G,GEORGE JONES & SON LTD========,324,1,573.84,STRATEGIC (NON CYCLICAL),13/10/14,573.84,ADDINGTON FS
071014G,SAFEQUIP LTD==================,32675,1,15.00,OPERATIONAL EQUIP-PURCHASE,13/10/14,582.95,PROTECTIVE EQUIPMENT GROUP
071014G,SAFEQUIP LTD==================,32675,2,567.95,OPERATIONAL EQUIP-PURCHASE,13/10/14,,PROTECTIVE EQUIPMENT GROUP
081014G,EVOLUTION ENVIRONMENTAL LTD,3324,1,175.00,ASBESTOS,13/10/14,650.00,BATTERSEA FIRE STATION
081014G,EVOLUTION ENVIRONMENTAL LTD,3324,2,300.00,ASBESTOS,13/10/14,,SURBITON FS
081014G,EVOLUTION ENVIRONMENTAL LTD,3324,3,175.00,ASBESTOS,13/10/14,,TOOTING FIRE STATION
081014G,STEPHEN AUSTIN & SONS LTD=====,34349,1,267.00,PRINTING,13/10/14,267.00,CENTRALLY HELD BUDGETS
071014G,PLASTOR=======================,37532,1,872.40,GENERAL CONSUMABLES,13/10/14,872.40,
061014G,COMPUTACENTRE================,3880250384,1,"2,126.66",STRATEGIC (NON CYCLICAL),13/10/14,"2,126.66",WEST NORWOOD FS
061014G,COMPUTACENTRE================,3880266705,1,"8,061.25",ACQUISITIONS,13/10/14,"8,061.25",CENTRAL DEPARTMENT ACCOUNT
