Invoice Number, Batch No,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Proclass
22563,800105084,*NPS (SHOES) LTD,22563,34,36.75,CLOTHING,06/11/17,,Fire Stations (South West),Clothing
22563,800105084,*NPS (SHOES) LTD,22563,35,73.50,CLOTHING,06/11/17,,Fire Stations (North East),Clothing
22563,800105084,*NPS (SHOES) LTD,22563,36,36.50,CLOTHING,06/11/17,,Fire Stations (North West),Clothing
22563,800105084,*NPS (SHOES) LTD,22563,37,73.00,CLOTHING,06/11/17,,Firefighter Trainees,Clothing
22563,800105084,*NPS (SHOES) LTD,22563,38,36.50,CLOTHING,06/11/17,,Firefighter Trainees,Clothing
22563,800105084,*NPS (SHOES) LTD,22563,39,36.50,CLOTHING,06/11/17,,Firefighter Trainees,Clothing
22563,800105084,*NPS (SHOES) LTD,22563,40,36.50,CLOTHING,06/11/17,,Fire Stations (South East),Clothing
22563,800105084,*NPS (SHOES) LTD,22563,41,36.50,CLOTHING,06/11/17,,Fire Stations (South East),Clothing
22563,800105084,*NPS (SHOES) LTD,22563,42,33.25,CLOTHING,06/11/17,,Fire Stations (South West),Clothing
22563,800105084,*NPS (SHOES) LTD,22563,43,33.25,CLOTHING,06/11/17,,Fire Stations (North East),Clothing
22563,800105084,*NPS (SHOES) LTD,22563,44,33.25,CLOTHING,06/11/17,,Fire Stations (South East),Clothing
22563,800105084,*NPS (SHOES) LTD,22563,45,33.25,CLOTHING,06/11/17,,Fire Stations (South East),Clothing
22563,800105084,*NPS (SHOES) LTD,22563,46,33.00,CLOTHING,06/11/17,,Fire Stations (South East),Clothing
22563,800105084,*NPS (SHOES) LTD,22563,47,33.00,CLOTHING,06/11/17,,CBRN RRT,Clothing
22563,800105084,*NPS (SHOES) LTD,22563,48,33.00,CLOTHING,06/11/17,,Fire Stations (North West),Clothing
22563,800105084,*NPS (SHOES) LTD,22563,49,33.00,CLOTHING,06/11/17,,Fire Stations (South East),Clothing
22563,800105084,*NPS (SHOES) LTD,22563,50,33.00,CLOTHING,06/11/17,,Fire Stations (South West),Clothing
22563,800105084,*NPS (SHOES) LTD,22563,51,33.00,CLOTHING,06/11/17,,Fire Stations (North West),Clothing
22563,800105084,*NPS (SHOES) LTD,22563,52,33.00,CLOTHING,06/11/17,,Fire Stations (South West),Clothing
22563,800105084,*NPS (SHOES) LTD,22563,53,33.00,CLOTHING,06/11/17,,Fire Stations (South West),Clothing
22563,800105084,*NPS (SHOES) LTD,22563,54,33.00,CLOTHING,06/11/17,,Fire Stations (South West),Clothing
22563,800105084,*NPS (SHOES) LTD,22563,55,33.00,CLOTHING,06/11/17,,Fire Stations (North West),Clothing
22563,800105084,*NPS (SHOES) LTD,22563,56,36.75,CLOTHING,06/11/17,,Fire Stations (North East),Clothing
22563,800105084,*NPS (SHOES) LTD,22563,57,36.75,CLOTHING,06/11/17,,Fire Stations (South West),Clothing
22563,800105084,*NPS (SHOES) LTD,22563,58,36.75,CLOTHING,06/11/17,,Fire Stations (South West),Clothing
22563,800105084,*NPS (SHOES) LTD,22563,59,36.50,CLOTHING,06/11/17,,Fire Stations (South West),Clothing
22693,800105703,*NPS (SHOES) LTD,22693,1,45.25,CLOTHING,06/11/17,"2,370.25",Fire Stations (South West),Clothing
22693,800105703,*NPS (SHOES) LTD,22693,2,33.25,CLOTHING,06/11/17,,Fire Stations (North West),Clothing
22693,800105703,*NPS (SHOES) LTD,22693,3,33.25,CLOTHING,06/11/17,,Fire Stations (South West),Clothing
22693,800105703,*NPS (SHOES) LTD,22693,4,33.25,CLOTHING,06/11/17,,Fire Stations (North West),Clothing
22693,800105703,*NPS (SHOES) LTD,22693,5,33.25,CLOTHING,06/11/17,,Fire Stations (North East),Clothing
22693,800105703,*NPS (SHOES) LTD,22693,6,33.25,CLOTHING,06/11/17,,Fire Stations (North West),Clothing
22693,800105703,*NPS (SHOES) LTD,22693,7,66.50,CLOTHING,06/11/17,,Fire Stations (South West),Clothing
22693,800105703,*NPS (SHOES) LTD,22693,8,33.25,CLOTHING,06/11/17,,Fire Stations (North West),Clothing
22693,800105703,*NPS (SHOES) LTD,22693,9,33.25,CLOTHING,06/11/17,,Fire Stations (North East),Clothing
22693,800105703,*NPS (SHOES) LTD,22693,10,33.25,CLOTHING,06/11/17,,Fire Stations (North West),Clothing
22693,800105703,*NPS (SHOES) LTD,22693,11,33.25,CLOTHING,06/11/17,,Fire Stations (North West),Clothing
22693,800105703,*NPS (SHOES) LTD,22693,12,33.00,CLOTHING,06/11/17,,Fire Stations (South East),Clothing
22693,800105703,*NPS (SHOES) LTD,22693,13,33.00,CLOTHING,06/11/17,,Fire Stations (North East),Clothing
22693,800105703,*NPS (SHOES) LTD,22693,14,33.00,CLOTHING,06/11/17,,Fire Stations (North West),Clothing
22693,800105703,*NPS (SHOES) LTD,22693,15,33.00,CLOTHING,06/11/17,,Fire Stations (South East),Clothing
22693,800105703,*NPS (SHOES) LTD,22693,16,33.00,CLOTHING,06/11/17,,Fire Stations (South East),Clothing
22693,800105703,*NPS (SHOES) LTD,22693,17,33.00,CLOTHING,06/11/17,,Fire Stations (North East),Clothing
22693,800105703,*NPS (SHOES) LTD,22693,18,33.00,CLOTHING,06/11/17,,Fire Stations (North West),Clothing
22693,800105703,*NPS (SHOES) LTD,22693,19,33.00,CLOTHING,06/11/17,,Fire Stations (North West),Clothing
22693,800105703,*NPS (SHOES) LTD,22693,20,33.00,CLOTHING,06/11/17,,Fire Stations (North East),Clothing
22693,800105703,*NPS (SHOES) LTD,22693,21,33.00,CLOTHING,06/11/17,,Fire Stations (North East),Clothing
22693,800105703,*NPS (SHOES) LTD,22693,22,33.00,CLOTHING,06/11/17,,Fire Stations (North West),Clothing
22693,800105703,*NPS (SHOES) LTD,22693,23,33.00,CLOTHING,06/11/17,,Fire Stations (South West),Clothing
22693,800105703,*NPS (SHOES) LTD,22693,24,33.00,CLOTHING,06/11/17,,Fire Stations (North East),Clothing
22693,800105703,*NPS (SHOES) LTD,22693,25,33.00,CLOTHING,06/11/17,,Fire Stations (North West),Clothing
22693,800105703,*NPS (SHOES) LTD,22693,26,33.00,CLOTHING,06/11/17,,Fire Stations (North West),Clothing
22693,800105703,*NPS (SHOES) LTD,22693,27,33.00,CLOTHING,06/11/17,,Fire Stations (North East),Clothing
22693,800105703,*NPS (SHOES) LTD,22693,28,33.00,CLOTHING,06/11/17,,Fire Stations (North West),Clothing
22693,800105703,*NPS (SHOES) LTD,22693,29,33.00,CLOTHING,06/11/17,,Fire Safety Delivery,Clothing
22693,800105703,*NPS (SHOES) LTD,22693,30,66.00,CLOTHING,06/11/17,,Firefighter Trainees,Clothing
22693,800105703,*NPS (SHOES) LTD,22693,31,66.00,CLOTHING,06/11/17,,Firefighter Trainees,Clothing
22693,800105703,*NPS (SHOES) LTD,22693,32,66.00,CLOTHING,06/11/17,,Firefighter Trainees,Clothing
22693,800105703,*NPS (SHOES) LTD,22693,33,33.00,CLOTHING,06/11/17,,Firefighter Trainees,Clothing
22693,800105703,*NPS (SHOES) LTD,22693,34,33.00,CLOTHING,06/11/17,,Firefighter Trainees,Clothing
22693,800105703,*NPS (SHOES) LTD,22693,35,33.00,CLOTHING,06/11/17,,Firefighter Trainees,Clothing
22693,800105703,*NPS (SHOES) LTD,22693,36,33.00,CLOTHING,06/11/17,,Firefighter Trainees,Clothing
22693,800105703,*NPS (SHOES) LTD,22693,37,33.00,CLOTHING,06/11/17,,Fire Stations (South East),Clothing
22693,800105703,*NPS (SHOES) LTD,22693,38,33.00,CLOTHING,06/11/17,,Fire Stations (North East),Clothing
22693,800105703,*NPS (SHOES) LTD,22693,39,66.00,CLOTHING,06/11/17,,Fire Stations (North West),Clothing
22693,800105703,*NPS (SHOES) LTD,22693,40,33.00,CLOTHING,06/11/17,,Fire Stations (North West),Clothing
22693,800105703,*NPS (SHOES) LTD,22693,41,66.00,CLOTHING,06/11/17,,Firefighter Trainees,Clothing
22693,800105703,*NPS (SHOES) LTD,22693,42,66.00,CLOTHING,06/11/17,,Firefighter Trainees,Clothing
22693,800105703,*NPS (SHOES) LTD,22693,43,33.00,CLOTHING,06/11/17,,Fire Stations (North West),Clothing
22693,800105703,*NPS (SHOES) LTD,22693,44,33.00,CLOTHING,06/11/17,,Fire Stations (South West),Clothing
22693,800105703,*NPS (SHOES) LTD,22693,45,33.00,CLOTHING,06/11/17,,Fire Stations (North West),Clothing
22693,800105703,*NPS (SHOES) LTD,22693,46,33.00,CLOTHING,06/11/17,,Fire Stations (South East),Clothing
22693,800105703,*NPS (SHOES) LTD,22693,47,33.00,CLOTHING,06/11/17,,Fire Stations (North East),Clothing
22693,800105703,*NPS (SHOES) LTD,22693,48,33.00,CLOTHING,06/11/17,,Fire Stations (North West),Clothing
22693,800105703,*NPS (SHOES) LTD,22693,49,66.00,CLOTHING,06/11/17,,Firefighter Trainees,Clothing
22693,800105703,*NPS (SHOES) LTD,22693,50,66.00,CLOTHING,06/11/17,,Firefighter Trainees,Clothing
22693,800105703,*NPS (SHOES) LTD,22693,51,33.00,CLOTHING,06/11/17,,Fire Stations (South East),Clothing
22693,800105703,*NPS (SHOES) LTD,22693,52,33.00,CLOTHING,06/11/17,,Fire Stations (South East),Clothing
22693,800105703,*NPS (SHOES) LTD,22693,53,66.00,CLOTHING,06/11/17,,Firefighter Trainees,Clothing
22693,800105703,*NPS (SHOES) LTD,22693,54,33.00,CLOTHING,06/11/17,,Fire Stations (North West),Clothing
22693,800105703,*NPS (SHOES) LTD,22693,55,33.00,CLOTHING,06/11/17,,Firefighter Trainees,Clothing
22693,800105703,*NPS (SHOES) LTD,22693,56,33.00,CLOTHING,06/11/17,,Firefighter Trainees,Clothing
22693,800105703,*NPS (SHOES) LTD,22693,57,33.00,CLOTHING,06/11/17,,Fire Stations (North West),Clothing
22693,800105703,*NPS (SHOES) LTD,22693,58,66.00,CLOTHING,06/11/17,,Firefighter Trainees,Clothing
22693,800105703,*NPS (SHOES) LTD,22693,59,33.00,CLOTHING,06/11/17,,Fire Stations (North West),Clothing
22693,800105703,*NPS (SHOES) LTD,22693,60,45.25,CLOTHING,06/11/17,,Fire Stations (North West),Clothing
2910103035,231017K,DRAEGER SAFETY UK LIMITED,2910103035,1,"1,470.80",PROTECTIVE EQUIPT - PARTS,06/11/17,"1,470.80",Technical and Service Support,Emergency Services
29726,011117G,WATERFRONT MANUFACTURING LTD,29726,1,182.00,CLOTHING,06/11/17,518.00,Fire Stations (North East),Clothing
29726,011117G,WATERFRONT MANUFACTURING LTD,29726,2,168.00,CLOTHING,06/11/17,,Fire Stations (North East),Clothing
29726,011117G,WATERFRONT MANUFACTURING LTD,29726,3,168.00,CLOTHING,06/11/17,,Fire Stations (North East),Clothing
3595,011117G,B NOKES CONTRACTS LTD,3595,1,"7,113.50",REACTIVE SMALL WORKS AND PROJ,06/11/17,"7,113.50",Technical and Service Support,Works - Construction
3596,011117G,B NOKES CONTRACTS LTD,3596,1,"7,113.50",REACTIVE SMALL WORKS AND PROJ,06/11/17,"7,113.50",Technical and Service Support,Works - Construction
359715,311017G,HUNTERS CONTRACTS LIMITED,359715,1,389.70,OFFICE FURNITURE,06/11/17,389.70,Fire Stations (South West),Furniture & Soft Furnishings
359716,311017G,HUNTERS CONTRACTS LIMITED,359716,1,389.70,OFFICE FURNITURE,06/11/17,389.70,Fire Stations (South West),Furniture & Soft Furnishings
3598,311017G,B NOKES CONTRACTS LTD,3598,1,"5,368.50",REACTIVE SMALL WORKS AND PROJ,06/11/17,"5,368.50",Technical and Service Support,Works - Construction
3599,311017G,B NOKES CONTRACTS LTD,3599,1,"5,368.50",REACTIVE SMALL WORKS AND PROJ,06/11/17,"5,368.50",Technical and Service Support,Works - Construction
411396,231017K,OPEN UNIVERSITY===============,411396,1,"2,864.00",DEVELOPMENT,06/11/17,"2,864.00",Development and Training,Human Resources
422256,011117G,FRS COUNTRYWEAR LTD===========,422256,1,"1,032.00",UNIFORMS - POMS,06/11/17,"1,032.00",Procurement,Clothing
44/648020,011117G,MITIE SECURITY (LONDON) LTD,44/648020,1,"10,532.60",PREMISES SECURITY,06/11/17,"10,532.60",Technical and Service Support,Facilities & Management Services
46961,011117G,THE KINGDOM GROUP LT T/A KINGS,46961,1,693.00,FRS STAFF AGENCY,06/11/17,"1,386.00",Communications,Human Resources
46961,011117G,THE KINGDOM GROUP LT T/A KINGS,46961,2,693.00,FRS STAFF AGENCY,06/11/17,,Communications,Human Resources
47389,011117G,THE KINGDOM GROUP LT T/A KINGS,47389,1,693.00,FRS STAFF AGENCY,06/11/17,693.00,Communications,Human Resources
47390,011117G,THE KINGDOM GROUP LT T/A KINGS,47390,1,823.20,FRS STAFF AGENCY,06/11/17,823.20,Communications,Human Resources
5437,011117G,FAHEY BUILDERS LTD,5437,1,"9,896.00",REACTIVE SMALL WORKS AND PROJ,06/11/17,"9,896.00",Technical and Service Support,Works - Construction
5438,011117G,FAHEY BUILDERS LTD,5438,1,"5,545.00",REACTIVE SMALL WORKS AND PROJ,06/11/17,"5,545.00",Technical and Service Support,Works - Construction
5439,011117G,FAHEY BUILDERS LTD,5439,1,"2,954.00",REACTIVE SMALL WORKS AND PROJ,06/11/17,"2,954.00",Technical and Service Support,Works - Construction
5769581,800105987,*GREENHAM TRADING LTD,5769581,1,222.36,HYGIENE,06/11/17,269.92,Technical and Service Support,Cleaning & Janitorial
5769581,800105987,*GREENHAM TRADING LTD,5769581,2,47.56,HYGIENE,06/11/17,,Technical and Service Support,Cleaning & Janitorial
5770166,800106017,*GREENHAM TRADING LTD,5770166,1,12.32,CLOTHING,06/11/17,275.41,Fire Stations (South West),Clothing
5770166,800106017,*GREENHAM TRADING LTD,5770166,2,8.94,STATIONERY CONSUMABLES,06/11/17,,Fire Stations (South West),Stationery
5770166,800106017,*GREENHAM TRADING LTD,5770166,3,8.94,STATIONERY CONSUMABLES,06/11/17,,Fire Stations (South West),Stationery
5770166,800106017,*GREENHAM TRADING LTD,5770166,4,57.06,HYGIENE,06/11/17,,Fire Stations (South West),Cleaning & Janitorial
5770166,800106017,*GREENHAM TRADING LTD,5770166,5,32.60,HYGIENE,06/11/17,,Fire Stations (South West),Cleaning & Janitorial
5770166,800106017,*GREENHAM TRADING LTD,5770166,6,32.60,HYGIENE,06/11/17,,Fire Stations (South West),Cleaning & Janitorial
5770166,800106017,*GREENHAM TRADING LTD,5770166,7,5.01,HYGIENE,06/11/17,,Fire Stations (South West),Cleaning & Janitorial
5770166,800106017,*GREENHAM TRADING LTD,5770166,8,71.34,HYGIENE,06/11/17,,Fire Stations (South West),Cleaning & Janitorial
5770166,800106017,*GREENHAM TRADING LTD,5770166,9,46.60,HYGIENE,06/11/17,,Fire Stations (South West),Cleaning & Janitorial
59896,311017G,FOCUS & VISION TECHNOLOGY LTD,59896,1,"1,089.48",MEDICAL EXPENSES CONTRACT,06/11/17,"1,089.48",HR Management,Human Resources
59908,311017G,FOCUS & VISION TECHNOLOGY LTD,59908,1,"1,311.10",MEDICAL EXPENSES CONTRACT,06/11/17,"1,311.10",HR Management,Human Resources
6000889329,251017K,UNIFY,6000889329,1,"9,328.50",TELEPHONY SERVICE,06/11/17,"9,328.50",Information and Communication Technology,ICT
6465,011117G,CONTRACT CATERING CONSULTANTS=,6465,1,500.00,CONSULTANTS,06/11/17,500.00,Technical and Service Support,Consultancy
675196,011117G,MOORE STEPHENS CONSULTING LTD,675196,1,"31,000.00",SOFTWARE BESPOKE,06/11/17,"31,786.50",Information and Communication Technology,ICT
675196,011117G,MOORE STEPHENS CONSULTING LTD,675196,2,786.50,SOFTWARE BESPOKE,06/11/17,,Information and Communication Technology,ICT
7019241,311017G,CURRIE & BROWN UK LIMITED,7019241,1,"4,905.00",PROF FEES-MISCELLANEOUS,06/11/17,"4,905.00",Technical and Service Support, 
7019281,011117G,CURRIE & BROWN UK LIMITED,7019281,1,105.00,PROF FEES-MISCELLANEOUS,06/11/17,280.00,Technical and Service Support, 
7019281,011117G,CURRIE & BROWN UK LIMITED,7019281,2,175.00,PROF FEES-MISCELLANEOUS,06/11/17,,Technical and Service Support, 
7020738,311017G,CURRIE & BROWN UK LIMITED,7020738,1,"1,200.00",PLANNED BUILDING DECORATIONS,06/11/17,"1,200.00",Technical and Service Support,Works - Construction
7021865,311017G,CURRIE & BROWN UK LIMITED,7021865,1,"3,855.00",PROF FEES-MISCELLANEOUS,06/11/17,"3,855.00",Technical and Service Support, 
70962736,301017G,INFICON GMBH==================,70962736,1,"1,089.21",OPERATIONAL EQUIP-PURCHASE,06/11/17,"1,089.21",CBRN RRT,Emergency Services
732939,142039,CASTLE WATER LIMITED,732939,1,488.86,WATER & SEWERAGE RATES,06/11/17,488.86,Technical and Service Support,Utilities
733137,142039,CASTLE WATER LIMITED,733137,1,432.26,WATER & SEWERAGE RATES,06/11/17,432.26,Technical and Service Support,Utilities
734042,142039,CASTLE WATER LIMITED,734042,1,337.91,WATER & SEWERAGE RATES,06/11/17,337.91,Technical and Service Support,Utilities
736235,142039,CASTLE WATER LIMITED,736235,1,304.60,WATER & SEWERAGE RATES,06/11/17,304.60,Technical and Service Support,Utilities
736292,142039,CASTLE WATER LIMITED,736292,1,495.94,WATER & SEWERAGE RATES,06/11/17,495.94,Technical and Service Support,Utilities
736672,142035,CASTLE WATER LIMITED,736672,1,309.76,WATER & SEWERAGE RATES,06/11/17,309.76,Technical and Service Support,Utilities
80117968,142040,ALPHABET (GB) LIMITED,80117968,1,409.39,LEASE CAR CHARGES,06/11/17,"5,336.63",Procurement,Vehicle Management
80117968,142040,ALPHABET (GB) LIMITED,80117968,2,"4,927.24",LEASE CAR CHARGES,06/11/17,,Procurement,Vehicle Management
80117968,142040,ALPHABET (GB) LIMITED,80117968,3,-458.20,VAT CAR LEASING,06/11/17,,Finance Services, 
80117968,142040,ALPHABET (GB) LIMITED,80117968,4,458.20,LEASE CAR CHARGES,06/11/17,,Procurement,Vehicle Management
89337,011117G,SHARPE PRITCHARD,89337,1,"1,260.00",PROFESSIONAL SERVICES,06/11/17,"1,260.00",Technical and Service Support,Consultancy
89432,311017G,GOVNET COMMUNICATIONS,89432,1,385.00,PROFESSIONAL DEVELOPMENT,06/11/17,385.00,Development and Training,Human Resources
CBA1708884,311017G,THAMES WATER UTILITIES LTD,CBA1708884,1,256.00,CURRENT HYDRANT COSTS,06/11/17,256.00,Procurement,Works - Construction
CBA1708885,311017G,THAMES WATER UTILITIES LTD,CBA1708885,1,348.00,CURRENT HYDRANT COSTS,06/11/17,348.00,Procurement,Works - Construction
CBA1708898,311017G,THAMES WATER UTILITIES LTD,CBA1708898,1,348.00,CURRENT HYDRANT COSTS,06/11/17,348.00,Procurement,Works - Construction
E2008919111,800106112,ALLSTAR BUSINESS SOLUTIONS LTD,E2008919111,1,602.74,FUEL,06/11/17,"15,747.26",Procurement,Vehicle Management
E2008919111,800106112,ALLSTAR BUSINESS SOLUTIONS LTD,E2008919111,2,408.03,FUEL,06/11/17,,Fire Stations (North West),Vehicle Management
E2008919111,800106112,ALLSTAR BUSINESS SOLUTIONS LTD,E2008919111,3,405.82,FUEL,06/11/17,,Fire Stations (South West),Vehicle Management
E2008919111,800106112,ALLSTAR BUSINESS SOLUTIONS LTD,E2008919111,4,383.93,FUEL,06/11/17,,Fire Stations (North West),Vehicle Management
E2008919111,800106112,ALLSTAR BUSINESS SOLUTIONS LTD,E2008919111,5,360.98,FUEL,06/11/17,,Fire Stations (South West),Vehicle Management
E2008919111,800106112,ALLSTAR BUSINESS SOLUTIONS LTD,E2008919111,6,356.72,FUEL,06/11/17,,Fire Stations (North West),Vehicle Management
E2008919111,800106112,ALLSTAR BUSINESS SOLUTIONS LTD,E2008919111,7,354.15,FUEL,06/11/17,,Fire Stations (North West),Vehicle Management
E2008919111,800106112,ALLSTAR BUSINESS SOLUTIONS LTD,E2008919111,8,326.85,FUEL,06/11/17,,Fire Stations (North East),Vehicle Management
E2008919111,800106112,ALLSTAR BUSINESS SOLUTIONS LTD,E2008919111,9,320.70,FUEL,06/11/17,,Fire Stations (North West),Vehicle Management
E2008919111,800106112,ALLSTAR BUSINESS SOLUTIONS LTD,E2008919111,10,319.76,FUEL,06/11/17,,Fire Stations (North West),Vehicle Management
E2008919111,800106112,ALLSTAR BUSINESS SOLUTIONS LTD,E2008919111,11,312.99,FUEL,06/11/17,,Fire Stations (South West),Vehicle Management
E2008919111,800106112,ALLSTAR BUSINESS SOLUTIONS LTD,E2008919111,12,310.19,FUEL,06/11/17,,Fire Stations (North East),Vehicle Management
E2008919111,800106112,ALLSTAR BUSINESS SOLUTIONS LTD,E2008919111,13,309.66,FUEL,06/11/17,,Fire Stations (North West),Vehicle Management
E2008919111,800106112,ALLSTAR BUSINESS SOLUTIONS LTD,E2008919111,14,274.38,FUEL,06/11/17,,Fire Stations (North West),Vehicle Management
E2008919111,800106112,ALLSTAR BUSINESS SOLUTIONS LTD,E2008919111,15,273.43,FUEL,06/11/17,,Fire Stations (North West),Vehicle Management
E2008919111,800106112,ALLSTAR BUSINESS SOLUTIONS LTD,E2008919111,16,271.94,FUEL,06/11/17,,Fire Stations (South West),Vehicle Management
E2008919111,800106112,ALLSTAR BUSINESS SOLUTIONS LTD,E2008919111,17,270.10,FUEL,06/11/17,,Fire Stations (South East),Vehicle Management
E2008919111,800106112,ALLSTAR BUSINESS SOLUTIONS LTD,E2008919111,18,261.22,FUEL,06/11/17,,Fire Stations (North East),Vehicle Management
E2008919111,800106112,ALLSTAR BUSINESS SOLUTIONS LTD,E2008919111,19,252.05,FUEL,06/11/17,,Fire Stations (South West),Vehicle Management
E2008919111,800106112,ALLSTAR BUSINESS SOLUTIONS LTD,E2008919111,20,249.18,FUEL,06/11/17,,Fire Stations (North West),Vehicle Management
E2008919111,800106112,ALLSTAR BUSINESS SOLUTIONS LTD,E2008919111,21,245.52,FUEL,06/11/17,,Fire Stations (South West),Vehicle Management
