Invoice Number, Batch Number,Vendor Name, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Proclass
TK124387,800121293,THOMAS KNEALE & CO LTD,9,1.48,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (South West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,10,3.47,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (South West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,11,10.89,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (South East),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,12,1.48,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (South East),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,13,3.47,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (South East),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,14,1.48,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (South East),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,15,10.89,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (North West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,16,10.89,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (South West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,17,6.94,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (South West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,18,2.96,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (South West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,19,10.89,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (South East),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,20,6.94,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (North East),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,21,2.96,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (North East),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,22,1.48,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (North East),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,23,10.89,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (South East),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,24,3.47,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (South East),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,25,1.48,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (South East),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,26,2.84,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (South East),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,27,0.99,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (South East),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,28,1.48,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (South East),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,29,10.89,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (South East),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,30,10.89,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (South West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,31,10.89,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (South East),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,32,10.89,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (South West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,33,6.94,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (North West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,34,2.96,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (North West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,35,10.89,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (North West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,36,0.99,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (North West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,37,10.89,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (South West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,38,0.99,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (South West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,39,10.89,BEDS & SOFT FURNISHINGS,11/8/18,,Command Units,Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,40,0.99,BEDS & SOFT FURNISHINGS,11/8/18,,Command Units,Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,41,2.96,BEDS & SOFT FURNISHINGS,11/8/18,,Command Units,Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,42,1.48,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (South East),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,43,10.89,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (South West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,44,0.99,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (South West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,45,3.47,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (South West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,46,1.48,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (South West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,47,10.89,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (North West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,48,10.89,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (North West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,49,0.99,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (North West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,50,3.47,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (North West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,51,1.48,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (North West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,52,4.98,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (South West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,53,10.89,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (South West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,54,1.48,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (South West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,55,3.47,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (South West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,56,10.89,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (North West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,57,6.94,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (North West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,58,2.96,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (North West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,59,10.89,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (South West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,60,21.78,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (North East),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,61,2.96,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (North East),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,62,6.94,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (North East),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,63,3.47,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (South West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,64,10.89,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (North East),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,65,0.99,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (North East),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,66,10.89,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (North West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,67,0.99,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (North West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,68,10.89,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (North West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,69,0.99,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (North West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,70,6.94,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (North West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,71,2.96,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (North West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,72,3.47,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (South East),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,73,1.48,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (South East),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,74,1.48,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (South West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,75,3.47,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (South West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,76,10.89,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (South West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,77,10.89,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (South West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,78,3.47,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (South West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,79,10.89,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (North West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,80,0.99,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (North West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,81,3.47,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (North West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,82,1.48,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (North West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,83,6.94,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (North East),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,84,2.96,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (North East),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,85,10.89,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (North West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,86,0.99,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (North West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,87,1.48,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (North West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,88,3.47,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (North West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,89,3.47,BEDS & SOFT FURNISHINGS,11/8/18,,Command Units,Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,90,1.48,BEDS & SOFT FURNISHINGS,11/8/18,,Command Units,Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,91,10.89,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (North West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,92,0.99,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (North West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,93,3.47,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (North West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,94,1.48,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (North West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,95,3.47,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (South East),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,96,10.89,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (South West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,97,2.96,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (South West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,98,6.94,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (South West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,99,10.89,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (North East),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,100,0.99,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (North East),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,101,3.47,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (North West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,102,10.89,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (South West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,103,3.47,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (South West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,104,1.48,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (South West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,105,3.47,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (South West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,106,1.48,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (South West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,107,10.89,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (South West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,108,0.99,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (South West),Furniture & Soft Furnishings
TK124387,800121293,THOMAS KNEALE & CO LTD,109,2.84,BEDS & SOFT FURNISHINGS,11/8/18,,Fire Stations (South West),Furniture & Soft Furnishings
18109989,021118K,SLI.DO S. R. O.,1,750.00,SOFTWARE BESPOKE,11/9/18,750.00,CPO Delivery,ICT
0000027709,071118K,USEL,1,"3,225.00",PROTECTIVE EQUIPT - PARTS,11/12/18,"3,225.00",Technical and Service Support,Emergency Services
069452,071118G,HUNTER APPAREL SOLUTIONS LTD,1,65.35,CLOTHING,11/12/18,"8,323.59",Control and Mobilising,Clothing
069452,071118G,HUNTER APPAREL SOLUTIONS LTD,2,52.28,CLOTHING,11/12/18,,Fire Stations (North West),Clothing
069452,071118G,HUNTER APPAREL SOLUTIONS LTD,3,15.28,CLOTHING,11/12/18,,Fire Stations (North East),Clothing
069452,071118G,HUNTER APPAREL SOLUTIONS LTD,4,15.33,CLOTHING,11/12/18,,Fire Stations (North West),Clothing
069452,071118G,HUNTER APPAREL SOLUTIONS LTD,5,22.92,CLOTHING,11/12/18,,Firefighter Trainees,Clothing
069452,071118G,HUNTER APPAREL SOLUTIONS LTD,6,13.80,CLOTHING,11/12/18,,Control and Mobilising,Clothing
069452,071118G,HUNTER APPAREL SOLUTIONS LTD,7,7.64,CLOTHING,11/12/18,,Fire Stations (North West),Clothing
069452,071118G,HUNTER APPAREL SOLUTIONS LTD,8,22.92,CLOTHING,11/12/18,,Fire Stations (South East),Clothing
069452,071118G,HUNTER APPAREL SOLUTIONS LTD,9,19.08,CLOTHING,11/12/18,,Fire Stations (South East),Clothing
069452,071118G,HUNTER APPAREL SOLUTIONS LTD,10,15.28,CLOTHING,11/12/18,,Fire Stations (North West),Clothing
069452,071118G,HUNTER APPAREL SOLUTIONS LTD,11,7.64,CLOTHING,11/12/18,,Fire Stations (North West),Clothing
069452,071118G,HUNTER APPAREL SOLUTIONS LTD,12,15.28,CLOTHING,11/12/18,,Fire Stations (North East),Clothing
069452,071118G,HUNTER APPAREL SOLUTIONS LTD,13,7.64,CLOTHING,11/12/18,,Fire Stations (South West),Clothing
069452,071118G,HUNTER APPAREL SOLUTIONS LTD,14,15.28,CLOTHING,11/12/18,,Fire Stations (South East),Clothing
069452,071118G,HUNTER APPAREL SOLUTIONS LTD,15,12.72,CLOTHING,11/12/18,,Fire Stations (South East),Clothing
069452,071118G,HUNTER APPAREL SOLUTIONS LTD,16,15.28,CLOTHING,11/12/18,,Fire Stations (South East),Clothing
069452,071118G,HUNTER APPAREL SOLUTIONS LTD,17,25.44,CLOTHING,11/12/18,,Firefighter Trainees,Clothing
069452,071118G,HUNTER APPAREL SOLUTIONS LTD,18,22.92,CLOTHING,11/12/18,,Firefighter Trainees,Clothing
069452,071118G,HUNTER APPAREL SOLUTIONS LTD,19,25.44,CLOTHING,11/12/18,,Firefighter Trainees,Clothing
069452,071118G,HUNTER APPAREL SOLUTIONS LTD,20,22.92,CLOTHING,11/12/18,,Firefighter Trainees,Clothing
069452,071118G,HUNTER APPAREL SOLUTIONS LTD,21,19.08,CLOTHING,11/12/18,,Fire Stations (North East),Clothing
069452,071118G,HUNTER APPAREL SOLUTIONS LTD,22,50.00,CLOTHING,11/12/18,,Fire Stations (South East),Clothing
069452,071118G,HUNTER APPAREL SOLUTIONS LTD,23,15.28,CLOTHING,11/12/18,,Fire Stations (North East),Clothing
069452,071118G,HUNTER APPAREL SOLUTIONS LTD,24,19.08,CLOTHING,11/12/18,,Fire Stations (South East),Clothing
069452,071118G,HUNTER APPAREL SOLUTIONS LTD,25,7.64,CLOTHING,11/12/18,,Fire Stations (South West),Clothing
069452,071118G,HUNTER APPAREL SOLUTIONS LTD,26,7.64,CLOTHING,11/12/18,,Fire Stations (North East),Clothing
069452,071118G,HUNTER APPAREL SOLUTIONS LTD,27,6.36,CLOTHING,11/12/18,,Fire Stations (North East),Clothing
069452,071118G,HUNTER APPAREL SOLUTIONS LTD,28,25.44,CLOTHING,11/12/18,,Firefighter Trainees,Clothing
069452,071118G,HUNTER APPAREL SOLUTIONS LTD,29,22.92,CLOTHING,11/12/18,,Firefighter Trainees,Clothing
069452,071118G,HUNTER APPAREL SOLUTIONS LTD,30,12.72,CLOTHING,11/12/18,,Fire Stations (South East),Clothing
069452,071118G,HUNTER APPAREL SOLUTIONS LTD,31,25.44,CLOTHING,11/12/18,,Firefighter Trainees,Clothing
069452,071118G,HUNTER APPAREL SOLUTIONS LTD,32,22.92,CLOTHING,11/12/18,,Firefighter Trainees,Clothing
069452,071118G,HUNTER APPAREL SOLUTIONS LTD,33,20.70,CLOTHING,11/12/18,,Fire Stations (South East),Clothing
069452,071118G,HUNTER APPAREL SOLUTIONS LTD,34,22.92,CLOTHING,11/12/18,,Fire Stations (North West),Clothing
069452,071118G,HUNTER APPAREL SOLUTIONS LTD,35,19.08,CLOTHING,11/12/18,,Fire Stations (South East),Clothing
069452,071118G,HUNTER APPAREL SOLUTIONS LTD,36,15.28,CLOTHING,11/12/18,,Fire Stations (South East),Clothing
069452,071118G,HUNTER APPAREL SOLUTIONS LTD,37,15.28,CLOTHING,11/12/18,,Fire Stations (South East),Clothing
069452,071118G,HUNTER APPAREL SOLUTIONS LTD,38,15.28,CLOTHING,11/12/18,,Fire Stations (South East),Clothing
069452,071118G,HUNTER APPAREL SOLUTIONS LTD,39,15.28,CLOTHING,11/12/18,,Fire Stations (North East),Clothing
069452,071118G,HUNTER APPAREL SOLUTIONS LTD,40,22.92,CLOTHING,11/12/18,,Fire Stations (South West),Clothing
069452,071118G,HUNTER APPAREL SOLUTIONS LTD,41,25.44,CLOTHING,11/12/18,,Firefighter Trainees,Clothing
069452,071118G,HUNTER APPAREL SOLUTIONS LTD,42,22.92,CLOTHING,11/12/18,,Firefighter Trainees,Clothing
069452,071118G,HUNTER APPAREL SOLUTIONS LTD,43,13.80,CLOTHING,11/12/18,,Fire Stations (North West),Clothing
069452,071118G,HUNTER APPAREL SOLUTIONS LTD,44,12.72,CLOTHING,11/12/18,,Fire Stations (South East),Clothing
069452,071118G,HUNTER APPAREL SOLUTIONS LTD,45,7.64,CLOTHING,11/12/18,,Fire Stations (South East),Clothing
069452,071118G,HUNTER APPAREL SOLUTIONS LTD,46,25.44,CLOTHING,11/12/18,,Fire Stations (South East),Clothing
069452,071118G,HUNTER APPAREL SOLUTIONS LTD,47,7.64,CLOTHING,11/12/18,,Fire Stations (North East),Clothing
069452,071118G,HUNTER APPAREL SOLUTIONS LTD,48,12.72,CLOTHING,11/12/18,,Fire Stations (South East),Clothing
