Vendor Name, Batch Number,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department
REGENT OFFICE CARE LTD========,141114C,20635,24,161.76,STRATEGIC (CYCLICAL),20/11/2014,,Technical and Service Support
REGENT OFFICE CARE LTD========,141114C,20635,25,194.11,STRATEGIC (CYCLICAL),20/11/2014,,Technical and Service Support
REGENT OFFICE CARE LTD========,141114C,20635,26,194.11,STRATEGIC (CYCLICAL),20/11/2014,,Technical and Service Support
REGENT OFFICE CARE LTD========,141114C,20635,27,161.76,STRATEGIC (CYCLICAL),20/11/2014,,Technical and Service Support
REGENT OFFICE CARE LTD========,141114C,20635,28,194.11,STRATEGIC (CYCLICAL),20/11/2014,,Technical and Service Support
REGENT OFFICE CARE LTD========,141114C,20635,29,194.11,STRATEGIC (CYCLICAL),20/11/2014,,Technical and Service Support
REGENT OFFICE CARE LTD========,141114C,20635,30,161.76,STRATEGIC (CYCLICAL),20/11/2014,,Technical and Service Support
REGENT OFFICE CARE LTD========,141114C,20635,31,161.76,STRATEGIC (CYCLICAL),20/11/2014,,Technical And Service Support
REGENT OFFICE CARE LTD========,141114C,20635,32,194.11,STRATEGIC (CYCLICAL),20/11/2014,,Technical and Service Support
REGENT OFFICE CARE LTD========,141114C,20635,33,161.76,STRATEGIC (CYCLICAL),20/11/2014,,Technical and Service Support
REGENT OFFICE CARE LTD========,141114C,20635,34,194.11,STRATEGIC (CYCLICAL),20/11/2014,,Technical and Service Support
REGENT OFFICE CARE LTD========,141114C,20635,35,194.11,STRATEGIC (CYCLICAL),20/11/2014,,Technical and Service Support
CODEGATE LIMITED==============,131114E,207983,1,"1,035.00",STATIONERY CONSUMABLES,20/11/2014,"1,045.00",Technical And Service Support
CODEGATE LIMITED==============,131114E,207983,2,10,STATIONERY CONSUMABLES,20/11/2014,,Technical And Service Support
GRADIENT CONSULTANTS LLP======,111114E,2155,1,"1,150.00",PROF FEES-MISCELLANEOUS,17/11/2014,"11,963.75",Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2155,2,290,PROF FEES-MISCELLANEOUS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2155,3,290,PROF FEES-MISCELLANEOUS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2155,4,290,PROF FEES-MISCELLANEOUS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2155,5,290,PROF FEES-MISCELLANEOUS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2155,6,300,PROF FEES-MISCELLANEOUS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2155,7,290,PROF FEES-MISCELLANEOUS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2155,8,290,PROF FEES-MISCELLANEOUS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2155,9,290,PROF FEES-MISCELLANEOUS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2155,10,290,PROF FEES-MISCELLANEOUS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2155,11,580,PROF FEES-MISCELLANEOUS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2155,12,80,PROF FEES-MISCELLANEOUS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2155,13,290,PROF FEES-MISCELLANEOUS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2155,14,290,PROF FEES-MISCELLANEOUS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2155,15,290,PROF FEES-MISCELLANEOUS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2155,16,290,PROF FEES-MISCELLANEOUS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2155,17,290,PROF FEES-MISCELLANEOUS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2155,18,290,PROF FEES-MISCELLANEOUS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2155,19,290,PROF FEES-MISCELLANEOUS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2155,20,290,PROF FEES-MISCELLANEOUS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2155,21,"1,613.75",PROF FEES-MISCELLANEOUS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2155,22,290,PROF FEES-MISCELLANEOUS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2155,23,580,PROF FEES-MISCELLANEOUS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2155,24,290,PROF FEES-MISCELLANEOUS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2155,25,735,PROF FEES-MISCELLANEOUS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2155,26,535,PROF FEES-MISCELLANEOUS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2155,27,290,PROF FEES-MISCELLANEOUS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2155,28,590,PROF FEES-MISCELLANEOUS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2155,29,290,PROF FEES-MISCELLANEOUS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2156,1,245,ASBESTOS,17/11/2014,"10,150.52",Technical And Service Support
GRADIENT CONSULTANTS LLP======,111114E,2156,2,400,ASBESTOS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2156,3,195,ASBESTOS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2156,4,48.75,ASBESTOS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2156,5,740,ASBESTOS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2156,6,546.25,ASBESTOS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2156,7,55,ASBESTOS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2156,8,290,ASBESTOS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2156,9,580,ASBESTOS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2156,10,201.25,ASBESTOS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2156,11,290,ASBESTOS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2156,12,345,ASBESTOS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2156,13,300,ASBESTOS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2156,14,95,ASBESTOS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2156,15,48.75,ASBESTOS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2156,16,250,ASBESTOS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2156,17,55,ASBESTOS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2156,18,55,ASBESTOS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2156,19,290,ASBESTOS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2156,20,110,ASBESTOS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2156,21,152.5,ASBESTOS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2156,22,696.25,ASBESTOS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2156,23,790,ASBESTOS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2156,24,396.25,ASBESTOS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2156,25,146.25,ASBESTOS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2156,26,545,ASBESTOS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2156,27,208.75,ASBESTOS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2156,28,436.25,ASBESTOS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2156,29,146.25,ASBESTOS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2156,30,208.75,ASBESTOS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2156,31,300,ASBESTOS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2156,32,48.75,ASBESTOS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2156,33,97.5,ASBESTOS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2156,34,250,ASBESTOS,17/11/2014,,Technical and Service Support
GRADIENT CONSULTANTS LLP======,111114E,2156,35,588.02,ASBESTOS,17/11/2014,,Technical And Service Support
PITNEY BOWES LTD==============,121114C,22502660,1,645.31,OFFICE EQUIPMENT,17/11/2014,645.31,Strategy & Performance
CRISPIN HUGHES================,191114C,2263,1,319.9,PRESS OFFICE,24/11/2014,319.9,Community Safety Delivery
CRISPIN HUGHES================,121114C,2264,1,359.9,PRESS OFFICE,27/11/2014,359.9,Communications
CRISPIN HUGHES================,281014C,2265,1,325.9,GENERAL,17/11/2014,325.9,Operations Non Fire Stations
*LOCKHART CATERING EQUIPMENT,051114C,2298719,1,27.88,CATERING EQUIPMENT,17/11/2014,"1,155.73",Operations Fire Stations
*LOCKHART CATERING EQUIPMENT,051114C,2298719,2,2.76,CATERING EQUIPMENT,17/11/2014,,Operations Fire Stations
*LOCKHART CATERING EQUIPMENT,051114C,2298719,3,5.47,CATERING EQUIPMENT,17/11/2014,,Operations Fire Stations
*LOCKHART CATERING EQUIPMENT,051114C,2298719,4,1.43,CATERING EQUIPMENT,17/11/2014,,Operations Fire Stations
*LOCKHART CATERING EQUIPMENT,051114C,2298719,5,3.92,CATERING EQUIPMENT,17/11/2014,,Operations Fire Stations
*LOCKHART CATERING EQUIPMENT,051114C,2298719,6,5.39,CATERING EQUIPMENT,17/11/2014,,Operations Fire Stations
*LOCKHART CATERING EQUIPMENT,051114C,2298719,7,5.14,CATERING EQUIPMENT,17/11/2014,,Operations Fire Stations
*LOCKHART CATERING EQUIPMENT,051114C,2298719,8,12.65,CATERING EQUIPMENT,17/11/2014,,Operations Fire Stations
*LOCKHART CATERING EQUIPMENT,051114C,2298719,9,21.2,CATERING EQUIPMENT,17/11/2014,,Operations Fire Stations
*LOCKHART CATERING EQUIPMENT,051114C,2298719,10,6.2,CATERING EQUIPMENT,17/11/2014,,Operations Fire Stations
*LOCKHART CATERING EQUIPMENT,051114C,2298719,11,6.2,CATERING EQUIPMENT,17/11/2014,,Operations Fire Stations
*LOCKHART CATERING EQUIPMENT,051114C,2298719,12,6.2,CATERING EQUIPMENT,17/11/2014,,Operations Fire Stations
*LOCKHART CATERING EQUIPMENT,051114C,2298719,13,6.2,CATERING EQUIPMENT,17/11/2014,,Operations Fire Stations
*LOCKHART CATERING EQUIPMENT,051114C,2298719,14,6.2,CATERING EQUIPMENT,17/11/2014,,Operations Fire Stations
*LOCKHART CATERING EQUIPMENT,051114C,2298719,15,6.2,CATERING EQUIPMENT,17/11/2014,,Operations Fire Stations
*LOCKHART CATERING EQUIPMENT,051114C,2298719,16,12.42,CATERING EQUIPMENT,17/11/2014,,Operations Fire Stations
*LOCKHART CATERING EQUIPMENT,051114C,2298719,17,2.79,CATERING EQUIPMENT,17/11/2014,,Operations Fire Stations
*LOCKHART CATERING EQUIPMENT,051114C,2298719,18,9.34,CATERING EQUIPMENT,17/11/2014,,Operations Fire Stations
*LOCKHART CATERING EQUIPMENT,051114C,2298719,19,1.8,CATERING EQUIPMENT,17/11/2014,,Operations Fire Stations
*LOCKHART CATERING EQUIPMENT,051114C,2298719,20,34.72,CATERING EQUIPMENT,17/11/2014,,Operations Fire Stations
*LOCKHART CATERING EQUIPMENT,051114C,2298719,21,50.52,CATERING EQUIPMENT,17/11/2014,,Operations Fire Stations
*LOCKHART CATERING EQUIPMENT,051114C,2298719,22,25.78,CATERING EQUIPMENT,17/11/2014,,Operations Fire Stations
*LOCKHART CATERING EQUIPMENT,051114C,2298719,23,8.13,CATERING EQUIPMENT,17/11/2014,,Operations Fire Stations
*LOCKHART CATERING EQUIPMENT,051114C,2298719,24,2.1,CATERING EQUIPMENT,17/11/2014,,Operations Fire Stations
*LOCKHART CATERING EQUIPMENT,051114C,2298719,25,3.09,CATERING EQUIPMENT,17/11/2014,,Operations Fire Stations
*LOCKHART CATERING EQUIPMENT,051114C,2298719,26,9.32,CATERING EQUIPMENT,17/11/2014,,Operations Fire Stations
*LOCKHART CATERING EQUIPMENT,051114C,2298719,27,1.67,CATERING EQUIPMENT,17/11/2014,,Operations Fire Stations
*LOCKHART CATERING EQUIPMENT,051114C,2298719,28,6.17,CATERING EQUIPMENT,17/11/2014,,Operations Fire Stations
*LOCKHART CATERING EQUIPMENT,051114C,2298719,29,56.16,CATERING EQUIPMENT,17/11/2014,,Operations Fire Stations
*LOCKHART CATERING EQUIPMENT,051114C,2298719,30,31.09,CATERING EQUIPMENT,17/11/2014,,Operations Fire Stations
*LOCKHART CATERING EQUIPMENT,051114C,2298719,31,55.13,CATERING EQUIPMENT,17/11/2014,,Operations Fire Stations
*LOCKHART CATERING EQUIPMENT,051114C,2298719,32,21.28,CATERING EQUIPMENT,17/11/2014,,Operations Fire Stations
*LOCKHART CATERING EQUIPMENT,051114C,2298719,33,29.28,CATERING EQUIPMENT,17/11/2014,,Operations Fire Stations
*LOCKHART CATERING EQUIPMENT,051114C,2298719,34,43.02,CATERING EQUIPMENT,17/11/2014,,Operations Fire Stations
*LOCKHART CATERING EQUIPMENT,051114C,2298719,35,83.46,CATERING EQUIPMENT,17/11/2014,,Operations Fire Stations
*LOCKHART CATERING EQUIPMENT,051114C,2298719,36,27.11,CATERING EQUIPMENT,17/11/2014,,Operations Fire Stations
*LOCKHART CATERING EQUIPMENT,051114C,2298719,37,1.61,CATERING EQUIPMENT,17/11/2014,,Operations Fire Stations
*LOCKHART CATERING EQUIPMENT,051114C,2298719,38,11.39,CATERING EQUIPMENT,17/11/2014,,Operations Fire Stations
*LOCKHART CATERING EQUIPMENT,051114C,2298719,39,1.53,CATERING EQUIPMENT,17/11/2014,,Operations Fire Stations
*LOCKHART CATERING EQUIPMENT,051114C,2298719,40,14.74,CATERING EQUIPMENT,17/11/2014,,Operations Fire Stations
*LOCKHART CATERING EQUIPMENT,051114C,2298719,41,0.96,CATERING EQUIPMENT,17/11/2014,,Operations Fire Stations
*LOCKHART CATERING EQUIPMENT,051114C,2298719,42,0.86,CATERING EQUIPMENT,17/11/2014,,Operations Fire Stations
*LOCKHART CATERING EQUIPMENT,051114C,2298719,43,31.66,CATERING EQUIPMENT,17/11/2014,,Operations Fire Stations
*LOCKHART CATERING EQUIPMENT,051114C,2298719,44,10.98,CATERING EQUIPMENT,17/11/2014,,Operations Fire Stations
*LOCKHART CATERING EQUIPMENT,051114C,2298719,45,65.56,CATERING EQUIPMENT,17/11/2014,,Operations Fire Stations
*LOCKHART CATERING EQUIPMENT,051114C,2298719,46,59.18,CATERING EQUIPMENT,17/11/2014,,Operations Fire Stations
*LOCKHART CATERING EQUIPMENT,051114C,2298719,47,156.18,CATERING EQUIPMENT,17/11/2014,,Operations Fire Stations
*LOCKHART CATERING EQUIPMENT,051114C,2298719,48,7.14,CATERING EQUIPMENT,17/11/2014,,Operations Fire Stations
*LOCKHART CATERING EQUIPMENT,051114C,2298719,49,56.76,CATERING EQUIPMENT,17/11/2014,,Operations Fire Stations
*LOCKHART CATERING EQUIPMENT,051114C,2298719,50,33.84,CATERING EQUIPMENT,17/11/2014,,Operations Fire Stations
*LOCKHART CATERING EQUIPMENT,051114C,2298719,51,23.86,CATERING EQUIPMENT,17/11/2014,,Operations Fire Stations
*LOCKHART CATERING EQUIPMENT,051114C,2298719,52,21.1,CATERING EQUIPMENT,17/11/2014,,Operations Fire Stations
*LOCKHART CATERING EQUIPMENT,051114C,2298719,53,20.96,CATERING EQUIPMENT,17/11/2014,,Operations Fire Stations
MISS SARAH LE FEVRE===========,140871,230683*,1,385,PROFESSIONAL FEES ENFORCEMENT,24/11/2014,385,Legal & Democratic Services
MISS SARAH LE FEVRE===========,140871,231816*,1,291.67,PROFESSIONAL FEES ENFORCEMENT,24/11/2014,291.67,Legal & Democratic Services
INFIGO LTD====================,101114G,23240,1,445,STATIONERY CONSUMABLES,13/11/2014,445,Communications
MISS SABA NAQSHBANDI==========,140859,233230A,1,"5,086.67",PROFESSIONAL FEES ENFORCEMENT,10/11/2014,"5,086.67",Legal & Democratic Services
MS HEATHER OLIVER,140859,233704*,1,490,PROFESSIONAL FEES ENFORCEMENT,10/11/2014,490,Legal & Democratic Services
VODAFONE LIMITED==============,191114C,233856,1,"1,015.00",TELECOMMUNICATIONS,24/11/2014,"1,092.11",Information and Communication Technology
VODAFONE LIMITED==============,191114C,233856,2,77.11,TELECOMMUNICATIONS,24/11/2014,,Information and Communication Technology
REGRAY TEXTILES LTD===========,051114C,23631,1,635.44,DAY TO DAY MINOR IMPS,13/11/2014,"1,056.13",Property PFI
REGRAY TEXTILES LTD===========,051114C,23631,2,127.77,OPERATIONAL EQUIP-PURCHASE,13/11/2014,,Technical And Service Support
REGRAY TEXTILES LTD===========,051114C,23631,3,84,OPERATIONAL EQUIP-PURCHASE,13/11/2014,,Technical And Service Support
REGRAY TEXTILES LTD===========,051114C,23631,4,37.48,OPERATIONAL EQUIP-PURCHASE,13/11/2014,,Technical And Service Support
REGRAY TEXTILES LTD===========,051114C,23631,5,37.48,OPERATIONAL EQUIP-PURCHASE,13/11/2014,,Technical And Service Support
REGRAY TEXTILES LTD===========,051114C,23631,6,45.43,OPERATIONAL EQUIP-PURCHASE,13/11/2014,,Technical And Service Support
REGRAY TEXTILES LTD===========,051114C,23631,7,45.43,OPERATIONAL EQUIP-PURCHASE,13/11/2014,,Technical And Service Support
REGRAY TEXTILES LTD===========,051114C,23631,8,43.1,OPERATIONAL EQUIP-PURCHASE,13/11/2014,,Technical And Service Support
REGRAY TEXTILES LTD===========,101114G,23706,1,317.72,DAY TO DAY MINOR IMPS,13/11/2014,336.42,Property PFI
REGRAY TEXTILES LTD===========,101114G,23706,2,18.7,OPERATIONAL EQUIP-PURCHASE,13/11/2014,,Technical And Service Support
AUTOGLASS LIMITED=============,241114E,24279603,1,592.4,WINDSCREEN & TYRE CHARGES,27/11/2014,592.4,Procurement
B NOKES CONTRACTS LTD,051114C,2429,1,770.75,PROF FEES-MISCELLANEOUS,13/11/2014,770.75,Technical and Service Support
AUTOGLASS LIMITED=============,241114E,24312832,1,596.14,WINDSCREEN & TYRE CHARGES,27/11/2014,596.14,Procurement
AUTOGLASS LIMITED=============,241114E,24333802,1,767.71,WINDSCREEN & TYRE CHARGES,27/11/2014,767.71,Procurement
B NOKES CONTRACTS LTD,281014C,2453,1,480,TACTICAL DAY TO DAY,03/11/2014,480,Technical And Service Support
B NOKES CONTRACTS LTD,281014E,2464,1,420,TACTICAL DAY TO DAY,03/11/2014,420,Technical And Service Support
B NOKES CONTRACTS LTD,301014E,2467,1,"16,472.00",STRATEGIC (NON CYCLICAL),06/11/2014,"16,472.00",Technical and Service Support
B NOKES CONTRACTS LTD,171114C,2468,1,"45,957.00",DAY TO DAY MINOR IMPS,20/11/2014,"45,957.00",Property PFI
B NOKES CONTRACTS LTD,211114C,2480,1,535,REMOVALS,27/11/2014,535,Technical And Service Support
B NOKES CONTRACTS LTD,211114C,2483,1,"1,060.00",TACTICAL DAY TO DAY,27/11/2014,"1,060.00",Technical And Service Support
B NOKES CONTRACTS LTD,211114C,2484,1,290,TACTICAL DAY TO DAY,27/11/2014,290,Technical And Service Support
ARKAS LIMITED=================,211114C,25636,1,604.18,STRATEGIC (CYCLICAL),27/11/2014,"1,237.72",Technical And Service Support
ARKAS LIMITED=================,211114C,25636,2,219.42,STRATEGIC (CYCLICAL),27/11/2014,,Technical And Service Support
ARKAS LIMITED=================,211114C,25636,3,181,STRATEGIC (CYCLICAL),27/11/2014,,Technical And Service Support
ARKAS LIMITED=================,211114C,25636,4,233.12,STRATEGIC (CYCLICAL),27/11/2014,,Technical And Service Support
BRITISH TELECOM===============,281014C,25739250 Q053,1,"70,771.63",TELECOMMUNICATIONS,03/11/2014,"70,771.63",Information and Communication Technology
GLOBAL KNOWLEDGE NETWORK UK===,241114E,258772,1,"2,195.00",ACQUISITIONS,27/11/2014,"2,195.00",Information and Communication Technology
ARKAS LIMITED=================,211114C,25897,1,329.5,STRATEGIC (CYCLICAL),27/11/2014,"1,323.00",Technical And Service Support
ARKAS LIMITED=================,211114C,25897,2,288.45,STRATEGIC (CYCLICAL),27/11/2014,,Technical And Service Support
