 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Proclasws
141570,THAMES WATER UTILITIES LTD====,7187839566G,1,579.8,WATER & SEWERAGE RATES,04/08/2016,579.8,Technical and Service Support,Utilities
010816G,CANON (UK) LTD===============,770548215,1,390.86,OFFICE EQUIPMENT,04/08/2016,390.86,HR Management,ICT
010816G,FIRMIN & SONS LTD=============,78348,1,690,UNIFORMS - POMS,04/08/2016,690,Procurement,Clothing
290716G,SHARPE PRITCHARD==============,84223,1,"3,981.00",DISPOSAL COSTS-ESTATES AGENTS,04/08/2016,"3,981.00",Technical and Service Support,Legal Services
290716G,SHARPE PRITCHARD==============,84514,1,"4,410.00",DISPOSAL COSTS-ESTATES AGENTS,04/08/2016,"4,410.00",Technical and Service Support,Legal Services
290716G,SHARPE PRITCHARD==============,84867,1,199,DISPOSAL COSTS-ESTATES AGENTS,04/08/2016,"6,987.00",Technical and Service Support,Legal Services
290716G,SHARPE PRITCHARD==============,84867,2,"6,788.00",DISPOSAL COSTS-ESTATES AGENTS,04/08/2016,,Technical and Service Support,Legal Services
010816G,SHARPE PRITCHARD==============,85150,1,"3,212.00",DISPOSAL COSTS-ESTATES AGENTS,04/08/2016,"4,095.00",Technical and Service Support,Legal Services
010816G,SHARPE PRITCHARD==============,85150,2,883,DISPOSAL COSTS-ESTATES AGENTS,04/08/2016,,Technical and Service Support,Legal Services
141570,TV LICENSING==================,900000518+,1,145.5,LICENCES,04/08/2016,291,Technical and Service Support,Financial Services
141570,TV LICENSING==================,900000518+,2,145.5,LICENCES,04/08/2016,,Technical and Service Support,Financial Services
141570,THAMES WATER UTILITIES LTD====,9018672073,1,454.45,WATER & SEWERAGE RATES,04/08/2016,454.45,Technical and Service Support,Utilities
141570,DRON & WRIGHT=================,9487,1,256.16,LEGAL COSTS PROPERTY,04/08/2016,256.16,Legal & Democratic Services,Facilities & Management S
220716K,*OFFICE DEPOT UK LTD,969089430,1,238,STATIONERY CONSUMABLES,04/08/2016,343.6,Communications,Stationery
220716K,*OFFICE DEPOT UK LTD,969089430,2,105.6,STATIONERY CONSUMABLES,04/08/2016,,Communications,Stationery
280716K,ETC VENUES LTD================,AH-133648,1,825,GENERAL,04/08/2016,825,National Operational Guidance Project,Facilities & Management S
280716K,PITNEY BOWES PURCHASE POWER,BD852710,1,"4,039.98",POSTAL SERVICES,04/08/2016,"4,039.98",Information Management,Mail Services
290716G,E&S B DAVIS LTD,DAV/61253,1,295,OPERATIONAL EQUIP-PURCHASE,04/08/2016,295,Fire Stations (South East),Environmental Services
290716G,E&S B DAVIS LTD,DAV/62508,1,295,OPERATIONAL EQUIP-PURCHASE,04/08/2016,295,Fire Stations (North East),Environmental Services
010816G,E&S B DAVIS LTD,DAV/62873,1,295,OPERATIONAL EQUIP-PURCHASE,04/08/2016,295,Fire Stations (South West),Environmental Services
010816G,E&S B DAVIS LTD,DAV/63260,1,295,OPERATIONAL EQUIP-PURCHASE,04/08/2016,295,Fire Stations (North East),Environmental Services
280716K,HALL FUELS,I08584867,1,"3,554.40",FUEL,04/08/2016,"3,554.40",Fire Stations (South East),Vehicle Management
190716K,ROCOM,I2867362,1,205.47,ACQUISITIONS,04/08/2016,260.27,Information and Communication Technology,ICT
190716K,ROCOM,I2867362,2,44.85,ACQUISITIONS,04/08/2016,,Information and Communication Technology,ICT
190716K,ROCOM,I2867362,3,9.95,ACQUISITIONS,04/08/2016,,Information and Communication Technology,ICT
290716G,THE LEATHER MAN,LFEPE,1,680,SPECIALIST EQUIPMENT,04/08/2016,680,Communications,Arts & Leisure Services
010816G,BISHOP'S MOVE LTD,SIN298180,1,"2,600.00",REMOVALS,04/08/2016,"2,600.00",Technical and Service Support,Facilities & Management S
010816G,*PREMIER VANGUARD LTD,SINV00105616,1,87.78,STATIONERY CONSUMABLES,04/08/2016,410.64,Fire Stations (South West),Stationery
010816G,*PREMIER VANGUARD LTD,SINV00105616,2,26.6,STATIONERY CONSUMABLES,04/08/2016,,Fire Stations (North West),Stationery
010816G,*PREMIER VANGUARD LTD,SINV00105616,3,146.8,STATIONERY CONSUMABLES,04/08/2016,,Fire Stations (North West),Stationery
010816G,*PREMIER VANGUARD LTD,SINV00105616,4,146.8,STATIONERY CONSUMABLES,04/08/2016,,Fire Stations (South West),Stationery
010816G,*PREMIER VANGUARD LTD,SINV00105616,5,2.66,STATIONERY CONSUMABLES,04/08/2016,,Fire Stations (North East),Stationery
280716K,BABCOCK CRITICAL SERVICES LTD,SMAI000558,1,"4,152.00",VEHICLES,04/08/2016,"4,152.00",Procurement,Consultancy
290716G,ARVAL UK LTD,VS0001978967,1,279.67,CONTRACT HIRE,04/08/2016,279.67,LIFE - LFB Funded,Vehicle Management
010816G,ARVAL UK LTD,VS0002418978,1,403,CONTRACT HIRE,04/08/2016,481.26,LIFE - LFB Funded,Vehicle Management
010816G,ARVAL UK LTD,VS0002418978,2,78.26,CONTRACT HIRE,04/08/2016,,LIFE - LFB Funded,Vehicle Management
020816G,GOVNET COMMUNICATIONS=========,103470,1,666,PROFESSIONAL DEVELOPMENT,08/08/2016,666,Strategy & Inclusion,Human Resources
141573,OGILVIE FLEET LTD=============,401424,1,456.22,LEASE CAR CHARGES,08/08/2016,456.22,Procurement,Vehicle Management
141573,OGILVIE FLEET LTD=============,401424,2,-42,VAT CAR LEASING,08/08/2016,,Finance Services,Vehicle Management
141573,OGILVIE FLEET LTD=============,401424,3,42,LEASE CAR CHARGES,08/08/2016,,Procurement,Vehicle Management
141573,OGILVIE FLEET LTD=============,401425,1,277.32,LEASE CAR CHARGES,08/08/2016,277.32,Procurement,Vehicle Management
141573,OGILVIE FLEET LTD=============,401425,2,-23.27,VAT CAR LEASING,08/08/2016,,Finance Services,Vehicle Management
141573,OGILVIE FLEET LTD=============,401425,3,23.27,LEASE CAR CHARGES,08/08/2016,,Procurement,Vehicle Management
141573,OGILVIE FLEET LTD=============,401426,1,281.97,LEASE CAR CHARGES,08/08/2016,281.97,Procurement,Vehicle Management
141573,OGILVIE FLEET LTD=============,401426,2,-25.45,VAT CAR LEASING,08/08/2016,,Finance Services,Vehicle Management
141573,OGILVIE FLEET LTD=============,401426,3,25.45,LEASE CAR CHARGES,08/08/2016,,Procurement,Vehicle Management
141573,OGILVIE FLEET LTD=============,401427,1,426.3,LEASE CAR CHARGES,08/08/2016,426.3,Procurement,Vehicle Management
141573,OGILVIE FLEET LTD=============,401427,2,-37.46,VAT CAR LEASING,08/08/2016,,Finance Services,Vehicle Management
141573,OGILVIE FLEET LTD=============,401427,3,37.46,LEASE CAR CHARGES,08/08/2016,,Procurement,Vehicle Management
030816G,THE BEST YOU CORPORATION LTD,1/2/10/2016,1,370,PROFESSIONAL DEVELOPMENT,08/08/2016,370,Development and Training,Human Resources
290716G,CUNDALL JOHNSTON AND PARTNERS,100030827,1,735,PROFESSIONAL SERVICES,08/08/2016,735,Property PFI,Consultancy
030816G,CVSS LIMITED,10990,1,"2,287.00",GENERAL,08/08/2016,"2,287.00",Exercise Unified Response,Facilities & Management S
030816G,REAM CONTRACTS LTD,14017,1,"82,637.41",DEVELOPMENT  EXPENSES-CONTRACT,08/08/2016,"82,637.41",Technical and Service Support,Building Constr Materials
800087076,*NPS (SHOES) LTD,17124,1,30.05,CLOTHING,08/08/2016,"1,890.65",Fire Stations (North East),Clothing
800087076,*NPS (SHOES) LTD,17124,2,30.05,CLOTHING,08/08/2016,,Fire Stations (North East),Clothing
800087076,*NPS (SHOES) LTD,17124,3,30.05,CLOTHING,08/08/2016,,Fire Stations (South West),Clothing
800087076,*NPS (SHOES) LTD,17124,4,30.05,CLOTHING,08/08/2016,,Fire Stations (North East),Clothing
800087076,*NPS (SHOES) LTD,17124,5,30.05,CLOTHING,08/08/2016,,Fire Stations (South West),Clothing
800087076,*NPS (SHOES) LTD,17124,6,30.05,CLOTHING,08/08/2016,,Fire Stations (South East),Clothing
800087076,*NPS (SHOES) LTD,17124,7,30.05,CLOTHING,08/08/2016,,Fire Stations (North West),Clothing
800087076,*NPS (SHOES) LTD,17124,8,30.05,CLOTHING,08/08/2016,,Fire Safety Regulation,Clothing
800087076,*NPS (SHOES) LTD,17124,9,30.05,CLOTHING,08/08/2016,,Fire Stations (South West),Clothing
800087076,*NPS (SHOES) LTD,17124,10,30.05,CLOTHING,08/08/2016,,Fire Stations (North East),Clothing
800087076,*NPS (SHOES) LTD,17124,11,35,CLOTHING,08/08/2016,,Fire Stations (North West),Clothing
800087076,*NPS (SHOES) LTD,17124,12,35,CLOTHING,08/08/2016,,Fire Stations (South East),Clothing
800087076,*NPS (SHOES) LTD,17124,13,35,CLOTHING,08/08/2016,,Fire Stations (North East),Clothing
800087076,*NPS (SHOES) LTD,17124,14,29.45,CLOTHING,08/08/2016,,Fire Stations (North West),Clothing
800087076,*NPS (SHOES) LTD,17124,15,29.45,CLOTHING,08/08/2016,,Fire Stations (South East),Clothing
800087076,*NPS (SHOES) LTD,17124,16,29.45,CLOTHING,08/08/2016,,Fire Stations (South East),Clothing
800087076,*NPS (SHOES) LTD,17124,17,29.45,CLOTHING,08/08/2016,,Fire Safety Regulation,Clothing
800087076,*NPS (SHOES) LTD,17124,18,29.45,CLOTHING,08/08/2016,,Fire Stations (North East),Clothing
800087076,*NPS (SHOES) LTD,17124,19,29.45,CLOTHING,08/08/2016,,Fire Stations (North West),Clothing
800087076,*NPS (SHOES) LTD,17124,20,29.45,CLOTHING,08/08/2016,,Fire Stations (South East),Clothing
800087076,*NPS (SHOES) LTD,17124,21,29.45,CLOTHING,08/08/2016,,Fire Stations (North West),Clothing
800087076,*NPS (SHOES) LTD,17124,22,29.45,CLOTHING,08/08/2016,,Fire Stations (South East),Clothing
800087076,*NPS (SHOES) LTD,17124,23,29.45,CLOTHING,08/08/2016,,Fire Stations (North West),Clothing
800087076,*NPS (SHOES) LTD,17124,24,29.45,CLOTHING,08/08/2016,,Fire Stations (South East),Clothing
800087076,*NPS (SHOES) LTD,17124,25,29.45,CLOTHING,08/08/2016,,Fire Stations (South West),Clothing
800087076,*NPS (SHOES) LTD,17124,26,29.45,CLOTHING,08/08/2016,,Fire Stations (North West),Clothing
800087076,*NPS (SHOES) LTD,17124,27,34.4,CLOTHING,08/08/2016,,Fire Stations (North West),Clothing
800087076,*NPS (SHOES) LTD,17124,28,41.1,CLOTHING,08/08/2016,,Fire Stations (North West),Clothing
800087076,*NPS (SHOES) LTD,17124,29,41.1,CLOTHING,08/08/2016,,Fire Stations (South East),Clothing
800087076,*NPS (SHOES) LTD,17124,30,30.05,CLOTHING,08/08/2016,,Fire Stations (North East),Clothing
800087076,*NPS (SHOES) LTD,17124,31,35,CLOTHING,08/08/2016,,Fire Stations (South West),Clothing
800087076,*NPS (SHOES) LTD,17124,32,35,CLOTHING,08/08/2016,,Fire Stations (North West),Clothing
800087076,*NPS (SHOES) LTD,17124,33,35,CLOTHING,08/08/2016,,Fire Stations (South West),Clothing
800087076,*NPS (SHOES) LTD,17124,34,29.45,CLOTHING,08/08/2016,,Fire Stations (South West),Clothing
800087076,*NPS (SHOES) LTD,17124,35,29.45,CLOTHING,08/08/2016,,Fire Stations (South East),Clothing
800087076,*NPS (SHOES) LTD,17124,36,29.45,CLOTHING,08/08/2016,,Fire Stations (North West),Clothing
800087076,*NPS (SHOES) LTD,17124,37,29.45,CLOTHING,08/08/2016,,Fire Stations (South East),Clothing
800087076,*NPS (SHOES) LTD,17124,38,29.45,CLOTHING,08/08/2016,,Fire Stations (South East),Clothing
800087076,*NPS (SHOES) LTD,17124,39,29.45,CLOTHING,08/08/2016,,Fire Stations (South East),Clothing
800087076,*NPS (SHOES) LTD,17124,40,29.45,CLOTHING,08/08/2016,,Fire Stations (North West),Clothing
800087076,*NPS (SHOES) LTD,17124,41,29.45,CLOTHING,08/08/2016,,Fire Stations (South East),Clothing
800087076,*NPS (SHOES) LTD,17124,42,29.45,CLOTHING,08/08/2016,,Operational Response,Clothing
800087076,*NPS (SHOES) LTD,17124,43,29.45,CLOTHING,08/08/2016,,Fire Stations (South West),Clothing
800087076,*NPS (SHOES) LTD,17124,44,29.45,CLOTHING,08/08/2016,,Fire Stations (South West),Clothing
800087076,*NPS (SHOES) LTD,17124,45,28.45,CLOTHING,08/08/2016,,Command Units,Clothing
800087076,*NPS (SHOES) LTD,17124,46,28.45,CLOTHING,08/08/2016,,Fire Stations (South West),Clothing
800087076,*NPS (SHOES) LTD,17124,47,28.45,CLOTHING,08/08/2016,,Fire Stations (South West),Clothing
800087076,*NPS (SHOES) LTD,17124,48,28.45,CLOTHING,08/08/2016,,Fire Stations (South West),Clothing
800087076,*NPS (SHOES) LTD,17124,49,30.05,CLOTHING,08/08/2016,,Fire Stations (South East),Clothing
800087076,*NPS (SHOES) LTD,17124,50,29.45,CLOTHING,08/08/2016,,Fire Stations (South East),Clothing
800087076,*NPS (SHOES) LTD,17124,51,29.45,CLOTHING,08/08/2016,,Fire Safety Regulation,Clothing
800087076,*NPS (SHOES) LTD,17124,52,29.45,CLOTHING,08/08/2016,,Fire Stations (North West),Clothing
800087076,*NPS (SHOES) LTD,17124,53,29.45,CLOTHING,08/08/2016,,Fire Stations (South East),Clothing
800087076,*NPS (SHOES) LTD,17124,54,29.45,CLOTHING,08/08/2016,,Fire Stations (South West),Clothing
800087076,*NPS (SHOES) LTD,17124,55,29.45,CLOTHING,08/08/2016,,Fire Stations (North East),Clothing
800087076,*NPS (SHOES) LTD,17124,56,29.45,CLOTHING,08/08/2016,,Fire Stations (South West),Clothing
800087076,*NPS (SHOES) LTD,17124,57,29.45,CLOTHING,08/08/2016,,Fire Stations (North East),Clothing
800087076,*NPS (SHOES) LTD,17124,58,29.45,CLOTHING,08/08/2016,,Fire Stations (South West),Clothing
800087076,*NPS (SHOES) LTD,17124,59,29.45,CLOTHING,08/08/2016,,Fire Stations (South West),Clothing
800087076,*NPS (SHOES) LTD,17124,60,29.45,CLOTHING,08/08/2016,,Fire Stations (South East),Clothing
800087076,*NPS (SHOES) LTD,17124,61,29.45,CLOTHING,08/08/2016,,Fire Stations (South West),Clothing
800087076,*NPS (SHOES) LTD,17124,62,29.45,CLOTHING,08/08/2016,,Fire Stations (South East),Clothing
220716K,CODEGATE LIMITED==============,213768,1,"1,354.28",PROTECTIVE EQUIPT - PARTS,08/08/2016,"1,364.28",Technical and Service Support,ICT
220716K,CODEGATE LIMITED==============,213768,2,10,PURCHASE,08/08/2016,,Technical and Service Support,ICT
141572,MISS BO-EUN JUNG==============,232683,1,770,PROFESSIONAL FEES ENFORCEMENT,08/08/2016,770,Legal & Democratic Services,Legal Services
141573,TRANSPORT FOR LONDON==========,2531628916,1,"118,587.02",RENTS,08/08/2016,"118,587.02",Technical and Service Support,ICT
020816G,AECOM INFRASTRUCTURE &,28270246,1,652.72,PROF FEES-MISCELLANEOUS,08/08/2016,652.72,Technical and Service Support,Consultancy
020816G,B NOKES CONTRACTS LTD,3283,1,"1,708.00",PLANNED BUILDING DECORATIONS,08/08/2016,"1,708.00",Technical and Service Support,"Works - Construction, R&M"
141572,LOCAL GOVERNMENT ASSOCIATION==,40140086,1,360,PROFESSIONAL DEVELOPMENT,08/08/2016,360,Corporate Management Team,Financial Services
030816G,ANTIQUE BRONZE LTD============,4349,1,321,GENERAL,08/08/2016,321,Technical and Service Support,"Works - Construction, R&M"
030816G,REGENT OFFICE CARE LTD========,43833,1,173,STRATEGIC (CYCLICAL),08/08/2016,"6,435.70",Technical and Service Support,Cleaning & Janitorial
030816G,REGENT OFFICE CARE LTD========,43833,2,207.6,STRATEGIC (CYCLICAL),08/08/2016,,Technical and Service Support,Cleaning & Janitorial
030816G,REGENT OFFICE CARE LTD========,43833,3,207.6,STRATEGIC (CYCLICAL),08/08/2016,,Technical and Service Support,Cleaning & Janitorial
030816G,REGENT OFFICE CARE LTD========,43833,4,173,STRATEGIC (CYCLICAL),08/08/2016,,Technical and Service Support,Cleaning & Janitorial
030816G,REGENT OFFICE CARE LTD========,43833,5,207.7,STRATEGIC (CYCLICAL),08/08/2016,,Technical and Service Support,Cleaning & Janitorial
030816G,REGENT OFFICE CARE LTD========,43833,6,173,STRATEGIC (CYCLICAL),08/08/2016,,Technical and Service Support,Cleaning & Janitorial
030816G,REGENT OFFICE CARE LTD========,43833,7,207.6,STRATEGIC (CYCLICAL),08/08/2016,,Technical and Service Support,Cleaning & Janitorial
030816G,REGENT OFFICE CARE LTD========,43833,8,173,STRATEGIC (CYCLICAL),08/08/2016,,Technical and Service Support,Cleaning & Janitorial
030816G,REGENT OFFICE CARE LTD========,43833,9,207.6,STRATEGIC (CYCLICAL),08/08/2016,,Technical and Service Support,Cleaning & Janitorial
030816G,REGENT OFFICE CARE LTD========,43833,10,207.6,STRATEGIC (CYCLICAL),08/08/2016,,Technical and Service Support,Cleaning & Janitorial
030816G,REGENT OFFICE CARE LTD========,43833,11,207.6,STRATEGIC (CYCLICAL),08/08/2016,,Technical and Service Support,Cleaning & Janitorial
030816G,REGENT OFFICE CARE LTD========,43833,12,207.6,STRATEGIC (CYCLICAL),08/08/2016,,Technical and Service Support,Cleaning & Janitorial
030816G,REGENT OFFICE CARE LTD========,43833,13,207.6,STRATEGIC (CYCLICAL),08/08/2016,,Technical and Service Support,Cleaning & Janitorial
030816G,REGENT OFFICE CARE LTD========,43833,14,207.6,STRATEGIC (CYCLICAL),08/08/2016,,Technical and Service Support,Cleaning & Janitorial
030816G,REGENT OFFICE CARE LTD========,43833,15,207.6,STRATEGIC (CYCLICAL),08/08/2016,,Technical and Service Support,Cleaning & Janitorial
030816G,REGENT OFFICE CARE LTD========,43833,16,173,STRATEGIC (CYCLICAL),08/08/2016,,Technical and Service Support,Cleaning & Janitorial
030816G,REGENT OFFICE CARE LTD========,43833,17,173,STRATEGIC (CYCLICAL),08/08/2016,,Technical and Service Support,Cleaning & Janitorial
030816G,REGENT OFFICE CARE LTD========,43833,18,173,STRATEGIC (CYCLICAL),08/08/2016,,Technical and Service Support,Cleaning & Janitorial
030816G,REGENT OFFICE CARE LTD========,43833,19,207.6,STRATEGIC (CYCLICAL),08/08/2016,,Technical and Service Support,Cleaning & Janitorial
030816G,REGENT OFFICE CARE LTD========,43833,20,207.6,STRATEGIC (CYCLICAL),08/08/2016,,Technical and Service Support,Cleaning & Janitorial
030816G,REGENT OFFICE CARE LTD========,43833,21,207.6,STRATEGIC (CYCLICAL),08/08/2016,,Technical and Service Support,Cleaning & Janitorial
030816G,REGENT OFFICE CARE LTD========,43833,22,207.6,STRATEGIC (CYCLICAL),08/08/2016,,Technical and Service Support,Cleaning & Janitorial
030816G,REGENT OFFICE CARE LTD========,43833,23,207.6,STRATEGIC (CYCLICAL),08/08/2016,,Technical and Service Support,Cleaning & Janitorial
030816G,REGENT OFFICE CARE LTD========,43833,24,207.6,STRATEGIC (CYCLICAL),08/08/2016,,Technical and Service Support,Cleaning & Janitorial
030816G,REGENT OFFICE CARE LTD========,43833,25,207.6,STRATEGIC (CYCLICAL),08/08/2016,,Technical and Service Support,Cleaning & Janitorial
030816G,REGENT OFFICE CARE LTD========,43833,26,173,STRATEGIC (CYCLICAL),08/08/2016,,Technical and Service Support,Cleaning & Janitorial
030816G,REGENT OFFICE CARE LTD========,43833,27,173,STRATEGIC (CYCLICAL),08/08/2016,,Technical and Service Support,Cleaning & Janitorial
030816G,REGENT OFFICE CARE LTD========,43833,28,173,STRATEGIC (CYCLICAL),08/08/2016,,Technical and Service Support,Cleaning & Janitorial
030816G,REGENT OFFICE CARE LTD========,43833,29,173,STRATEGIC (CYCLICAL),08/08/2016,,Technical and Service Support,Cleaning & Janitorial
030816G,REGENT OFFICE CARE LTD========,43833,30,207.6,STRATEGIC (CYCLICAL),08/08/2016,,Technical and Service Support,Cleaning & Janitorial
030816G,REGENT OFFICE CARE LTD========,43833,31,207.6,STRATEGIC (CYCLICAL),08/08/2016,,Technical and Service Support,Cleaning & Janitorial
030816G,REGENT OFFICE CARE LTD========,43833,32,173,STRATEGIC (CYCLICAL),08/08/2016,,Technical and Service Support,Cleaning & Janitorial
030816G,REGENT OFFICE CARE LTD========,43833,33,207.6,STRATEGIC (CYCLICAL),08/08/2016,,Technical and Service Support,Cleaning & Janitorial
030816G,CARPETS & FLOOR COVERS DIRECT=,4834,1,"1,584.00",FIXTURES & FITTINGS,08/08/2016,"1,584.00",Technical and Service Support,Building Constr Materials
800086546,HAYS SPECIALIST RECRUITMENT,587457,1,"1,227.24",FRS STAFF AGENCY,08/08/2016,"1,227.24",Strategy & Inclusion,Human Resources
141573,L B OF HARROW=================,613103990,1,"8,756.83",RENTS,08/08/2016,"8,756.83",Technical and Service Support,Statutory Bodies
020816G,CONTRACT CATERING CONSULTANTS=,6391,1,500,CONSULTANTS,08/08/2016,500,Technical and Service Support,Catering
030816G,THE SCOUT ASSOCIATION=========,674,1,975,COMMUNITY RELATIONS,08/08/2016,975,Cadets,Fire & Rescue
020816G,FIRE SERVICE COLLEGE LTD======,807043,1,"1,045.00",GENERAL,08/08/2016,"1,045.00",Fire Stations (Management),Human Resources
030816G,*SP SERVICES,819614,1,7,HYGIENE,08/08/2016,364.08,Fire Stations (North East),Healthcare
030816G,*SP SERVICES,819614,2,66,HYGIENE,08/08/2016,,Fire Stations (North East),Healthcare
030816G,*SP SERVICES,819614,3,13.6,HYGIENE,08/08/2016,,Fire Stations (North East),Healthcare
030816G,*SP SERVICES,819614,4,10.3,HYGIENE,08/08/2016,,Fire Stations (North East),Healthcare
