,,,,,,,,,,,,,,,,,,,,,,,,,,
Ref No,Contract Title,Department,Team Name,Contract Owner,CPS allocated to,Term Contract,OJEU,Awarded,Has ext option,Expired,Service Type,Budget Implications,Actual Cost,Est Cost ,Cost variance,Duration  (months),Extended,Ext post contract,Auth to tender,Framework agreement,Initial start date,Initial end date,Ext start date,Ext end date,Actual exp date,Contracts awarded to
5660,Undress Uniform: Blue Shirts,Procurement,Corporate Procurement Services,Gillian Maxwell,Not allocated,,No,Yes,Yes,No,Goods/Service,Expenditure,"£ 35,000","£ 35,000",£ 0,60,No,No,Head of Procurement approval for single tender action,,01/12/2014,30/11/2019,,,, Burlington Uniforms Ltd
5659,Roof Works,Technical and Service Support,Property Strategic Planning,Ian McLaughlin,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 79,539","£ 96,000","(£ 16,461)",2,No,No,Delegated Authority,,27/04/2015,12/06/2015,,,12/06/2015, Heartfelt Roofing
5657,Fire Safety Works,Technical and Service Support,Property Project Delivery,Frank Walsh,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 78,382","£ 94,586","(£ 16,204)",4,No,No,Delegated Authority,,28/01/2015,12/05/2015,,,12/05/2015, Lindfield Electrical Services
5656,Provision of a Wide Area Network,Information and Communications Technology ,ICT Management,Julian Martin,Not allocated,,No,Yes,Yes,No,Goods/Service,Expenditure,"£ 2,699,077","£ 2,500,000","£ 199,077",36,No,No,Committee Decision,CCS RM860,01/07/2015,30/06/2018,,,, BT PLC
5655,Roof works,Technical and Service Support,Property Strategic Planning,Ian McLaughlin,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 79,175","£ 80,000",(£ 825),2,No,No,Delegated Authority,,17/03/2015,28/04/2015,,,28/04/2015, Survey Roofing Ltd
5654,Redecoration works,Technical and Service Support,Property Strategic Planning,Ian McLaughlin,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 30,904","£ 32,000","(£ 1,096)",2,No,No,Delegated Authority,,09/03/2015,06/05/2015,,,06/05/2015, George Jones Contractor
5653,Redecoration works,Technical and Service Support,Agency Leavers,L GRIMWOOD,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 31,472","£ 51,300","(£ 19,828)",2,No,No,Delegated Authority,,19/02/2015,25/04/2015,,,25/04/2015, George Jones & Son (Contractors) Ltd
5651,Server room and control room cooling installation,Technical and Service Support,Property Strategic Planning,Ian McLaughlin,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 208,303","£ 130,000","£ 78,303",2,No,No,Delegated Authority,,26/02/2015,25/04/2015,,,25/04/2015, H & V Building Services Ltd
5650,Executive Search,Human Resources Management,Commissioner & Directors,James Dalgleish,Not allocated,,No,Yes,Yes,Yes,Goods/Service,Expenditure,"£ 40,000","£ 20,000","£ 20,000",16,No,No,Budget Holder Approval,ESPO S3,06/01/2015,05/05/2016,,,05/05/2016, IRG Advisors Ltd (T/A Odgers Berndtson)
5649,Grounds Maintenance,Technical and Service Support,Contracts Management Group,Timothy Crocker,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,£ 0,£ 0,£ 0,12,Yes,Yes,Delegated Authority,,01/04/2015,31/03/2016,31/03/2016,31/07/2016,31/07/2016," Ground Control - Eastern & Western, Vista - Southern"
5648,Childcare Vouchers,Human Resources Management,Employment Relations,Colman Donnelly,Dean Kinsella,No,No,Yes,No,No,Goods/Service,Expenditure,£ 0,£ 0,£ 0,48,No,No,Committee Decision,HTE Europe ,08/11/2014,07/11/2018,,,, EdenRed UK Group
5647,Refurbishment works,Technical and Service Support,Property Project Delivery,David Attfield,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 199,428","£ 172,400","£ 27,028",3,No,No,Delegated Authority,,08/01/2015,09/04/2015,,,09/04/2015, Collins (Contractors) Ltd
5646,Fire Safety Works,Technical and Service Support,Property Project Delivery,Frank Walsh,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 60,986","£ 65,000","(£ 4,014)",2,No,No,Delegated Authority,,22/01/2015,04/03/2015,,,04/03/2015, B Nokes Contracts Ltd
5645,Fired-Up Framework Agreement - Supply of Equipment Tagging System PILOT,Procurement,Agency Leavers,ABBY SEMPLE,Not allocated,,Yes,Yes,Yes,Yes,Goods/Service,Expenditure,"£ 86,681","£ 86,100",£ 581,4,No,No,Committee Decision,,07/11/2014,07/03/2015,,,07/03/2015, JV Facility Ltd. 
5644,Fired-Up Lot Supply of Vehicle Telematics Hardware and Software PILOT,Procurement,Agency Leavers,ABBY SEMPLE,Not allocated,,Yes,Yes,Yes,Yes,Goods/Service,Expenditure,"£ 42,500","£ 42,500",£ 0,6,No,No,Committee Decision,,07/11/2014,07/05/2015,,,07/05/2015, Airwave Solutions Ltd. 
5643,Fired-Up Framework Agreement - Supply of Equipment Tagging System,Procurement,Sustainable Development,Abigail Semple,Not allocated,,Yes,Yes,No,No,Goods/Service,Expenditure,"£ 20,000,000","£ 20,000,000",£ 0,48,No,No,Committee Decision,Framework Agreement with Single Operator,07/11/2014,07/11/2018,,,, JV Facility Ltd. 
5642,Fired-Up Framework Agreement - Supply of Vehicle Telematics Hardware and Software,Procurement,Sustainable Development,Abigail Semple,Not allocated,,Yes,Yes,No,No,Goods/Service,Expenditure,"£ 20,000,000","£ 20,000,000",£ 0,48,No,No,Committee Decision,Framework Agreement with Single Operator,07/11/2014,07/11/2018,,,, Airwave Solutions Ltd. 
5641,"Fire Safety Works to Tottenham, Barnet and Hornsey Fire Stations",Technical and Service Support,Property Project Delivery,David Attfield,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 75,888","£ 101,125","(£ 25,237)",1,No,No,Delegated Authority,,05/01/2015,26/01/2015,,,26/01/2015, SW Bruce & Co Ltd
5640,Fire Station Resource Packs for Schools Team,Communications,Internal Communications and Events,Justina Leitao,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,"£ 20,000","£ 20,000",£ 0,24,No,No,Budget Holder Approval,,10/11/2014,09/11/2016,,,09/11/2016, Tradewinds Ltd
5639,Consultancy Support for Departmental Review,Technical and Service Support,ICT Management,Julian Martin,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,"£ 22,995","£ 20,000","£ 2,995",24,No,No,Budget Holder Approval,ConsultancyOne,01/12/2014,30/11/2016,,,30/11/2016, Quo Immus Ltd
5638,E-Tendering software,Procurement,Corporate Procurement Services,Gillian Maxwell,Not allocated,,No,Yes,No,No,Goods/Service,Expenditure,"£ 10,000","£ 10,000",£ 0,48,No,No,Budget Holder Approval,,01/01/2015,31/12/2018,,,, EU Supply
5637,Yard gate works,Technical and Service Support,Property Strategic Planning,Paula Taylor,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 21,860","£ 27,775","(£ 5,915)",3,No,No,Delegated Authority,,08/01/2015,26/03/2015,,,26/03/2015, B Nokes Contracts Ltd
5636,Boundary works,Technical and Service Support,Property Strategic Planning,Paula Taylor,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 27,870","£ 40,535","(£ 12,665)",1,No,No,Delegated Authority,,08/01/2015,02/02/2015,,,02/02/2015, B Nokes Contracts Ltd
5635,NOG Sharepoint,Strategy and Inclusion,Corporate Procurement Services,Ian Mcdonell,Not allocated,,No,Yes,Yes,No,Goods/Service,Expenditure,"£ 165,000","£ 165,000",£ 0,30,No,No,Head of Procurement approval for single tender action,,13/10/2014,31/03/2017,,,, BlueSky Sharepoint Consulting Ltd
5633,Citrix NetScaler and Associated Maintenance,Information and Communications Technology ,ICT Management,Julian Martin,Not allocated,,No,Yes,No,No,Goods/Service,Expenditure,"£ 76,181","£ 76,181",£ 0,36,No,No,Budget Holder Approval,CCS RM721/L1 (CITHS),09/10/2014,08/10/2017,,,, Kelway UK Ltd
5631,De-polluted cars,Procurement,Corporate Procurement Services,Gillian Maxwell,Not allocated,,No,Yes,Yes,No,Goods/Service,Expenditure,£ 0,£ 0,£ 0,36,No,No,Budget Holder Approval,,01/02/2015,31/01/2018,,,, E&SB Davis
5630,Heating Works,Technical and Service Support,Property Strategic Planning,Ian McLaughlin,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 236,225","£ 250,000","(£ 13,775)",4,No,No,Delegated Authority,,01/12/2014,31/03/2015,,,31/03/2015, Bennett Mechanical Services Ltd
5629,Space rationalisation project phase 2,Technical and Service Support,Property Strategic Planning,Marguerite Cameron,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,"£ 56,623","£ 50,000","£ 6,623",3,No,No,Budget Holder Approval,,03/11/2014,02/02/2015,,,02/02/2015, London Fit Out Ltd
5627,A study into the experience and the operation of the Regulatory Reform (Fire Safety) Order 2005 in London,Fire Safety (Statutory and Community),Strategy Risk and Engagement,Paul Davies,Not allocated,,No,Yes,No,No,Goods/Service,Expenditure,"£ 35,046","£ 50,000","(£ 14,954)",36,No,No,Budget Holder Approval,,07/12/2014,06/12/2017,,,, BRE Global Ltd
5626,Direct fired water heater replacement,Technical and Service Support,Property Project Delivery,John Allen,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 19,796","£ 19,796",£ 0,1,No,No,Head of Procurement approval for single tender action,,08/08/2014,15/08/2014,,,15/08/2014, Moolands Ltd
5625,"Supply, Delivery, Collection and Disposal of Firefighting Foam and Containers",Operations Directorate,Career Breaks,Catherine Bray,Anouska Herman,Yes,No,Yes,Yes,No,Goods/Service,Expenditure,"£ 60,000",£ 0,"£ 60,000",36,No,No,Delegated Authority,,17/04/2015,16/04/2018,,,, Angus Fire
5624,"Supply, Delivery, Collection and Disposal of Firefighting Foam and Containers","Operations, Prevention and Response",Corporate Procurement Services,Catherine Bray,Not allocated,,No,Yes,Yes,No,Goods/Service,Expenditure,£ 0,£ 0,£ 0,36,No,No,Head of Procurement approval for single tender action,,17/04/2015,16/04/2018,,,, Auxquimia S.A
5623,Provision of Server Equipment,Information and Communications Technology ,ICT Management,Julian Martin,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,"£ 256,633","£ 250,000","£ 6,633",12,No,No,Budget Holder Approval,CCS RM721/L2 (CITHS),23/01/2015,22/01/2016,,,22/01/2016, Computacenter 
5622,Relocation of Portacabin,Technical and Service Support,Property Strategic Planning,Ian McLaughlin,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 47,420","£ 80,482","(£ 33,062)",1,No,No,Budget Holder Approval,,01/10/2014,31/10/2014,,,31/10/2014, B Nokes Contracts Limited
5621,Provision of merchandising and promotional items,Communications,Internal Communications and Events,Emma Francis,Not allocated,,No,Yes,No,No,Goods/Service,Expenditure,"£ 120,000","£ 120,000",£ 0,48,No,No,Committee Decision,,15/12/2014,14/12/2018,,,, Supplies Team
5620,Supply of high visibility surcoats and role badge inserts,Operational Policy,Incident Communications,Gary Hopkins,Not allocated,,No,Yes,No,No,Goods/Service,Expenditure,£ 0,£ 0,£ 0,60,No,No,Budget Holder Approval,,10/09/2015,09/09/2020,,,, B & A Textiles Ltd
5619,Temporary Labour,Human Resources Management,Employment Relations,Simon Bampfylde,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,£ 0,£ 0,£ 0,24,No,No,Committee Decision,,30/07/2014,31/07/2016,,,12/01/2016, Adecco UK  Ltd
5618,Supply of project management services for space rationalisation,Technical and Service Support,Property Strategic Planning,Marguerite Cameron,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,"£ 60,000","£ 60,000",£ 0,0,No,No,Delegated Authority,,23/07/2014,23/07/2014,,,23/07/2014, Burke Hunter Adams LLP
5616,RE-FIT Phase 3,Technical and Service Support,Property Operations Management,Lloyd Bentley,Not allocated,,No,Yes,No,No,Works,Expenditure,"£ 1,842,667","£ 1,842,667",£ 0,36,No,No,Budget Holder Approval,Refit,01/04/2015,31/03/2018,,,, Imtech
5615,Electric Vehicle Chargepoints,Operations Directorate,FSR Management Group,Paul Jennings,Dean Kinsella,Yes,No,Yes,No,No,Goods/Service,Expenditure,"£ 50,000","£ 790,000","(£ 740,000)",44,No,No,Committee Decision,Buy for Good (C0096),11/08/2014,31/03/2018,,,, Chargemaster Plc
5613,Heating works,Technical and Service Support,Property Strategic Planning,Ian McLaughlin,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 99,028","£ 81,843","£ 17,185",2,No,No,Delegated Authority,,08/09/2014,03/11/2014,,,03/11/2014, Purdy Contracts Ltd
5612,Business Name Dataset Compatible with AddressBase Premium,Information and Communications Technology ,Process & System Improvement Team,Christopher O'Connor,Not allocated,,No,Yes,Yes,No,Goods/Service,Expenditure,"£ 43,000","£ 100,000","(£ 57,000)",24,Yes,No,Budget Holder Approval,,01/11/2014,31/10/2016,01/11/2016,31/10/2018,, Aligned Assets Ltd
5611,Consultancy services to review air conditioning system in Main Equipment Room(MER),Technical and Service Support,Property Strategic Planning,Ian McLaughlin,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,"£ 16,500","£ 16,500",£ 0,12,No,No,Head of Procurement approval for single tender action,,02/06/2014,01/06/2015,,,01/06/2015, DJW & Associates Ltd
5610,Heating works,Technical and Service Support,Property Strategic Planning,Ian McLaughlin,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 158,316","£ 184,800","(£ 26,484)",3,No,No,Delegated Authority,,18/08/2014,07/11/2014,,,07/11/2014, Rolfe Contracting Limited
5609,CHP Installation,Technical and Service Support,Property Operations Management,Lloyd Bentley,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 69,520","£ 55,870","£ 13,650",2,No,No,Delegated Authority,,15/06/2014,31/07/2014,,,31/07/2014, REAM Contracts Ltd
5608,Detailed survey and report on grey water recycling installation,Technical and Service Support,Leavers,Paul Monforte,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,"£ 13,500","£ 13,500",£ 0,1,No,No,Head of Procurement approval for single tender action,,20/05/2014,20/06/2014,,,20/06/2014, Artic Building Services Ltd
5607,Liquid Tight Suits,Strategy and Inclusion,Strategy Risk and Engagement,Philip Prior,Not allocated,,No,Yes,Yes,No,Goods/Service,Expenditure,"£ 120,000","£ 120,000",£ 0,36,Yes,No,Budget Holder Approval,,01/10/2014,30/09/2017,01/10/2017,30/09/2018,, Respirex International 
5606,Replacement Heating & Associated Works,Technical and Service Support,Property Strategic Planning,Paula Taylor,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 176,229","£ 150,000","£ 26,229",3,No,No,Delegated Authority,,05/06/2014,29/08/2014,,,29/08/2014, Ream Contract Ltd
5605,Appliance Bay Floor,Technical and Service Support,Property Project Delivery,David Attfield,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 67,253","£ 133,000","(£ 65,747)",1,No,No,Delegated Authority,,28/07/2014,01/09/2014,,,01/09/2014, Richo Limited
5604,Fire Safety Works,Technical and Service Support,Property Strategic Planning,Ian McLaughlin,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 99,628","£ 106,893","(£ 7,265)",1,No,No,Delegated Authority,,10/09/2014,09/10/2014,,,09/10/2014, B Nokes Contracts Ltd
5603,Motorisation of Gates,Technical and Service Support,Agency Leavers,L GRIMWOOD,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 46,886","£ 50,000","(£ 3,114)",1,No,No,Delegated Authority,,04/11/2014,04/12/2014,,,04/12/2014, H&V Building Services Ltd
5602,E-recruitment ,Human Resources Management,Personal Development,Angela Hale,Dean Kinsella,Yes,No,Yes,No,No,Goods/Service,Expenditure,"£ 30,500","£ 25,000","£ 5,500",0,No,No,Head of Procurement approval for single tender action,,01/04/2014,31/03/2018,,,," TMP (UK) Ltd, 6 Stages Ltd"
5601,"Risk, Assurance & Technical Authoring",Strategy and Inclusion,Corporate Procurement Services,Gillian Maxwell,Not allocated,,Yes,Yes,No,No,Goods/Service,Expenditure,"£ 800,000","£ 800,000",£ 0,48,No,No,Committee Decision,,06/06/2014,05/06/2018,,,," Serco Ltd, DNV Ltd, Slate Marketing Ltd"
5600,Consultancy services to assist with management review,Human Resources Management,Commissioner & Directors,James Dalgleish,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,"£ 22,500","£ 22,500",£ 0,1,No,No,Head of Procurement approval for single tender action,,24/04/2014,23/05/2014,,,23/05/2014, Hay Group
5599,Consultancy to undertake a high level feasibility study to inform a funding bid to DCLG,Technical and Service Support,Property Strategic Planning,Marguerite Cameron,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,"£ 12,000","£ 12,000",£ 0,1,No,No,Head of Procurement approval for single tender action,,17/02/2014,15/03/2014,,,15/03/2014, Turner & Townsend Project Management
5598,Yard gate works,Technical and Service Support,Property Strategic Planning,Ian McLaughlin,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 17,060","£ 30,800","(£ 13,740)",1,No,No,Delegated Authority,,08/09/2014,19/09/2014,,,19/09/2014, B Nokes Contracts Ltd
5594,L8 remedial works,Technical and Service Support,Property Project Delivery,John Allen,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 11,245","£ 11,245",£ 0,1,No,No,Head of Procurement approval for single tender action,,31/01/2014,14/02/2014,,,14/02/2014, Moolands Ltd
5593,Boiler works,Technical and Service Support,Property Project Delivery,John Allen,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 11,427","£ 11,427",£ 0,1,No,No,Head of Procurement approval for single tender action,,31/01/2014,14/02/2014,,,14/02/2014, Moolands Ltd
5592,Kitchen ventilation system works,Technical and Service Support,Property Project Delivery,John Allen,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 68,085","£ 68,085",£ 0,2,No,No,Head of Procurement approval for single tender action,,31/01/2014,28/03/2014,,,28/03/2014, CK Direct (Peterborough) Ltd
5591,FirstDefender portable spectrometer,Operational Policy,Hazmat Policy,David Topping,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,"£ 34,000","£ 34,000",£ 0,2,No,No,Budget Holder Approval,,06/02/2014,01/04/2014,,,01/04/2014, HazmatLINK Ltd
5590,St Columba - Radio Mast Refurbishment,Technical and Service Support,Property Project Delivery,Lakin Arrowsmith,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 39,915","£ 52,000","(£ 12,085)",2,No,No,Delegated Authority,,30/09/2014,30/11/2014,,,30/11/2014, F.A CLOVER & SON LTD
5589,Provision of Office Relocation and Installation Services,Technical and Service Support,Agency Leavers,John Grey,Not allocated,,No,Yes,Yes,Yes,Goods/Service,Expenditure,£ 0,£ 0,£ 0,12,No,No,Committee Decision,TfL 90208,01/04/2014,31/03/2015,,,31/03/2015, Harris Installation Services Limited
5588,Sprinkler Part Funding Competition,Fire Safety (Statutory and Community),CS Policy and Projects,Kathryn Bloomfield,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,"£ 180,963","£ 180,963",£ 0,0,No,No,Budget Holder Approval,,16/09/2014,16/09/2014,,,30/10/2015," Croydon Council, LB Barking/Dagenham, LB of Wandsworth, LB of Camden, Harrow Council"
