 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Pro Class
140919,ALPHABET (GB) LIMITED,106632,3,-371.32,VAT CAR LEASING,15/01/2015,,Finance Services,Vehicle Management
140919,ALPHABET (GB) LIMITED,106632,4,371.32,LEASE CAR CHARGES,15/01/2015,,Procurement,Vehicle Management
080115E,SILVERSANDS LIMITED===========,121692,1,950,PURCHASES-SOFTWARE,15/01/2015,950,Information and Communication Technology,ICT
080115E,SILVERSANDS LIMITED===========,121693,1,"1,900.00",PURCHASES-SOFTWARE,15/01/2015,"1,900.00",Information and Communication Technology,ICT
080115C,HAGEMEYER UK LTD==============,132539455,1,"1,330.68",FIRE DETECTORS,15/01/2015,"1,330.68",Operations Non Fire Stations,Building Constr Materials
080115E,DIAMOND BUILD PLC=============,13854,1,"3,203.24",DEVELOPMENT  EXPENSES-CONTRACT,15/01/2015,"3,203.24",Technical and Service Support,"Works - Construction, R&M"
800056028,*NPS (SHOES) LTD,13892,1,29.45,CLOTHING,15/01/2015,"1,616.25",Operations Fire Stations,Clothing
800056028,*NPS (SHOES) LTD,13892,2,29.45,CLOTHING,15/01/2015,,Operations Fire Stations,Clothing
800056028,*NPS (SHOES) LTD,13892,3,29.45,CLOTHING,15/01/2015,,Operations Fire Stations,Clothing
800056028,*NPS (SHOES) LTD,13892,4,35,CLOTHING,15/01/2015,,Operations Fire Stations,Clothing
800056028,*NPS (SHOES) LTD,13892,5,29.45,CLOTHING,15/01/2015,,Operations Fire Stations,Clothing
800056028,*NPS (SHOES) LTD,13892,6,41.1,CLOTHING,15/01/2015,,Operations Fire Stations,Clothing
800056028,*NPS (SHOES) LTD,13892,7,41.1,CLOTHING,15/01/2015,,Command Units,Clothing
800056028,*NPS (SHOES) LTD,13892,8,28.45,CLOTHING,15/01/2015,,Operations Fire Stations,Clothing
800056028,*NPS (SHOES) LTD,13892,9,29.45,CLOTHING,15/01/2015,,Operations Fire Stations,Clothing
800056028,*NPS (SHOES) LTD,13892,10,35,CLOTHING,15/01/2015,,Operations Fire Stations,Clothing
800056028,*NPS (SHOES) LTD,13892,11,41.1,CLOTHING,15/01/2015,,Operations Fire Stations,Clothing
800056028,*NPS (SHOES) LTD,13892,12,41.1,CLOTHING,15/01/2015,,Operations Fire Stations,Clothing
800056028,*NPS (SHOES) LTD,13892,13,30.05,CLOTHING,15/01/2015,,Operations Fire Stations,Clothing
800056028,*NPS (SHOES) LTD,13892,14,30.05,CLOTHING,15/01/2015,,Operations Fire Stations,Clothing
800056028,*NPS (SHOES) LTD,13892,15,30.05,CLOTHING,15/01/2015,,Operations Fire Stations,Clothing
800056028,*NPS (SHOES) LTD,13892,16,30.05,CLOTHING,15/01/2015,,Operations Fire Stations,Clothing
800056028,*NPS (SHOES) LTD,13892,17,30.05,CLOTHING,15/01/2015,,Operations Fire Stations,Clothing
800056028,*NPS (SHOES) LTD,13892,18,30.05,CLOTHING,15/01/2015,,Operations Fire Stations,Clothing
800056028,*NPS (SHOES) LTD,13892,19,30.05,CLOTHING,15/01/2015,,Operations Fire Stations,Clothing
800056028,*NPS (SHOES) LTD,13892,20,30.05,CLOTHING,15/01/2015,,Operations Fire Stations,Clothing
800056028,*NPS (SHOES) LTD,13892,21,29.45,CLOTHING,15/01/2015,,Operations Fire Stations,Clothing
800056028,*NPS (SHOES) LTD,13892,22,29.45,CLOTHING,15/01/2015,,Operations Fire Stations,Clothing
800056028,*NPS (SHOES) LTD,13892,23,29.45,CLOTHING,15/01/2015,,Operations Fire Stations,Clothing
800056028,*NPS (SHOES) LTD,13892,24,29.45,CLOTHING,15/01/2015,,Operations Fire Stations,Clothing
800056028,*NPS (SHOES) LTD,13892,25,29.45,CLOTHING,15/01/2015,,Operations Fire Stations,Clothing
800056028,*NPS (SHOES) LTD,13892,26,35,CLOTHING,15/01/2015,,Operations Fire Stations,Clothing
800056028,*NPS (SHOES) LTD,13892,27,35,CLOTHING,15/01/2015,,Operations Fire Stations,Clothing
800056028,*NPS (SHOES) LTD,13892,28,30.05,CLOTHING,15/01/2015,,Operations Fire Stations,Clothing
800056028,*NPS (SHOES) LTD,13892,29,29.45,CLOTHING,15/01/2015,,Operations Fire Stations,Clothing
800056028,*NPS (SHOES) LTD,13892,30,29.45,CLOTHING,15/01/2015,,Operations Fire Stations,Clothing
800056028,*NPS (SHOES) LTD,13892,31,29.45,CLOTHING,15/01/2015,,Operations Fire Stations,Clothing
800056028,*NPS (SHOES) LTD,13892,32,29.45,CLOTHING,15/01/2015,,Operations Fire Stations,Clothing
800056028,*NPS (SHOES) LTD,13892,33,29.45,CLOTHING,15/01/2015,,Operations Fire Stations,Clothing
800056028,*NPS (SHOES) LTD,13892,34,29.45,CLOTHING,15/01/2015,,Operations Fire Stations,Clothing
800056028,*NPS (SHOES) LTD,13892,35,29.45,CLOTHING,15/01/2015,,Regulatory Fire Safety,Clothing
800056028,*NPS (SHOES) LTD,13892,36,29.45,CLOTHING,15/01/2015,,Regulatory Fire Safety,Clothing
800056028,*NPS (SHOES) LTD,13892,37,29.45,CLOTHING,15/01/2015,,Operations Fire Stations,Clothing
800056028,*NPS (SHOES) LTD,13892,38,29.45,CLOTHING,15/01/2015,,Operations Fire Stations,Clothing
800056028,*NPS (SHOES) LTD,13892,39,29.45,CLOTHING,15/01/2015,,Operations Fire Stations,Clothing
800056028,*NPS (SHOES) LTD,13892,40,29.45,CLOTHING,15/01/2015,,Operations Fire Stations,Clothing
800056028,*NPS (SHOES) LTD,13892,41,29.45,CLOTHING,15/01/2015,,Operations Fire Stations,Clothing
800056028,*NPS (SHOES) LTD,13892,42,29.45,CLOTHING,15/01/2015,,Operations Fire Stations,Clothing
800056028,*NPS (SHOES) LTD,13892,43,29.45,CLOTHING,15/01/2015,,Operations Fire Stations,Clothing
800056028,*NPS (SHOES) LTD,13892,44,29.45,CLOTHING,15/01/2015,,Operations Fire Stations,Clothing
800056028,*NPS (SHOES) LTD,13892,45,29.45,CLOTHING,15/01/2015,,Operations Fire Stations,Clothing
800056028,*NPS (SHOES) LTD,13892,46,29.45,CLOTHING,15/01/2015,,Operations Fire Stations,Clothing
800056028,*NPS (SHOES) LTD,13892,47,29.45,CLOTHING,15/01/2015,,Operations Fire Stations,Clothing
800056028,*NPS (SHOES) LTD,13892,48,29.45,CLOTHING,15/01/2015,,Operations Fire Stations,Clothing
800056028,*NPS (SHOES) LTD,13892,49,29.45,CLOTHING,15/01/2015,,Operations Fire Stations,Clothing
800056028,*NPS (SHOES) LTD,13892,50,29.45,CLOTHING,15/01/2015,,Regulatory Fire Safety,Clothing
800056028,*NPS (SHOES) LTD,13892,51,29.45,CLOTHING,15/01/2015,,Operations Fire Stations,Clothing
800056028,*NPS (SHOES) LTD,13892,52,41.1,CLOTHING,15/01/2015,,Operations Fire Stations,Clothing
080115C,BURKE HUNTER ADAMS LLP,14/097,1,"3,293.29",PROF FEES-MISCELLANEOUS,15/01/2015,"3,293.29",Technical and Service Support,Consultancy
080115C,BUREAU VERITAS HS&E LTD=======,14021143,1,"4,162.90",REPAIR & MAINTENANCE,15/01/2015,"7,829.10",Technical And Service Support,Environmental Services
080115C,BUREAU VERITAS HS&E LTD=======,14021143,2,"3,666.20",REPAIR & MAINTENANCE,15/01/2015,,Technical And Service Support,Environmental Services
080115E,OPERATIONAL RESEARCH IN HEALTH,144Y/LFBD4/5,1,"3,200.00",CONSULTANTS,15/01/2015,"3,200.00",Operations Non Fire Stations,Consultancy
140919,NORTON ROSE FULBRIGHT,1452139,1,"4,461.13",PROF FEES-MISCELLANEOUS,15/01/2015,"4,461.13",Technical and Service Support,Consultancy
080115C,RIG EQUIPMENT LTD,1576,1,"2,337.90",CLOTHING,15/01/2015,"2,346.23",Mass Casualty Response Project,Fire & Rescue
080115C,RIG EQUIPMENT LTD,1576,2,8.33,CLOTHING,15/01/2015,,Mass Casualty Response Project,Fire & Rescue
080115E,HARRIS INSTALLATION SERVICES,17126,1,305.15,REMOVALS,15/01/2015,305.15,Technical And Service Support,Facilities & Management S
080115E,HARRIS INSTALLATION SERVICES,17141,1,528,OFFICE FURNITURE,15/01/2015,528,Technical And Service Support,Facilities & Management S
080115E,HARRIS INSTALLATION SERVICES,17181,1,"8,195.92",REMOVALS,15/01/2015,"8,195.92",Technical And Service Support,Facilities & Management S
120115C,HARRIS INSTALLATION SERVICES,17221,1,"1,907.72",REMOVALS,15/01/2015,"1,907.72",Technical And Service Support,Facilities & Management S
140917,EDF ENERGY===================,1785676856,1,"1,119.63",ELECTRICITY,15/01/2015,"1,119.63",Technical And Service Support,Utilities
140917,EDF ENERGY===================,1785907951,1,"3,087.17",ELECTRICITY,15/01/2015,"3,087.17",Technical And Service Support,Utilities
140917,EDF ENERGY===================,1786209552,1,"8,332.23",ELECTRICITY,15/01/2015,"8,332.23",Technical And Service Support,Utilities
140917,EDF ENERGY===================,1786484452,1,432.67,ELECTRICITY,15/01/2015,"4,326.67",Technical And Service Support,Utilities
140917,EDF ENERGY===================,1786484452,2,"3,894.00",ELECTRICITY,15/01/2015,,Technical And Service Support,Utilities
140917,EDF ENERGY===================,1793376249,1,"11,211.74",ELECTRICITY,15/01/2015,"11,211.74",Technical And Service Support,Utilities
080115E,COMMUNITIES & LOCAL GOVERNMENT,1800020958,1,"122,993.53",RADIO,15/01/2015,"136,342.33",Information and Communication Technology,ICT
080115E,COMMUNITIES & LOCAL GOVERNMENT,1800020958,2,"8,416.82",RADIO,15/01/2015,,Information and Communication Technology,ICT
080115E,COMMUNITIES & LOCAL GOVERNMENT,1800020958,3,"4,931.98",RADIO,15/01/2015,,Information and Communication Technology,ICT
140917,EDF ENERGY===================,1813823644,1,"16,590.48",ELECTRICITY,15/01/2015,"16,590.48",Technical And Service Support,Utilities
120115C,CHAIN GANG,20602,1,522.26,POSTAL SERVICES,15/01/2015,522.26,Strategy & Performance,Mail Services
140919,MISS SARAH LE FEVRE===========,235046,1,"1,995.00",PROFESSIONAL FEES ENFORCEMENT,15/01/2015,"1,995.00",Legal & Democratic Services,Legal Services
080115E,CHARTERBRAE LIMITED===========,24182,1,343.95,PURCHASES-FURNITURE,15/01/2015,343.95,Property PFI,Furniture
080115C,B NOKES CONTRACTS LTD,2520,1,840,PURCHASES-COMPUTER/EQUIPMENT,15/01/2015,840,Property PFI,"Works - Construction, R&M"
080115C,B NOKES CONTRACTS LTD,2521,1,"1,087.00",DAY TO DAY MINOR IMPS,15/01/2015,"1,087.00",Property PFI,"Works - Construction, R&M"
080115C,B NOKES CONTRACTS LTD,2523,1,"1,570.00",DAY TO DAY MINOR IMPS,15/01/2015,"1,570.00",Property PFI,"Works - Construction, R&M"
080115C,B NOKES CONTRACTS LTD,2524,1,"6,202.50",STRATEGIC (NON CYCLICAL),15/01/2015,"6,202.50",Technical and Service Support,"Works - Construction, R&M"
080115C,B NOKES CONTRACTS LTD,2525,1,"7,749.00",STRATEGIC (NON CYCLICAL),15/01/2015,"7,749.00",Technical and Service Support,"Works - Construction, R&M"
080115C,B NOKES CONTRACTS LTD,2526,1,673,STRATEGIC (NON CYCLICAL),15/01/2015,"3,583.50",Technical and Service Support,"Works - Construction, R&M"
080115C,B NOKES CONTRACTS LTD,2526,2,"2,910.50",STRATEGIC (NON CYCLICAL),15/01/2015,,Technical and Service Support,"Works - Construction, R&M"
080115C,B NOKES CONTRACTS LTD,2531,1,"1,185.00",STRATEGIC (NON CYCLICAL),15/01/2015,"1,185.00",Technical And Service Support,"Works - Construction, R&M"
080115C,B NOKES CONTRACTS LTD,2533,1,627,STRATEGIC (NON CYCLICAL),15/01/2015,627,Technical and Service Support,"Works - Construction, R&M"
080115C,B NOKES CONTRACTS LTD,2534,1,"4,479.75",STRATEGIC (NON CYCLICAL),15/01/2015,"4,479.75",Technical and Service Support,"Works - Construction, R&M"
080115C,B NOKES CONTRACTS LTD,2535,1,"1,236.50",STRATEGIC (NON CYCLICAL),15/01/2015,"1,236.50",Technical and Service Support,"Works - Construction, R&M"
080115C,B NOKES CONTRACTS LTD,2536,1,549.25,STRATEGIC (NON CYCLICAL),15/01/2015,549.25,Technical and Service Support,"Works - Construction, R&M"
080115C,B NOKES CONTRACTS LTD,2537,1,"1,121.50",STRATEGIC (NON CYCLICAL),15/01/2015,"1,121.50",Technical and Service Support,"Works - Construction, R&M"
080115C,B NOKES CONTRACTS LTD,2538,1,420,STRATEGIC (NON CYCLICAL),15/01/2015,420,Technical and Service Support,"Works - Construction, R&M"
080115C,B NOKES CONTRACTS LTD,2539,1,768,STRATEGIC (NON CYCLICAL),15/01/2015,768,Technical and Service Support,"Works - Construction, R&M"
140917,THAMES WATER UTILITIES LTD====,25747-00531A,1,574.75,WATER & SEWERAGE RATES,15/01/2015,574.75,Technical And Service Support,Utilities
800054065,ADECCO UK LIMITED=============,26926739,1,612.15,FRS STAFF AGENCY,15/01/2015,612.15,Procurement,Human Resources
800056988,ADECCO UK LIMITED=============,26948913,1,"1,835.15",FRS STAFF AGENCY,15/01/2015,"1,835.15",Vehicle & Equipment Programme,Human Resources
800056989,ADECCO UK LIMITED=============,26956385,1,"1,835.15",FRS STAFF AGENCY,15/01/2015,"1,835.15",Vehicle & Equipment Programme,Human Resources
800057014,ADECCO UK LIMITED=============,26956399,1,531.6,FRS STAFF AGENCY,15/01/2015,531.6,Mobilising,Human Resources
800056990,ADECCO UK LIMITED=============,26963808,1,"1,835.15",FRS STAFF AGENCY,15/01/2015,"1,835.15",Vehicle & Equipment Programme,Human Resources
800057015,ADECCO UK LIMITED=============,26963822,1,354.4,FRS STAFF AGENCY,15/01/2015,354.4,Mobilising,Human Resources
800056991,ADECCO UK LIMITED=============,26971951,1,"1,835.15",FRS STAFF AGENCY,15/01/2015,"1,835.15",Vehicle & Equipment Programme,Human Resources
800057016,ADECCO UK LIMITED=============,26971964,1,531.6,FRS STAFF AGENCY,15/01/2015,531.6,Mobilising,Human Resources
800057017,ADECCO UK LIMITED=============,26979155,1,354.4,FRS STAFF AGENCY,15/01/2015,354.4,Mobilising,Human Resources
800056994,ADECCO UK LIMITED=============,26994115,1,"1,835.15",FRS STAFF AGENCY,15/01/2015,"1,835.15",Vehicle & Equipment Programme,Human Resources
800057018,ADECCO UK LIMITED=============,26994119,1,531.6,FRS STAFF AGENCY,15/01/2015,531.6,Mobilising,Human Resources
800057019,ADECCO UK LIMITED=============,27002211,1,531.6,FRS STAFF AGENCY,15/01/2015,531.6,Mobilising,Human Resources
800056659,ADECCO UK LIMITED=============,27002223,1,714.56,FRS STAFF AGENCY,15/01/2015,714.56,Vehicle & Equipment Programme,Human Resources
800056996,ADECCO UK LIMITED=============,27008880,1,"1,835.15",FRS STAFF AGENCY,15/01/2015,"1,835.15",Vehicle & Equipment Programme,Human Resources
800057020,ADECCO UK LIMITED=============,27008884,1,354.4,FRS STAFF AGENCY,15/01/2015,354.4,Mobilising,Human Resources
800056704,ADECCO UK LIMITED=============,27008892,1,893.2,FRS STAFF AGENCY,15/01/2015,893.2,Vehicle & Equipment Programme,Human Resources
800056997,ADECCO UK LIMITED=============,27015839,1,"1,835.15",FRS STAFF AGENCY,15/01/2015,"1,835.15",Vehicle & Equipment Programme,Human Resources
800057021,ADECCO UK LIMITED=============,27015843,1,708.8,FRS STAFF AGENCY,15/01/2015,708.8,Mobilising,Human Resources
800056749,ADECCO UK LIMITED=============,27015851,1,893.2,FRS STAFF AGENCY,15/01/2015,893.2,Vehicle & Equipment Programme,Human Resources
800056998,ADECCO UK LIMITED=============,27022901,1,"1,835.15",FRS STAFF AGENCY,15/01/2015,"1,835.15",Vehicle & Equipment Programme,Human Resources
800056800,ADECCO UK LIMITED=============,27022912,1,893.2,FRS STAFF AGENCY,15/01/2015,893.2,Vehicle & Equipment Programme,Human Resources
800056944,ADECCO UK LIMITED=============,27029361,1,374.64,FRS STAFF AGENCY,15/01/2015,374.64,Operations Non Fire Stations,Human Resources
120115C,VIGILANCE PROPERTIES,2874,1,"4,625.00",PREMISES SECURITY,15/01/2015,"4,625.00",Technical and Service Support,Facilities & Management S
120115C,VIGILANCE PROPERTIES,2875,1,"4,625.00",PREMISES SECURITY,15/01/2015,"4,625.00",Technical and Service Support,Facilities & Management S
120115C,VIGILANCE PROPERTIES,2876,1,"6,937.50",PREMISES SECURITY,15/01/2015,"6,937.50",Technical and Service Support,Facilities & Management S
120115C,VIGILANCE PROPERTIES,2877,1,"4,625.00",PREMISES SECURITY,15/01/2015,"4,625.00",Technical and Service Support,Facilities & Management S
120115C,VIGILANCE PROPERTIES,2878,1,"4,625.00",PREMISES SECURITY,15/01/2015,"4,625.00",Technical and Service Support,Facilities & Management S
120115C,VIGILANCE PROPERTIES,2879,1,"4,625.00",PREMISES SECURITY,15/01/2015,"4,625.00",Technical and Service Support,Facilities & Management S
120115C,VIGILANCE PROPERTIES,2880,1,"7,500.00",PREMISES SECURITY,15/01/2015,"7,500.00",Technical And Service Support,Facilities & Management S
120115C,VIGILANCE PROPERTIES,2881,1,"4,625.00",PREMISES SECURITY,15/01/2015,"4,625.00",Technical and Service Support,Facilities & Management S
120115C,VIGILANCE PROPERTIES,2882,1,"4,625.00",PREMISES SECURITY,15/01/2015,"4,625.00",Technical and Service Support,Facilities & Management S
120115C,VIGILANCE PROPERTIES,2884,1,"4,625.00",PREMISES SECURITY,15/01/2015,"4,625.00",Technical And Service Support,Facilities & Management S
120115C,VIGILANCE PROPERTIES,2885,1,"4,625.00",PREMISES SECURITY,15/01/2015,"4,625.00",Technical and Service Support,Facilities & Management S
080115C,STORM TECHNOLOGIES============,304827,1,"1,064.85",ACQUISITIONS,15/01/2015,"1,277.82",Information and Communication Technology,ICT
080115C,STORM TECHNOLOGIES============,304827,2,212.97,ACQUISITIONS,15/01/2015,,Information and Communication Technology,ICT
090115C,FRS COUNTRYWEAR LTD===========,306172,1,"1,032.00",UNIFORMS - POMS,15/01/2015,"1,032.00",Procurement,Clothing
090115C,FRS COUNTRYWEAR LTD===========,316829,1,154.8,UNIFORMS - POMS,15/01/2015,340.56,Procurement,Clothing
090115C,FRS COUNTRYWEAR LTD===========,316829,2,185.76,UNIFORMS - POMS,15/01/2015,,Procurement,Clothing
090115C,EUROLOOS LTD,33461,1,850,OPERATIONAL EQUIP-PURCHASE,15/01/2015,850,Operations Non Fire Stations,Facilities & Management S
080115C,CARPETS & FLOOR COVERS DIRECT=,3405,1,"2,868.56",STRATEGIC (NON CYCLICAL),15/01/2015,"9,367.12",Technical and Service Support,Building Constr Materials
080115C,CARPETS & FLOOR COVERS DIRECT=,3405,2,"6,238.56",STRATEGIC (NON CYCLICAL),15/01/2015,,Technical and Service Support,Building Constr Materials
080115C,CARPETS & FLOOR COVERS DIRECT=,3405,3,260,STRATEGIC (NON CYCLICAL),15/01/2015,,Technical and Service Support,Building Constr Materials
080115E,CARPETS & FLOOR COVERS DIRECT=,3408,1,350,TACTICAL DAY TO DAY,15/01/2015,350,Technical And Service Support,Building Constr Materials
120115C,CARPETS & FLOOR COVERS DIRECT=,3419,1,"2,159.00",STRATEGIC (NON CYCLICAL),15/01/2015,"2,159.00",Technical And Service Support,Building Constr Materials
120115C,MCGRATH BROS (WASTE CONTROL) L,345194,1,273,REFUSE COLLECTION,15/01/2015,273,Technical And Service Support,Environmental Services
120115C,MCGRATH BROS (WASTE CONTROL) L,347322,1,500,REFUSE COLLECTION,15/01/2015,500,Technical And Service Support,Environmental Services
080115C,PLASTOR=======================,38130,1,249.72,PROF FEES-MISCELLANEOUS,15/01/2015,289.72,Technical and Service Support,Fire & Rescue
080115C,PLASTOR=======================,38130,2,40,PROF FEES-MISCELLANEOUS,15/01/2015,,Technical and Service Support,Fire & Rescue
080115E,COMPUTACENTRE================,3880366454,1,"6,188.00",ACQUISITIONS,15/01/2015,"6,188.00",Operational Resilience,ICT
080115E,COMPUTACENTRE================,3880366455,1,"1,068.00",ACQUISITIONS,15/01/2015,"1,068.00",Operational Resilience,ICT
120115C,CANON (UK) LTD===============,401604806,1,484.07,OFFICE EQUIPMENT,15/01/2015,512.17,Technical And Service Support,ICT
120115C,CANON (UK) LTD===============,401604806,2,28.1,OFFICE EQUIPMENT,15/01/2015,,Technical And Service Support,ICT
090115C,CANON (UK) LTD===============,401607410,1,23.28,OFFICE EQUIPMENT,15/01/2015,471.72,Mobilising,ICT
090115C,CANON (UK) LTD===============,401607410,2,448.44,OFFICE EQUIPMENT,15/01/2015,,Mobilising,ICT
080115C,DUE NORTH LTD=================,4043,1,"2,450.01",SUBSCRIPTIONS,15/01/2015,"2,450.01",Procurement,Financial Services
080115C,FOCUS & VISION TECHNOLOGY LTD,43801,1,515.48,MEDICAL EXPENSES CONTRACT,15/01/2015,515.48,HR Excluding Secondments,Healthcare
080115C,FOCUS & VISION TECHNOLOGY LTD,43859,1,266.28,MEDICAL EXPENSES CONTRACT,15/01/2015,266.28,HR Excluding Secondments,Healthcare
080115C,FOCUS & VISION TECHNOLOGY LTD,43962,1,772.94,MEDICAL EXPENSES CONTRACT,15/01/2015,772.94,HR Excluding Secondments,Healthcare
080115C,FOCUS & VISION TECHNOLOGY LTD,43973,1,603.6,MEDICAL EXPENSES CONTRACT,15/01/2015,603.6,HR Excluding Secondments,Healthcare
080115C,FOCUS & VISION TECHNOLOGY LTD,44003,1,746.2,MEDICAL EXPENSES CONTRACT,15/01/2015,746.2,HR Excluding Secondments,Healthcare
090115C,WILLIAM SUGDEN & SONS LTD=====,48976,1,785,UNIFORMS - POMS,15/01/2015,785,Procurement,Clothing
120115C,MARTIN LAVELL LTD=============,60254,1,320.25,BOOKS & JOURNALS,15/01/2015,320.25,Communications,Education
140917,ESSEX & SUFFOLK WATER PLC=====,60311490001XP,1,"1,585.51",WATER & SEWERAGE RATES,15/01/2015,"1,585.51",Technical And Service Support,Utilities
080115E,URS SCOTT WILSON LIMITED,6055726,1,"1,716.76",PROF FEES-MISCELLANEOUS,15/01/2015,"1,716.76",Technical and Service Support,Consultancy
080115E,URS SCOTT WILSON LIMITED,6121971,1,"9,932.52",PROF FEES-MISCELLANEOUS,15/01/2015,"9,932.52",Technical and Service Support,Consultancy
120115C,URS SCOTT WILSON LIMITED,6129332,1,"3,914.48",PROF FEES-MISCELLANEOUS,15/01/2015,"3,914.48",Technical and Service Support,Consultancy
080115C,CONTRACT CATERING CONSULTANTS=,6287,1,500,CONSULTANTS,15/01/2015,500,Technical And Service Support,Catering
