IncidentNumber,FinalDescription [at time of mobilisation],DDDateTimeOfCall,IncType,Motive,ActionParent [firefighting action],[Firefighting] Action,PropertyType,ParentPropertyType,PropertyClass,AtStopDamageSpreadSize,OrganisationName,OrganisationDetail,SaonDescription,StreetDescriptor,PostCode,IncGeo_BoroughName,IncGeo_WardName,LondonBorough,MainCause,LocationFireStarted,LocationOfFirestartOther,MainCauseGroup,IgnitionSourceGroup,WereActiveSafetySystemsPresent,NumberOfFireFightingSystems
094433-13072017,FIRE IN KITCHEN,13/07/2017 10:49,Primary Fire,Accidental,None,Burned out (Allowed to burn under control),Pre School/nursery ,Education,Non Residential,Limited to item 1st ignited,SIDINGS PLAYGROUP,,,BRASSEY ROAD,NW6 2BA,CAMDEN,FORTUNE GREEN,Inner London,Unsafe use of equipment or appliance (heat source),Kitchen,,Human Element,Cooker,No,0
095090-14072017,FIRE IN CHILDRENS NURSERY,14/07/2017 17:40,Primary Fire,Accidental,"Hosereels, jets, monitors",Hosereel (high pressure) (HRJ) - tank supply only,Pre School/nursery ,Education,Non Residential,Limited to room of origin,TOUCAN DAY NURSERY,,TOUCAN DAY NURSERY,TEALE STREET,E2 8RA,HACKNEY,HAGGERSTON,Inner London,Accumulation of flammable material,Utility room,,Human Element,White goods,No,0
098732-21072017,AFA ACTUATING,21/07/2017 09:58,Primary Fire,Accidental,None,No firefighting,Pre School/nursery ,Education,Non Residential,Limited to item 1st ignited,MENORAH PRIMARY SCHOOL,,,THE DRIVE,NW11 9SP,BARNET,GOLDERS GREEN,Outer London,Unsafe use of equipment or appliance (heat source),Office,,Human Element,Cooker,No,0
100570-25072017,AFA ACTUATING,25/07/2017 12:28,Primary Fire,Deliberate,None,No firefighting,Secondary school,Education,Non Residential,Limited to item 1st ignited,MENORAH GRAMMAR SCHOOL,,,ABBOTS ROAD,HA8 0QS,BARNET,BURNT OAK,Outer London,Heat source and combustibles brought together deliberately,Corridor/Hall,,Human Element,Matches and Candles,No,0
111652-18082017,FIRE,18/08/2017 10:25,Primary Fire,Accidental,None,No firefighting,Secondary school,Education,Non Residential,Limited to item 1st ignited,RUISLIP HIGH SCHOOL,,,SIDMOUTH DRIVE,HA4 0BY,HILLINGDON,MANOR,Outer London,Faulty fuel supplies – Electricity,Bathroom/Toilet,,Faulty Appliance or Supply,Electrical distribution,No,0
112950-21082017,AFA ACTUATING,21/08/2017 09:35,Primary Fire,Accidental,None,No firefighting,Infant/Primary school,Education,Non Residential,Limited to item 1st ignited,GEORGE CAREY C OF E PRIMARY SCHOOL,,GEORGE CAREY CHURCH OF ENGLAND PRIMARY SCHOOL,MINTER ROAD,IG11 0FJ,BARKING AND DAGENHAM,THAMES,Outer London,Cooking – other cooking,Kitchen,,Human Element,Cooker,No,0
118570-01092017,AFA ACTUATING,01/09/2017 23:50,Primary Fire,Accidental,None,No firefighting,Infant/Primary school,Education,Non Residential,Limited to item 1st ignited,MAPLE WALK SCHOOL,,,CROWNHILL ROAD,NW10 4EB,BRENT,HARLESDEN,Outer London,"Overheating, unknown cause",Boiler room,,Faulty Appliance or Supply,Heating appliances,No,0
118789-02092017,WASHING MACHINE ALIGHT,02/09/2017 14:44,Primary Fire,Accidental,None,No firefighting,Infant/Primary school,Education,Non Residential,Limited to item 1st ignited,,,,BRUNTON PLACE,E14 7LL,TOWER HAMLETS,ST. DUNSTAN'S,Inner London,"Overheating, unknown cause",Utility room,,Faulty Appliance or Supply,White goods,No,0
120809-07092017,SMELL OF SMOKE IN CHILDRENS CENTRE,07/09/2017 07:58,Primary Fire,Accidental,None,No firefighting,Pre School/nursery ,Education,Non Residential,Limited to item 1st ignited,,,,FAIRFORD AVENUE,DA7 6QP,BEXLEY,COLYERS,Outer London,Unsafe use of equipment or appliance (heat source),Kitchen,,Human Element,Cooker,No,0
121399-08092017,SMELL OF BURNING AND AFA ACTUATING,08/09/2017 14:38,Primary Fire,Accidental,Small means,Removal from/of heat source,Infant/Primary school,Education,Non Residential,Limited to item 1st ignited,,,,HARLEYFORD ROAD,SE11 5SL,LAMBETH,OVAL,Inner London,Accumulation of flammable material,Meeting room,,Human Element,Cooker,No,0
122739-11092017,AFA ACTUATING AND SMELL OF BURNING,11/09/2017 08:32,Primary Fire,Accidental,Small means,Removal from/of heat source,Pre School/nursery ,Education,Non Residential,Limited to item 1st ignited,TOP TOTS DAYCARE,,,MALLING CLOSE,CR0 7YD,CROYDON,ASHBURTON,Outer London,Combustible articles too close to heat source (or fire),Other,classroom ,Human Element,Heating appliances,No,0
123697-13092017,AFA ACTUATING AND SMOKE ISSUING,13/09/2017 10:16,Primary Fire,Accidental,None,No firefighting,Secondary school,Education,Non Residential,Limited to item 1st ignited,RAVENS WOOD SCHOOL,,,OAKLEY ROAD,BR2 8HP,BROMLEY,BROMLEY COMMON AND KESTON,Outer London,Fault in equipment or appliance,Other,school hall production room,Faulty Appliance or Supply,Electrical distribution,No,0
124065-14092017,FIRE ALL OUT  ANGEL NURSERY,14/09/2017 10:42,Primary Fire,Accidental,None,No firefighting,Infant/Primary school,Education,Non Residential,Limited to room of origin,,,,CHURCHILL GARDENS ESTATE,SW1V 3AG,WESTMINSTER,CHURCHILL,Inner London,Combustible articles too close to heat source (or fire),Kitchen,,Human Element,Cooker,No,0
127530-21092017,AFA ACTUATING   THIS IS  THE QUEENS GATE SCHOOL,21/09/2017 13:13,Primary Fire,Accidental,None,No firefighting,Infant/Primary school,Education,Non Residential,Limited to item 1st ignited,,,,QUEEN'S GATE,SW7 5LF,KENSINGTON AND CHELSEA,COURTFIELD,Inner London,Faulty fuel supplies – Electricity,Kitchen,,Faulty Appliance or Supply,Kitchen appliances,No,0
129841-26092017,FIRE,26/09/2017 10:58,Primary Fire,Accidental,Small means,Disconnection of fuel supply,Pre School/nursery ,Education,Non Residential,,CHESTNUT NURSERY SCHOOL,,,EARLHAM GROVE,E7 9AP,NEWHAM,FOREST GATE SOUTH,Inner London,Faulty fuel supplies – Electricity,Office,,Faulty Appliance or Supply,Electrical distribution,No,0
131214-29092017,FIRE IN GIRLS TOILET AND AFA ACTUATING,29/09/2017 10:52,Primary Fire,Deliberate,Small means,Water - from bucket/containers,Infant/Primary school,Education,Non Residential,Limited to room of origin,,,THOMAS ARNOLD PRIMARY SCHOOL,ROWDOWNS ROAD,RM9 6NH,BARKING AND DAGENHAM,RIVER,Outer London,Heat source and combustibles brought together deliberately,Bathroom/Toilet,,Human Element,Matches and Candles,No,0
139238-16102017,FIRE,16/10/2017 12:43,Primary Fire,Deliberate,None,No firefighting,Secondary school,Education,Non Residential,Limited to room of origin,YOUNG PEOPLES ACADEMY,,,FALLING LANE,UB7 8AB,HILLINGDON,YIEWSLEY,Outer London,Heat source and combustibles brought together deliberately,Other,external wood cladding,Human Element,Other ignition source,No,0
140183-18102017,AFA ACTUATING  FIU REQUESTED FROM SCENE,18/10/2017 11:36,Primary Fire,Deliberate,None,No firefighting,Infant/Primary school,Education,Non Residential,Limited to room of origin,,,,KING DAVID LANE,E1 0EH,TOWER HAMLETS,SHADWELL,Inner London,Heat source and combustibles brought together deliberately,Other,first aid room,Human Element,Other ignition source,No,0
140703-19102017,SMOKE ISSUING FROM OFFICE,19/10/2017 11:47,Primary Fire,Accidental,None,No firefighting,Pre School/nursery ,Education,Non Residential,Limited to item 1st ignited,STANLEY PARK CHILDRENS CENTRE,,,STANLEY PARK ROAD,SM5 3JL,SUTTON,CARSHALTON SOUTH AND CLOCKHOUSE,Outer London,Fault in equipment or appliance,Office,,Faulty Appliance or Supply,Audio-Visual,No,0
142564-23102017,SMOKE ISSUING,23/10/2017 07:06,Primary Fire,Accidental,None,No firefighting,Pre School/nursery ,Education,Non Residential,Limited to item 1st ignited,THE LITTLE ACADEMY NURSERY & PRE-SCHOOL,,,TILLOTSON ROAD,HA3 6PS,HARROW,HATCH END,Outer London,Accumulation of flammable material,Other,Childerns nursery classroom,Human Element,Not confirmed,No,0
149778-06112017,LEAVE INC OPEN  FIRE,06/11/2017 10:36,Primary Fire,Accidental,"Hosereels, jets, monitors",Hosereel (high pressure) (HRJ) - augmented supply,Secondary school,Education,Non Residential,Limited to item 1st ignited,,,,THE RIDE,TW8 9LB,HOUNSLOW,BRENTFORD,Outer London,Fault in equipment or appliance,Office,,Faulty Appliance or Supply,Not confirmed,No,0
151439-09112017,SIX PUMP FIRE ALP X 1  RVP - THE RIDGEWAY OUTSIDE SCHOOL,09/11/2017 21:11,Primary Fire,Accidental,"Hosereels, jets, monitors",Main branch/Jet (J),Infant/Primary school,Education,Non Residential,Limited to floor of origin (not whole building),,,,THE RIDGEWAY,NW7 4ED,BARNET,MILL HILL,Outer London,Combustible articles too close to heat source (or fire),Store room,,Human Element,Not confirmed,No,0
151600-10112017,FIRE IN CLASSROOM,10/11/2017 11:35,Primary Fire,Accidental,None,No firefighting,Secondary school,Education,Non Residential,Limited to room of origin,SHAFTESBURY HIGH SCHOOL,,,LONG ELMES,HA3 6LE,HARROW,HATCH END,Outer London,Cooking – other cooking,Other,classroom,Human Element,Kitchen appliances,No,0
153802-15112017,SMOKE ISSUING FROM TUMBLE DRYER,15/11/2017 10:44,Primary Fire,Not Known,"Hosereels, jets, monitors",Hosereel (high pressure) (HRJ) - tank supply only,Pre School/nursery ,Education,Non Residential,Limited to room of origin,WOODLANDS DAY NURSERY,,,HIGH ROAD,IG8 9HQ,REDBRIDGE,CHURCH END,Outer London,Pending Fire Investigation Team findings,Utility room,,Other,White goods,No,0
154204-16112017,FIRE ALL OUT BRIGADE REQUIRED  - REPORT TO MAIN ENTRANCE,16/11/2017 10:17,Primary Fire,Deliberate,None,No firefighting,Secondary school,Education,Non Residential,Limited to item 1st ignited,ACTON HIGH SCHOOL,,,GUNNERSBURY LANE,W3 8EY,EALING,SOUTH ACTON,Outer London,Heat source and combustibles brought together deliberately,Other,classroom,Human Element,Smoking related,No,0
157027-22112017,FIRE,22/11/2017 11:06,Primary Fire,Deliberate,"Hosereels, jets, monitors",Hosereel (high pressure) (HRJ) - augmented supply,Infant/Primary school,Education,Non Residential,Limited to floor of origin (not whole building),PARK SCHOOL FOR GIRLS,,,PARK AVENUE,IG1 4RS,REDBRIDGE,VALENTINES,Outer London,Heat source and combustibles brought together deliberately,Bathroom/Toilet,,Human Element,Smoking related,No,0
157052-22112017,FIRE,22/11/2017 12:29,Primary Fire,Accidental,"Hosereels, jets, monitors",Hosereel (high pressure) (HRJ) - augmented supply,Pre School/nursery ,Education,Non Residential,Limited to floor of origin (not whole building),,,NURSERY,BURLEIGH GARDENS,N14 5AD,ENFIELD,SOUTHGATE,Outer London,Accumulation of flammable material,Store room,,Human Element,Other ignition source,No,0
157432-23112017,OVEN ALIGHT,23/11/2017 07:51,Primary Fire,Accidental,Small means,Disconnection of fuel supply,Secondary school,Education,Non Residential,Limited to item 1st ignited,,,,FINCHLEY ROAD,NW11 7PE,BARNET,CHILDS HILL,Outer London,Cooking – other cooking,Kitchen,,Human Element,Cooker,No,0
159588-27112017,FIRE,27/11/2017 12:19,Primary Fire,Accidental,None,No firefighting,Infant/Primary school,Education,Non Residential,,,,,STANLEY PARK ROAD,SM5 3HW,SUTTON,WALLINGTON SOUTH,Outer London,Cooking – other cooking,Kitchen,,Human Element,Kitchen appliances,No,0
160943-30112017,MACHINERY ALIGHT,30/11/2017 13:25,Primary Fire,Accidental,None,No firefighting,Secondary school,Education,Non Residential,Limited to item 1st ignited,BURNTWOOD SCHOOL,,,BURNTWOOD LANE,SW17 0AQ,WANDSWORTH,EARLSFIELD,Inner London,Unsafe use of equipment or appliance (heat source),Meeting room,,Human Element,DIY,No,0
163016-04122017,FOUR PUMP FIRE NEAR CHESTERTON ROAD,04/12/2017 20:26,Primary Fire,Accidental,"Hosereels, jets, monitors",Main branch/Jet (J),Secondary school,Education,Non Residential,Limited to room of origin,INSTITUTO ESPANOL,,DOMINICAN CONVENT,PORTOBELLO ROAD,W10 5SZ,KENSINGTON AND CHELSEA,GOLBORNE,Inner London,Fault in equipment or appliance,Meeting room,,Faulty Appliance or Supply,Other item,No,0
163110-05122017,AFA ACTUATING,05/12/2017 00:54,Primary Fire,Accidental,Small means,Disconnection of fuel supply,Secondary school,Education,Non Residential,Limited to item 1st ignited,STATIONERS' CROWN WOOD ACADEMY,,,BEXLEY ROAD,SE9 2PT,GREENWICH,ELTHAM SOUTH,Outer London,Faulty fuel supplies – Electricity,IT server/Mainframe room,,Faulty Appliance or Supply,Electrical distribution,No,0
163329-05122017,AFA ACTUATING   -  THIS IS AT WOODSIDE SCHOOL AND CHILDRENS CENTRE - MAIN SCHOOL BLOCK A BRIDGE SITE,05/12/2017 12:43,Primary Fire,Accidental,None,No firefighting,Infant/Primary school,Education,Non Residential,Limited to item 1st ignited,,,,BARRETT ROAD,E17 3ND,WALTHAM FOREST,WOOD STREET,Outer London,Faulty fuel supplies – Electricity,Bathroom/Toilet,,Faulty Appliance or Supply,Electrical distribution,No,0
164412-07122017,SMELL OF BURNING,07/12/2017 21:56,Primary Fire,Accidental,None,No firefighting,Secondary school,Education,Non Residential,,STANLEY PARK HIGH,,,DAMSON WAY,SM5 4NS,SUTTON,CARSHALTON SOUTH AND CLOCKHOUSE,Outer London,Fault in equipment or appliance,Office,,Faulty Appliance or Supply,Heating appliances,No,0
166391-12122017,AFA ACTUATING,12/12/2017 07:02,Primary Fire,Accidental,None,Burned out (Allowed to burn under control),Secondary school,Education,Non Residential,Limited to item 1st ignited,STATIONERS' CROWN WOOD ACADEMY,,,BEXLEY ROAD,SE9 2PT,GREENWICH,ELTHAM SOUTH,Outer London,Faulty fuel supplies – Electricity,Boiler room,,Faulty Appliance or Supply,Electrical distribution,No,0
166641-12122017,AFA ACTUATING,12/12/2017 16:44,Primary Fire,Accidental,None,No firefighting,Infant/Primary school,Education,Non Residential,Limited to item 1st ignited,MARVELS LANE PRIMARY SCHOOL,,,RIDDONS ROAD,SE12 9RA,LEWISHAM,GROVE PARK,Inner London,"Overheating, unknown cause",Kitchen,,Faulty Appliance or Supply,Cooker,No,0
166935-13122017,AFA   ACTUATING,13/12/2017 09:09,Primary Fire,Accidental,None,No firefighting,Secondary school,Education,Non Residential,Limited to item 1st ignited,LAMBETH ACADEMY,,,ELMS ROAD,SW4 9ET,LAMBETH,CLAPHAM COMMON,Inner London,Combustible articles too close to heat source (or fire),Other,classroom,Human Element,Not confirmed,No,0
167511-14122017,AFA ACTUATING,14/12/2017 11:57,Primary Fire,Accidental,None,No firefighting,Secondary school,Education,Non Residential,Limited to item 1st ignited,ACLAND BURGHLEY SCHOOL,,,BURGHLEY ROAD,NW5 1UJ,CAMDEN,KENTISH TOWN,Inner London,Cooking – other cooking,Canteen/Restaurant,,Human Element,Cooker,No,0
168071-15122017,SMOKE ISSUING FROM BOILER ROOM,15/12/2017 15:19,Primary Fire,Accidental,Portable extinguishers,Dry powder (DP),Secondary school,Education,Non Residential,Limited to item 1st ignited,NORTHWOOD COLLEGE,,,MAXWELL ROAD,HA6 2YE,HILLINGDON,NORTHWOOD,Outer London,Faulty fuel supplies – Electricity,Boiler room,,Faulty Appliance or Supply,Other item,No,0
170099-20122017,SMOKE ISSUING FROM ELECTRICAL JUNCTION BOX,20/12/2017 11:54,Primary Fire,Accidental,Small means,Disconnection of fuel supply,Infant/Primary school,Education,Non Residential,Limited to item 1st ignited,,,,DAGNAM PARK DRIVE,RM3 9DJ,HAVERING,GOOSHAYS,Outer London,Faulty fuel supplies – Electricity,Power house/Plant/Generator,,Faulty Appliance or Supply,Electrical distribution,No,0
003145-08012018,AFA ACTUATING,08/01/2018 12:51,Primary Fire,Accidental,No firefighting,None,Secondary school,Education,Non Residential,Limited to item 1st ignited,ACLAND BURGHLEY SCHOOL,,,BURGHLEY ROAD,NW5 1UJ,CAMDEN,KENTISH TOWN,Inner London,"Overheating, unknown cause",Office,,Faulty Appliance or Supply,Not confirmed,Unknown,0
004399-11012018,FIRE,11/01/2018 09:46,Primary Fire,Accidental,No firefighting,None,Pre School/nursery ,Education,Non Residential,Limited to item 1st ignited,MY LITTLE ANGELS DAY NURSERY,,MY LITTLE ANGELS DAY NURSERY,AVELEY ROAD,RM14 2TN,HAVERING,UPMINSTER,Outer London,Faulty fuel supplies – Electricity,Reception area,,Faulty Appliance or Supply,Electrical distribution,No,0
004439-11012018,ELECTRICAL FIRE,11/01/2018 11:55,Primary Fire,Accidental,No firefighting,None,Infant/Primary school,Education,Non Residential,,MONKS ORCHARD PRIMARY,,,THE GLADE,CR0 7UF,CROYDON,ASHBURTON,Outer London,Faulty fuel supplies – Electricity,Other,Electrical intake room,Faulty Appliance or Supply,Electrical distribution,No,0
007413-18012018,LIGHT FITTING ALIGHT BURSERS OFFICE,18/01/2018 15:47,Primary Fire,Accidental,No firefighting,None,Infant/Primary school,Education,Non Residential,Limited to item 1st ignited,ALL SAINTS C OF E PRIMARY SCHOOL,,,ROTHERFIELD ROAD,SM5 3DW,SUTTON,CARSHALTON CENTRAL,Outer London,Fault in equipment or appliance,Office,,Faulty Appliance or Supply,Lighting,No,0
011839-29012018,FIRE,29/01/2018 04:57,Primary Fire,Accidental,No firefighting,None,Secondary school,Education,Non Residential,Limited to item 1st ignited,,,,HALCOT AVENUE,DA6 7QB,BEXLEY,BARNEHURST,Outer London,Fault in equipment or appliance,Corridor/Hall,,Faulty Appliance or Supply,Lighting,No,0
012766-31012018,AFA ACTUATING POSSIBLY FIRE IN MUSIC ROOM ON GROUND FLOOR,31/01/2018 14:16,Primary Fire,Accidental,No firefighting,None,Secondary school,Education,Non Residential,Limited to item 1st ignited,,,,FRIERN BARNET LANE,N11 3LX,BARNET,COPPETTS,Outer London,Faulty fuel supplies – Electricity,Other,class room,Faulty Appliance or Supply,Lighting,Yes,1
013072-01022018,FIRE 65-67  RAVENSDALE ROAD  - STOP RECEIVED - A311 REQUESTED FOR DRY POWDER EXTINGUISHER,01/02/2018 09:19,Primary Fire,Accidental,CO2 (carbon dioxide),Portable extinguishers,Infant/Primary school,Education,Non Residential,Limited to room of origin,,,,RAVENSDALE ROAD,N16 6TJ,HACKNEY,SPRINGFIELD,Inner London,Faulty fuel supplies – Electricity,Other,Electrical cupboard,Faulty Appliance or Supply,Electrical distribution,No,0
016109-08022018,FIRE ALL OUT,08/02/2018 09:17,Primary Fire,Accidental,No firefighting,None,Infant/Primary school,Education,Non Residential,Limited to item 1st ignited,DUNCOMBE PRIMARY SCHOOL,,,SUSSEX WAY,N19 4JA,ISLINGTON,TOLLINGTON,Inner London,Combustible articles too close to heat source (or fire),Kitchen,,Human Element,Cooker,No,0
016185-08022018,FIRE,08/02/2018 12:54,Primary Fire,Not Known,No firefighting,None,Infant/Primary school,Education,Non Residential,Limited to item 1st ignited,,,,HIGH ROAD,IG8 0PN,REDBRIDGE,MONKHAMS,Outer London,Faulty fuel supplies – Electricity,Store room,,Faulty Appliance or Supply,Electrical distribution,No,0
021605-21022018,FIRE,21/02/2018 10:32,Primary Fire,Accidental,Hosereel (high pressure) (HRJ) - tank supply only,"Hosereels, jets, monitors",Secondary school,Education,Non Residential,Limited to item 1st ignited,HARROW HIGH SCHOOL,,,GAYTON ROAD,HA1 2JG,HARROW,GREENHILL,Outer London,Cooking – other cooking,Other,Classroom cooking lab,Human Element,Cooker,No,0
022441-23022018,AFA ACTUATING,23/02/2018 10:32,Primary Fire,Accidental,Disconnection of fuel supply,Small means,Infant/Primary school,Education,Non Residential,Limited to item 1st ignited,,,,CLYDE STREET,SE8 5LW,LEWISHAM,EVELYN,Inner London,Cooking – chip pan/deep fat fryer,Kitchen,,Human Element,Kitchen appliances,No,0
024459-27022018,FIRE IN LIBRARY,27/02/2018 13:02,Primary Fire,Accidental,No firefighting,None,Secondary school,Education,Non Residential,Limited to item 1st ignited,EDENHAM HIGH SCHOOL,,,ORCHARD WAY,CR0 7NJ,CROYDON,SHIRLEY,Outer London,"Overheating, unknown cause",Other,6th form room,Faulty Appliance or Supply,Audio-Visual,No,0
025468-01032018,AFA ACTUATING,01/03/2018 08:46,Primary Fire,Accidental,No firefighting,None,Secondary school,Education,Non Residential,Limited to item 1st ignited,,,,LLEWELLYN STREET,SE16 4UN,SOUTHWARK,RIVERSIDE,Inner London,Combustible articles too close to heat source (or fire),Other,classroom,Human Element,Other ignition source,No,0
025580-01032018,SMOKE ISSUING IN ELECTRICAL CUPBOARD,01/03/2018 11:45,Primary Fire,Accidental,Removal from/of heat source,Small means,Infant/Primary school,Education,Non Residential,Limited to item 1st ignited,LAUNCELOT PRIMARY SCHOOL,,,LAUNCELOT ROAD,BR1 5EA,LEWISHAM,DOWNHAM,Inner London,Faulty fuel supplies – Electricity,Utility room,,Faulty Appliance or Supply,Electrical distribution,No,0
028634-05032018,FIRE,05/03/2018 14:00,Primary Fire,Accidental,Cutting away,Small means,Pre School/nursery ,Education,Non Residential,External roof only,,,,DULAS STREET,N4 3AF,ISLINGTON,TOLLINGTON,Inner London,Combustible articles too close to heat source (or fire),Roof,,Human Element,Other item,No,0
029066-06032018,FIRE  THIS IS THE PETCHEY ACADEMY BUT ACCESS ON DOWNS PARK ROAD - CALLER WILL MEET YOU,06/03/2018 13:42,Primary Fire,Accidental,Hosereel (low pressure) (HR) - tank supply only,"Hosereels, jets, monitors",Secondary school,Education,Non Residential,Limited to item 1st ignited,,,,DOWNS PARK ROAD,E8 2HY,HACKNEY,SHACKLEWELL,Inner London,Playing with fire (or heat source),Bathroom/Toilet,,Human Element,Smoking related,No,0
029101-06032018,AFA ACTUATING,06/03/2018 15:23,Primary Fire,Accidental,"Water, soda acid, gas expulsion etc (water stored pressure)",Portable extinguishers,Infant/Primary school,Education,Non Residential,Limited to item 1st ignited,WILLIAM PATTEN PRIMARY SCHOOL,,,STOKE NEWINGTON CHURCH STREET,N16 0NX,HACKNEY,STOKE NEWINGTON,Inner London,Combustible articles too close to heat source (or fire),Kitchen,,Human Element,Heating appliances,No,0
030931-10032018,STAGE CURTAINS ALIGHT IN SCHOOL,10/03/2018 14:19,Primary Fire,Accidental,Main branch/Jet (J),"Hosereels, jets, monitors",Secondary school,Education,Non Residential,Limited to room of origin,,,,SHIRLEY ROAD,CR0 7ER,CROYDON,HEATHFIELD,Outer London,Combustible articles too close to heat source (or fire),Other,Concert Hall,Human Element,Lighting,No,0
034668-19032018,SMOKE ISSUING FROM LIGHT FITTING IN OFFICE,19/03/2018 10:40,Primary Fire,Accidental,Disconnection of fuel supply,Small means,Pre School/nursery ,Education,Non Residential,Limited to item 1st ignited,LEWISHAM OPPORTUNITY PRE SCHOOL,,,LONGBRIDGE WAY,SE13 6PW,LEWISHAM,LEWISHAM CENTRAL,Inner London,Fault in equipment or appliance,Office,,Faulty Appliance or Supply,Lighting,No,0
035166-20032018,FIRE IN MALE TOILETS,20/03/2018 14:38,Primary Fire,Deliberate,Hosereel (high pressure) (HRJ) - tank supply only,"Hosereels, jets, monitors",Secondary school,Education,Non Residential,Limited to room of origin,ORANGE,,ROOFTOP COMMUNICATIONS STATION 2,CREIGHTON AVENUE,N10 1NR,HARINGEY,FORTIS GREEN,Inner London,Heat source and combustibles brought together deliberately,Bathroom/Toilet,,Human Element,Matches and Candles,No,0
037608-26032018,AFA ACTUATING,26/03/2018 13:07,Primary Fire,Deliberate,"Water, soda acid, gas expulsion etc (water stored pressure)",Portable extinguishers,Secondary school,Education,Non Residential,Limited to room of origin,PIMLICO ACADEMY,,,LUPUS STREET,SW1V 3AT,WESTMINSTER,TACHBROOK,Inner London,Heat source and combustibles brought together deliberately,Bathroom/Toilet,,Human Element,Smoking related,No,0
044250-11042018,AFA ACTUATING  HALL JUNIOR SCHOOL,11/04/2018 17:35,Primary Fire,Accidental,No firefighting,None,Infant/Primary school,Education,Non Residential,Limited to item 1st ignited,THE HALL,,,BELSIZE PARK,NW3 4EH,CAMDEN,FROGNAL AND FITZJOHNS,Inner London,Faulty leads to equipment or appliance,Cloakroom,,Faulty Appliance or Supply,Other item,No,0
047062-18042018,AFA ACTUATING,18/04/2018 11:14,Primary Fire,Deliberate,"Water, soda acid, gas expulsion etc (water stored pressure)",Portable extinguishers,Secondary school,Education,Non Residential,Limited to room of origin,PIMLICO ACADEMY,,,LUPUS STREET,SW1V 3AT,WESTMINSTER,TACHBROOK,Inner London,Heat source and combustibles brought together deliberately,Bathroom/Toilet,,Human Element,Matches and Candles,No,0
047641-19042018,SMOKE LOGGING IN STUDIO,19/04/2018 12:00,Primary Fire,Accidental,No firefighting,None,Infant/Primary school,Education,Non Residential,Limited to item 1st ignited,ORCHARD PRIMARY SCHOOL,,,OXFORD ROAD,DA14 6LW,BEXLEY,CRAY MEADOWS,Outer London,Cooking – other cooking,Kitchen,,Human Element,Cooker,No,0
049888-23042018,AFA ACTUATING,23/04/2018 15:43,Primary Fire,Accidental,No firefighting,None,Secondary school,Education,Non Residential,Limited to item 1st ignited,WILSON'S SCHOOL KITCHEN,,KITCHEN,MOLLISON DRIVE,SM6 9JW,SUTTON,BEDDINGTON SOUTH,Outer London,Unsafe use of equipment or appliance (heat source),Kitchen,,Human Element,Kitchen appliances,No,0
051030-26042018,SMELL OF BURNING,26/04/2018 13:05,Primary Fire,Not Known,No firefighting,None,Infant/Primary school,Education,Non Residential,Limited to item 1st ignited,,,,MARMONT ROAD,SE15 5TD,SOUTHWARK,PECKHAM,Inner London,Faulty fuel supplies – Electricity,Power house/Plant/Generator,,Faulty Appliance or Supply,Electrical distribution,No,0
051051-26042018,AFA ACTUATING,26/04/2018 14:02,Primary Fire,Deliberate,No firefighting,None,Secondary school,Education,Non Residential,Limited to item 1st ignited,HAVERSTOCK SCHOOL,,,HAVERSTOCK HILL,NW3 2BQ,CAMDEN,HAVERSTOCK,Inner London,Heat source and combustibles brought together deliberately,Bathroom/Toilet,,Human Element,Other ignition source,No,0
053220-01052018,AFA ACTUATING,01/05/2018 12:08,Primary Fire,Accidental,Dry powder (DP),Portable extinguishers,Secondary school,Education,Non Residential,Limited to item 1st ignited,THE CHARTER SCHOOL,,,RED POST HILL,SE24 9JH,SOUTHWARK,SOUTH CAMBERWELL,Inner London,Accumulation of flammable material,Other,Technology Classroom,Human Element,Other ignition source,No,0
056848-08052018,FIRE  THIS IS A BUILDING SITE NEXT TO THE SCHOOL,08/05/2018 13:30,Primary Fire,Accidental,Dry powder (DP),Portable extinguishers,Secondary school,Education,Non Residential,Limited to room of origin,,,,RIDGEWAY ROAD,TW7 5LJ,HOUNSLOW,OSTERLEY AND SPRING GROVE,Outer London,Faulty leads to equipment or appliance,Power house/Plant/Generator,,Faulty Appliance or Supply,Electrical distribution,No,0
060145-15052018,AFA ACTUATING,15/05/2018 10:51,Primary Fire,Accidental,No firefighting,None,Secondary school,Education,Non Residential,Limited to item 1st ignited,PARK HOUSE SCHOOL FOR AUTISTIC CHILDREN,,,NORTH SIDE WANDSWORTH COMMON,SW18 2SL,WANDSWORTH,FAIRFIELD,Inner London,Cooking – other cooking,Canteen/Restaurant,,Human Element,Cooker,No,0
061546-18052018,FIRE,18/05/2018 11:59,Primary Fire,Deliberate,No firefighting,None,Secondary school,Education,Non Residential,Limited to item 1st ignited,OAKWOOD SCHOOL,,,WOODSIDE ROAD,DA7 6LB,BEXLEY,BARNEHURST,Outer London,Heat source and combustibles brought together deliberately,External structures,,Human Element,Matches and Candles,No,0
063949-23052018,AFA ACTUATING    ACADEMY AT PECKHAM,23/05/2018 10:38,Primary Fire,Accidental,Foam - other than AFFF,Portable extinguishers,Secondary school,Education,Non Residential,Limited to item 1st ignited,HARRIS ACADEMY PECKHAM,,HARRIS PRIMARY FREE SCHOOL PECKHAM,PECKHAM ROAD,SE15 5DZ,SOUTHWARK,THE LANE,Inner London,Faulty leads to equipment or appliance,Other,classroom,Faulty Appliance or Supply,DIY,No,0
