 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Pro Class
040215G,VISTA LANDSCAPE MANAGEMENT LTD,120460,9,23.05,GROUNDS MAINTENANCE,09/02/2015,,Technical And Service Support,"Works - Construction, R&M"
040215G,VISTA LANDSCAPE MANAGEMENT LTD,120460,10,23.14,GROUNDS MAINTENANCE,09/02/2015,,Technical And Service Support,"Works - Construction, R&M"
040215G,VISTA LANDSCAPE MANAGEMENT LTD,120460,11,26.68,GROUNDS MAINTENANCE,09/02/2015,,Technical And Service Support,"Works - Construction, R&M"
040215G,VISTA LANDSCAPE MANAGEMENT LTD,120460,12,124.13,GROUNDS MAINTENANCE,09/02/2015,,Technical And Service Support,"Works - Construction, R&M"
040215G,VISTA LANDSCAPE MANAGEMENT LTD,120460,13,22.46,GROUNDS MAINTENANCE,09/02/2015,,Technical And Service Support,"Works - Construction, R&M"
040215G,VISTA LANDSCAPE MANAGEMENT LTD,120460,14,94,GROUNDS MAINTENANCE,09/02/2015,,Technical And Service Support,"Works - Construction, R&M"
040215G,VISTA LANDSCAPE MANAGEMENT LTD,120460,15,29.15,GROUNDS MAINTENANCE,09/02/2015,,Technical And Service Support,"Works - Construction, R&M"
040215G,VISTA LANDSCAPE MANAGEMENT LTD,120460,16,23.91,GROUNDS MAINTENANCE,09/02/2015,,Technical And Service Support,"Works - Construction, R&M"
040215G,VISTA LANDSCAPE MANAGEMENT LTD,120460,17,141.74,GROUNDS MAINTENANCE,09/02/2015,,Technical And Service Support,"Works - Construction, R&M"
040215G,VISTA LANDSCAPE MANAGEMENT LTD,120460,18,24.27,GROUNDS MAINTENANCE,09/02/2015,,Technical And Service Support,"Works - Construction, R&M"
040215G,VISTA LANDSCAPE MANAGEMENT LTD,120460,19,25.81,GROUNDS MAINTENANCE,09/02/2015,,Technical And Service Support,"Works - Construction, R&M"
040215G,VISTA LANDSCAPE MANAGEMENT LTD,120460,20,19.47,GROUNDS MAINTENANCE,09/02/2015,,Technical And Service Support,"Works - Construction, R&M"
040215G,VISTA LANDSCAPE MANAGEMENT LTD,120460,21,24.94,GROUNDS MAINTENANCE,09/02/2015,,Technical And Service Support,"Works - Construction, R&M"
040215G,VISTA LANDSCAPE MANAGEMENT LTD,120460,22,25.79,GROUNDS MAINTENANCE,09/02/2015,,Technical And Service Support,"Works - Construction, R&M"
040215G,VISTA LANDSCAPE MANAGEMENT LTD,120460,23,29.49,GROUNDS MAINTENANCE,09/02/2015,,Technical And Service Support,"Works - Construction, R&M"
040215G,VISTA LANDSCAPE MANAGEMENT LTD,120460,24,23.35,GROUNDS MAINTENANCE,09/02/2015,,Technical And Service Support,"Works - Construction, R&M"
040215G,VISTA LANDSCAPE MANAGEMENT LTD,120460,25,23.22,GROUNDS MAINTENANCE,09/02/2015,,Technical And Service Support,"Works - Construction, R&M"
040215G,VISTA LANDSCAPE MANAGEMENT LTD,120460,26,20.92,GROUNDS MAINTENANCE,09/02/2015,,Technical And Service Support,"Works - Construction, R&M"
040215G,VISTA LANDSCAPE MANAGEMENT LTD,120460,27,91.14,GROUNDS MAINTENANCE,09/02/2015,,Technical And Service Support,"Works - Construction, R&M"
040215G,VISTA LANDSCAPE MANAGEMENT LTD,120460,28,96.04,GROUNDS MAINTENANCE,09/02/2015,,Technical And Service Support,"Works - Construction, R&M"
040215G,VISTA LANDSCAPE MANAGEMENT LTD,120460,29,24.52,GROUNDS MAINTENANCE,09/02/2015,,Technical And Service Support,"Works - Construction, R&M"
040215G,VISTA LANDSCAPE MANAGEMENT LTD,120460,30,280.25,GROUNDS MAINTENANCE,09/02/2015,,Technical And Service Support,"Works - Construction, R&M"
040215G,VISTA LANDSCAPE MANAGEMENT LTD,120460,31,24.01,GROUNDS MAINTENANCE,09/02/2015,,Technical And Service Support,"Works - Construction, R&M"
040215G,VISTA LANDSCAPE MANAGEMENT LTD,120460,32,73.23,GROUNDS MAINTENANCE,09/02/2015,,Technical And Service Support,"Works - Construction, R&M"
040215G,VISTA LANDSCAPE MANAGEMENT LTD,120460,33,22.53,GROUNDS MAINTENANCE,09/02/2015,,Technical And Service Support,"Works - Construction, R&M"
040215G,VISTA LANDSCAPE MANAGEMENT LTD,120460,34,24.02,GROUNDS MAINTENANCE,09/02/2015,,Technical And Service Support,"Works - Construction, R&M"
040215G,VISTA LANDSCAPE MANAGEMENT LTD,120460,35,23.34,GROUNDS MAINTENANCE,09/02/2015,,Technical And Service Support,"Works - Construction, R&M"
040215G,VISTA LANDSCAPE MANAGEMENT LTD,120460,36,90.84,GROUNDS MAINTENANCE,09/02/2015,,Technical And Service Support,"Works - Construction, R&M"
040215G,VISTA LANDSCAPE MANAGEMENT LTD,120460,37,132.3,GROUNDS MAINTENANCE,09/02/2015,,Technical And Service Support,"Works - Construction, R&M"
040215G,VISTA LANDSCAPE MANAGEMENT LTD,120460,38,751.76,GROUNDS MAINTENANCE,09/02/2015,,Technical And Service Support,"Works - Construction, R&M"
040215G,VISTA LANDSCAPE MANAGEMENT LTD,120460,39,72.18,GROUNDS MAINTENANCE,09/02/2015,,Technical And Service Support,"Works - Construction, R&M"
040215G,VISTA LANDSCAPE MANAGEMENT LTD,120460,40,64.28,GROUNDS MAINTENANCE,09/02/2015,,Technical And Service Support,"Works - Construction, R&M"
040215G,VISTA LANDSCAPE MANAGEMENT LTD,120460,41,29.26,GROUNDS MAINTENANCE,09/02/2015,,Technical And Service Support,"Works - Construction, R&M"
040215G,VISTA LANDSCAPE MANAGEMENT LTD,120483,1,338.83,GROUNDS MAINTENANCE,09/02/2015,338.83,Technical And Service Support,"Works - Construction, R&M"
040215G,SILVERSANDS LIMITED===========,121769,1,"3,800.00",PURCHASES-SOFTWARE,09/02/2015,"3,800.00",Information and Communication Technology,ICT
140946,MR DAVID CLAXTON,135976,1,"1,125.00",PROFESSIONAL FEES ENFORCEMENT,09/02/2015,"1,125.00",Legal & Democratic Services,Legal Services
040215G,ENTEL UK LTD==================,160541/161835,1,9,RADIO,09/02/2015,"1,199.00",Information and Communication Technology,ICT
040215G,ENTEL UK LTD==================,160541/161835,2,"1,020.00",RADIO,09/02/2015,,Information and Communication Technology,ICT
040215G,ENTEL UK LTD==================,160541/161835,3,90,RADIO,09/02/2015,,Information and Communication Technology,ICT
040215G,ENTEL UK LTD==================,160541/161835,4,80,RADIO,09/02/2015,,Information and Communication Technology,ICT
040215G,DRON & WRIGHT=================,17441,1,"5,643.92",PROFESSIONAL SERVICES,09/02/2015,"6,758.00",Technical And Service Support,Facilities & Management S
040215G,DRON & WRIGHT=================,17441,2,"1,114.08",PROFESSIONAL SERVICES,09/02/2015,,Technical And Service Support,Facilities & Management S
040215G,CHAIN GANG,20654,1,"1,408.27",POSTAL SERVICES,09/02/2015,"1,408.27",Strategy & Performance,Mail Services
140946,MS REBECCA WRIGHT,229385,1,350,PROFESSIONAL FEES ENFORCEMENT,09/02/2015,350,Legal & Democratic Services,Legal Services
140946,MR GUY LADENBURG==============,231816,1,490,PROFESSIONAL FEES ENFORCEMENT,09/02/2015,490,Legal & Democratic Services,Legal Services
140946,MISS BO-EUN JUNG==============,231907*,1,"6,250.00",CONSULTANTS,09/02/2015,"6,250.00",Regulatory Fire Safety,Legal Services
140946,MS HEATHER OLIVER,233905,1,"1,120.00",PROFESSIONAL FEES ENFORCEMENT,09/02/2015,"1,120.00",Legal & Democratic Services,Legal Services
030215E,B NOKES CONTRACTS LTD,2405,1,"1,334.50",STRATEGIC (NON CYCLICAL),09/02/2015,"1,334.50",Technical and Service Support,"Works - Construction, R&M"
040215G,B NOKES CONTRACTS LTD,2486,1,295,TACTICAL DAY TO DAY,09/02/2015,295,Regulatory Fire Safety,"Works - Construction, R&M"
040215G,B NOKES CONTRACTS LTD,2487,1,288,TACTICAL DAY TO DAY,09/02/2015,288,Technical And Service Support,"Works - Construction, R&M"
040215G,B NOKES CONTRACTS LTD,2552,1,980,TACTICAL DAY TO DAY,09/02/2015,980,Technical And Service Support,"Works - Construction, R&M"
040215G,B NOKES CONTRACTS LTD,2554,1,680,REMOVALS,09/02/2015,680,Technical And Service Support,"Works - Construction, R&M"
030215E,B NOKES CONTRACTS LTD,2555,1,"8,694.50",STRATEGIC (NON CYCLICAL),09/02/2015,"8,694.50",Technical and Service Support,"Works - Construction, R&M"
040215G,B NOKES CONTRACTS LTD,2556,1,"5,665.00",REMOVALS,09/02/2015,"5,665.00",Technical And Service Support,"Works - Construction, R&M"
040215G,B NOKES CONTRACTS LTD,2557,1,"1,640.00",REMOVALS,09/02/2015,"1,640.00",Technical And Service Support,"Works - Construction, R&M"
040215G,B NOKES CONTRACTS LTD,2558,1,"1,440.00",REMOVALS,09/02/2015,"1,440.00",Technical And Service Support,"Works - Construction, R&M"
030215E,B NOKES CONTRACTS LTD,2559,1,"5,871.75",STRATEGIC (NON CYCLICAL),09/02/2015,"5,871.75",Technical and Service Support,"Works - Construction, R&M"
040215G,B NOKES CONTRACTS LTD,2560,1,"2,965.00",REMOVALS,09/02/2015,"2,965.00",Technical And Service Support,"Works - Construction, R&M"
040215G,B NOKES CONTRACTS LTD,2562,1,390,TACTICAL DAY TO DAY,09/02/2015,390,Technical And Service Support,"Works - Construction, R&M"
040215G,B NOKES CONTRACTS LTD,2563,1,800,TACTICAL DAY TO DAY,09/02/2015,800,Technical And Service Support,"Works - Construction, R&M"
040215G,B NOKES CONTRACTS LTD,2565,1,"2,965.00",REMOVALS,09/02/2015,"2,965.00",Technical And Service Support,"Works - Construction, R&M"
040215G,B NOKES CONTRACTS LTD,2567,1,"5,236.75",STRATEGIC (NON CYCLICAL),09/02/2015,"6,721.75",Technical and Service Support,"Works - Construction, R&M"
040215G,B NOKES CONTRACTS LTD,2567,2,"1,485.00",STRATEGIC (NON CYCLICAL),09/02/2015,,Technical and Service Support,"Works - Construction, R&M"
040215G,B NOKES CONTRACTS LTD,2568,1,"5,665.00",REMOVALS,09/02/2015,"5,665.00",Technical And Service Support,"Works - Construction, R&M"
030215E,B NOKES CONTRACTS LTD,2569,1,"5,665.00",REMOVALS,09/02/2015,"5,665.00",Technical And Service Support,"Works - Construction, R&M"
030215E,B NOKES CONTRACTS LTD,2570,1,"5,665.00",REMOVALS,09/02/2015,"5,665.00",Technical And Service Support,"Works - Construction, R&M"
030215E,B NOKES CONTRACTS LTD,2571,1,"2,965.00",REMOVALS,09/02/2015,"2,965.00",Technical And Service Support,"Works - Construction, R&M"
030215E,B NOKES CONTRACTS LTD,2573,1,"2,403.30",DEVELOPMENT  EXPENSES-CONTRACT,09/02/2015,"2,403.30",Technical and Service Support,"Works - Construction, R&M"
040215G,ARKAS LIMITED=================,26300,1,"1,101.28",STRATEGIC (CYCLICAL),09/02/2015,"2,249.89",Technical And Service Support,"Works - Construction, R&M"
040215G,ARKAS LIMITED=================,26300,2,197.5,STRATEGIC (CYCLICAL),09/02/2015,,Technical And Service Support,"Works - Construction, R&M"
040215G,ARKAS LIMITED=================,26300,3,524.86,STRATEGIC (CYCLICAL),09/02/2015,,Technical And Service Support,"Works - Construction, R&M"
040215G,ARKAS LIMITED=================,26300,4,426.25,STRATEGIC (CYCLICAL),09/02/2015,,Technical And Service Support,"Works - Construction, R&M"
800025142,ADECCO UK LIMITED=============,26570184,1,"1,071.00",FRS STAFF AGENCY,09/02/2015,"1,071.00",Communications,Human Resources
800025143,ADECCO UK LIMITED=============,26570185,1,"1,224.00",FRS STAFF AGENCY,09/02/2015,"1,224.00",Communications,Human Resources
800058209,ADECCO UK LIMITED=============,26948932,1,747.36,FRS STAFF AGENCY,09/02/2015,747.36,Mobilising,Human Resources
800058215,ADECCO UK LIMITED=============,27002233,1,996.48,FRS STAFF AGENCY,09/02/2015,996.48,Mobilising,Human Resources
800057997,ADECCO UK LIMITED=============,27049341,1,675.15,FRS STAFF AGENCY,09/02/2015,675.15,Information and Communication Technology,Human Resources
800058088,ADECCO UK LIMITED=============,27052430,1,439.6,FRS STAFF AGENCY,09/02/2015,439.6,Communications,Human Resources
040215G,DRAEGER SAFETY UK LIMITED=====,2910005500,1,"2,468.19",PROTECTIVE EQUIPT - PARTS,09/02/2015,"2,468.19",Technical and Service Support,Fire & Rescue
040215G,DRAEGER SAFETY UK LIMITED=====,2910005503,1,"1,896.20",PROTECTIVE EQUIPT - PARTS,09/02/2015,"1,896.20",Technical and Service Support,Fire & Rescue
040215G,CARPETS & FLOOR COVERS DIRECT=,3481,1,903.88,FIXTURES & FITTINGS,09/02/2015,"4,594.66",Technical And Service Support,Building Constr Materials
040215G,CARPETS & FLOOR COVERS DIRECT=,3481,2,"2,020.30",FIXTURES & FITTINGS,09/02/2015,,Technical And Service Support,Building Constr Materials
040215G,CARPETS & FLOOR COVERS DIRECT=,3481,3,"1,670.48",FIXTURES & FITTINGS,09/02/2015,,Technical And Service Support,Building Constr Materials
040215G,CARPETS & FLOOR COVERS DIRECT=,3486,1,"1,213.52",FIXTURES & FITTINGS,09/02/2015,"2,958.20",Technical And Service Support,Building Constr Materials
040215G,CARPETS & FLOOR COVERS DIRECT=,3486,2,"1,744.68",FIXTURES & FITTINGS,09/02/2015,,Technical And Service Support,Building Constr Materials
040215G,COMPUTACENTRE================,3880392308,1,796.6,ACQUISITIONS,09/02/2015,"4,203.50",Information and Communication Technology,ICT
040215G,COMPUTACENTRE================,3880392308,2,700,ACQUISITIONS,09/02/2015,,Information and Communication Technology,ICT
040215G,COMPUTACENTRE================,3880392308,3,"2,706.90",ACQUISITIONS,09/02/2015,,Information and Communication Technology,ICT
040215G,CANON (UK) LTD===============,401614927,1,38.5,OFFICE EQUIPMENT,09/02/2015,619.88,Mobilising,ICT
040215G,CANON (UK) LTD===============,401614927,2,581.38,OFFICE EQUIPMENT,09/02/2015,,Mobilising,ICT
040215G,KNIGHTON CLEANING SERVICES LTD,44392,1,557.2,SPECIAL CLEANS,09/02/2015,557.2,Technical And Service Support,Cleaning & Janitorial
140935,*SP SERVICES,5501512141,1,61.22,ELECTRICITY,09/02/2015,"1,099.16",Technical And Service Support,Healthcare
140935,*SP SERVICES,5501512141,2,38.88,ELECTRICITY,09/02/2015,,Technical And Service Support,Healthcare
140935,*SP SERVICES,5501512141,3,101.54,ELECTRICITY,09/02/2015,,Technical And Service Support,Healthcare
140935,*SP SERVICES,5501512141,4,95.29,ELECTRICITY,09/02/2015,,Technical And Service Support,Healthcare
140935,*SP SERVICES,5501512141,5,59.73,ELECTRICITY,09/02/2015,,Technical And Service Support,Healthcare
140935,*SP SERVICES,5501512141,6,8.99,ELECTRICITY,09/02/2015,,Technical And Service Support,Healthcare
140935,*SP SERVICES,5501512141,7,12.62,ELECTRICITY,09/02/2015,,Technical And Service Support,Healthcare
140935,*SP SERVICES,5501512141,8,18.58,ELECTRICITY,09/02/2015,,Technical And Service Support,Healthcare
140935,*SP SERVICES,5501512141,9,46.7,ELECTRICITY,09/02/2015,,Technical And Service Support,Healthcare
140935,*SP SERVICES,5501512141,10,26.04,ELECTRICITY,09/02/2015,,Technical And Service Support,Healthcare
140935,*SP SERVICES,5501512141,11,16.11,ELECTRICITY,09/02/2015,,Technical And Service Support,Healthcare
140935,*SP SERVICES,5501512141,12,73.89,ELECTRICITY,09/02/2015,,Technical And Service Support,Healthcare
140935,*SP SERVICES,5501512141,13,19.67,ELECTRICITY,09/02/2015,,Technical And Service Support,Healthcare
140935,*SP SERVICES,5501512141,14,100.7,ELECTRICITY,09/02/2015,,Technical And Service Support,Healthcare
140935,*SP SERVICES,5501512141,15,9.72,ELECTRICITY,09/02/2015,,Technical And Service Support,Healthcare
140935,*SP SERVICES,5501512141,16,97.77,ELECTRICITY,09/02/2015,,Technical And Service Support,Healthcare
140935,*SP SERVICES,5501512141,17,32.92,ELECTRICITY,09/02/2015,,Technical And Service Support,Healthcare
140935,*SP SERVICES,5501512141,18,38.32,ELECTRICITY,09/02/2015,,Technical And Service Support,Healthcare
140935,*SP SERVICES,5501512141,19,55.27,ELECTRICITY,09/02/2015,,Technical And Service Support,Healthcare
140935,*SP SERVICES,5501512141,20,25.66,ELECTRICITY,09/02/2015,,Technical And Service Support,Healthcare
140935,*SP SERVICES,5501512141,21,21.47,ELECTRICITY,09/02/2015,,Technical And Service Support,Healthcare
140935,*SP SERVICES,5501512141,22,29.66,ELECTRICITY,09/02/2015,,Technical And Service Support,Healthcare
140935,*SP SERVICES,5501512141,23,61.83,ELECTRICITY,09/02/2015,,Technical And Service Support,Healthcare
140935,*SP SERVICES,5501512141,24,15.23,ELECTRICITY,09/02/2015,,Technical And Service Support,Healthcare
140935,*SP SERVICES,5501512141,25,10.67,ELECTRICITY,09/02/2015,,Technical And Service Support,Healthcare
140935,*SP SERVICES,5501512141,26,10.29,ELECTRICITY,09/02/2015,,Technical And Service Support,Healthcare
140935,*SP SERVICES,5501512141,27,10.39,ELECTRICITY,09/02/2015,,Technical And Service Support,Healthcare
040215G,*SP SERVICES,55411,1,0.8,HYGIENE,09/02/2015,399.84,Operations Non Fire Stations,Healthcare
040215G,*SP SERVICES,55411,2,0.8,HYGIENE,09/02/2015,,Operations Non Fire Stations,Healthcare
040215G,*SP SERVICES,55411,3,0.8,HYGIENE,09/02/2015,,Operations Non Fire Stations,Healthcare
040215G,*SP SERVICES,55411,4,0.8,HYGIENE,09/02/2015,,Operations Non Fire Stations,Healthcare
040215G,*SP SERVICES,55411,5,39.8,HYGIENE,09/02/2015,,Operations Non Fire Stations,Healthcare
040215G,*SP SERVICES,55411,6,5.6,HYGIENE,09/02/2015,,Operations Non Fire Stations,Healthcare
040215G,*SP SERVICES,55411,7,7.44,HYGIENE,09/02/2015,,Operations Non Fire Stations,Healthcare
040215G,*SP SERVICES,55411,8,2.4,HYGIENE,09/02/2015,,Operations Non Fire Stations,Healthcare
040215G,*SP SERVICES,55411,9,2.4,HYGIENE,09/02/2015,,Operations Non Fire Stations,Healthcare
040215G,*SP SERVICES,55411,10,4.6,HYGIENE,09/02/2015,,Operations Non Fire Stations,Healthcare
040215G,*SP SERVICES,55411,11,6.8,HYGIENE,09/02/2015,,Operations Non Fire Stations,Healthcare
040215G,*SP SERVICES,55411,12,8.2,HYGIENE,09/02/2015,,Operations Non Fire Stations,Healthcare
040215G,*SP SERVICES,55411,13,9,HYGIENE,09/02/2015,,Operations Non Fire Stations,Healthcare
040215G,*SP SERVICES,55411,14,27.2,HYGIENE,09/02/2015,,Operations Non Fire Stations,Healthcare
040215G,*SP SERVICES,55411,15,8.24,HYGIENE,09/02/2015,,Operations Non Fire Stations,Healthcare
040215G,*SP SERVICES,55411,16,119.8,HYGIENE,09/02/2015,,Operations Non Fire Stations,Healthcare
040215G,*SP SERVICES,55411,17,8.4,HYGIENE,09/02/2015,,Operations Non Fire Stations,Healthcare
040215G,*SP SERVICES,55411,18,19.8,HYGIENE,09/02/2015,,Operations Non Fire Stations,Healthcare
040215G,*SP SERVICES,55411,19,10.4,HYGIENE,09/02/2015,,Operations Non Fire Stations,Healthcare
040215G,*SP SERVICES,55411,20,5.6,HYGIENE,09/02/2015,,Operations Non Fire Stations,Healthcare
040215G,*SP SERVICES,55411,21,2.12,HYGIENE,09/02/2015,,Operations Non Fire Stations,Healthcare
040215G,*SP SERVICES,55411,22,22.24,HYGIENE,09/02/2015,,Operations Non Fire Stations,Healthcare
040215G,*SP SERVICES,55411,23,8,HYGIENE,09/02/2015,,Operations Non Fire Stations,Healthcare
040215G,*SP SERVICES,55411,24,16.8,HYGIENE,09/02/2015,,Operations Non Fire Stations,Healthcare
040215G,*SP SERVICES,55411,25,19.4,HYGIENE,09/02/2015,,Operations Non Fire Stations,Healthcare
040215G,*SP SERVICES,55411,26,19.4,HYGIENE,09/02/2015,,Operations Non Fire Stations,Healthcare
040215G,*SP SERVICES,55411,27,23,HYGIENE,09/02/2015,,Operations Non Fire Stations,Healthcare
800057617,*GREENHAM TRADING LTD=========,5670109,1,40.75,HYGIENE,09/02/2015,407.58,Operations Fire Stations,Cleaning & Janitorial
800057617,*GREENHAM TRADING LTD=========,5670109,2,16,HYGIENE,09/02/2015,,Operations Fire Stations,Cleaning & Janitorial
800057617,*GREENHAM TRADING LTD=========,5670109,3,12.4,HYGIENE,09/02/2015,,Operations Fire Stations,Cleaning & Janitorial
800057617,*GREENHAM TRADING LTD=========,5670109,4,17.7,HYGIENE,09/02/2015,,Operations Fire Stations,Cleaning & Janitorial
800057617,*GREENHAM TRADING LTD=========,5670109,5,10.2,HYGIENE,09/02/2015,,Operations Fire Stations,Cleaning & Janitorial
800057617,*GREENHAM TRADING LTD=========,5670109,6,5.13,HYGIENE,09/02/2015,,Operations Fire Stations,Cleaning & Janitorial
800057617,*GREENHAM TRADING LTD=========,5670109,7,43.67,HYGIENE,09/02/2015,,Operations Fire Stations,Cleaning & Janitorial
800057617,*GREENHAM TRADING LTD=========,5670109,8,35.47,HYGIENE,09/02/2015,,Operations Fire Stations,Cleaning & Janitorial
800057617,*GREENHAM TRADING LTD=========,5670109,9,29.88,CLOTHING,09/02/2015,,Operations Fire Stations,Cleaning & Janitorial
800057617,*GREENHAM TRADING LTD=========,5670109,10,2,HYGIENE,09/02/2015,,Operations Fire Stations,Cleaning & Janitorial
800057617,*GREENHAM TRADING LTD=========,5670109,11,22.6,HYGIENE,09/02/2015,,Operations Fire Stations,Cleaning & Janitorial
800057617,*GREENHAM TRADING LTD=========,5670109,12,49.9,HYGIENE,09/02/2015,,Operations Fire Stations,Cleaning & Janitorial
